"id","visit","center","fca2c","fca2d","fca3c","fca3d","fca4c","fca4d","fca5c","fca5d","fca6c","fca6d","fca7c","fca7d","fca8c","fca8d","fca9c","fca9d","fca10c","fca10d","fca11c","fca11d","fca12c","fca12d","fca13c","fca13d","fca14c","fca14d","fca15","fca1b","fca2b","fca3b","fca4b","fca5b","fca6b","fca7b","fca8b","fca9b","fca10b","fca11b","fca12b","fca13b","fca14b","fca16"
"MW00567",8,"MW","MOM","B","BRO","B","SIS","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,"RRJ",10,31,10,10,13,4,,,,,,,,,3/15/2001
"MW00578",8,"MW","MOM","B","SIS","B","SIS","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,"RRJ",10,31,10,10,13,4,,,,,,,,,3/15/2001
"MW00580",8,"MW","MOM","B","DAD","B","BRO","B","CSF","B",,,,,,,,,,,,,,,,,,,"RMH",8,37,35,9,,,,,,,,,,,12/15/1999
"MW00595",8,"MW","MOM","B","DAD","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,,,"RRJ",8,36,38,9,13,,,,,,,,,,10/15/1999
"MW00604",8,"MW","MOM","B","DAD","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"EW",9,29,31,7,,,,,,,,,,,8/15/2000
"MW00612",8,"MW","MOM","B","CSF","B","AUN","B","CSF","B",,,,,,,,,,,,,,,,,,,"FJN",8,24,6,27,2,,,,,,,,,,1/15/2000
"MW00638",8,"MW","MOM","B","BRO","B","BRO","B","BRO","B","CSF","B","CSF","B",,,,,,,,,,,,,,,"RH",9,42,16,15,13,16,9,,,,,,,,3/15/2000
"MW00645",8,"MW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"CAK",8,33,14,,,,,,,,,,,,4/15/2000
"MW00653",8,"MW","GMA","B","BRO","B","BRO","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,"CAK",8,68,20,17,13,10,,,,,,,,,3/15/2000
"MW00677",8,"MW","MOM","B","DAD","S","OMA","U","SIS","B",,,,,,,,,,,,,,,,,,,"CAK",8,28,28,20,4,,,,,,,,,,3/15/2000
"MW00681",8,"MW","MOM","B","DAD","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,,,"EW",10,44,50,20,19,,,,,,,,,,11/15/2001
"MW00718",8,"MW","MOM","B","OMA","X","SIS","B","BRO","B","SIS","B","SIS","B",,,,,,,,,,,,,,,"CAK",8,30,44,9,7,4,2,,,,,,,,4/15/2000
"MW00726",8,"MW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"CAK",8,40,18,,,,,,,,,,,,3/15/2000
"MW00732",8,"MW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"RRJ",8,41,16,,,,,,,,,,,,12/15/2000
"MW00744",8,"MW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"RRJ",8,22,6,,,,,,,,,,,,7/15/2002
"MW00771",8,"MW","DAD","B","SIS","B","SIS","B","MOM","B",,,,,,,,,,,,,,,,,,,"RRJ",8,33,6,11,33,,,,,,,,,,11/15/2001
"MW00807",8,"MW","MOM","B","SIS","B","SIS","B","BRO","B","OMC","B",,,,,,,,,,,,,,,,,"RRJ",8,43,16,9,19,0,,,,,,,,,10/15/2002
"MW00828",8,"MW","MOM","B",,,,,,,,,,,,,,,,,,,,,,,,,"PD",8,41,,,,,,,,,,,,,5/15/2000
"MW00830",8,"MW","MOM","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"CAK",9,32,12,11,,,,,,,,,,,3/15/2000
"MW00856",8,"MW","MOM","B","DAD","B","SIS","B","OFC","B","UNC","B",,,,,,,,,,,,,,,,,"PD",8,41,44,22,3,45,,,,,,,,,4/15/2000
"MW00863",8,"MW","MOM","B","GMA","B","AUN","B","UNC","B","CSM","B","CSF","B",,,,,,,,,,,,,,,"PD",8,23,55,26,18,7,6,,,,,,,,4/15/2000
"MW00874",8,"MW","MOM","B","BRO","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,"TW",8,42,18,15,7,,,,,,,,,,5/15/2001
"MW00889",8,"MW","AUN","B","SIS","B","UNC","B","GMA","B",,,,,,,,,,,,,,,,,,,"RRJ",8,29,10,33,56,,,,,,,,,,3/15/2001
"MW00891",8,"MW","MOM","B","DAD","B","SIS","B","SIS","B","BRO","B","BRO","B","BRO","B","BRO","B","SIS","B","BRO","B","OMC","B",,,,,"CAK",7,35,35,17,14,11,9,6,4,2,2,1,,,5/15/2000
"MW00902",8,"MW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"RRJ",8,31,6,,,,,,,,,,,,11/15/2002
"MW00923",8,"MW","MOM","B","DAD","S","SIS","B","SIS","B","BRO","B","BRO","B","AUN","S","UNC","S","CSF","S","CSM","S","CSF","S","CSF","S",,,"CAK",8,22,21,5,6,2,1,28,28,9,9,1,0,,9/15/1999
"MW00947",8,"MW","MOM","B","DAD","B",,,,,,,,,,,,,,,,,,,,,,,"EW",9,25,29,,,,,,,,,,,,4/15/2001
"MW00951",8,"MW","MOM","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"CAK",7,31,11,6,,,,,,,,,,,1/15/2000
"MW00968",8,"MW","MOM","B",,,,,,,,,,,,,,,,,,,,,,,,,"CAK",8,42,,,,,,,,,,,,,4/15/2000
"MW00979",8,"MW","MOM","B","DAD","B","BRO","B","BRO","B","BRO","B","SIS","B","BRO","B","SIS","B",,,,,,,,,,,"RRJ",7,33,34,14,11,10,6,2,0,,,,,,5/15/2003
"MW01009",8,"MW","MOM","B","SIS","B","DAD","S",,,,,,,,,,,,,,,,,,,,,"EW",8,26,5,29,,,,,,,,,,,6/15/2002
"MW01017",8,"MW","MOM","B","SIS","B","BRO","B","OMA","U",,,,,,,,,,,,,,,,,,,"BSH",9,26,5,0,26,,,,,,,,,,7/15/2001
"MW01033",8,"MW","MOM","B","AUN","B","GMA","B","SIS","B","CSM","B","UNC","B",,,,,,,,,,,,,,,"RH",8,26,23,54,6,8,18,,,,,,,,5/15/2000
"MW01040",8,"MW","MOM","B","SIS","B","SIS","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,"RRJ",8,26,10,6,5,3,,,,,,,,,11/15/2002
"MW01061",8,"MW","MOM","B","BRO","B","SIS","B","SIS","B","BRO","B","SIS","B","BRO","B",,,,,,,,,,,,,"BSH",8,30,13,10,9,6,4,1,,,,,,,11/15/2002
"MW01086",8,"MW","GMA","B","UNC","B","BRO","B","BRO","B","BRO","B","CSF","B","CSF","B","CSF","B",,,,,,,,,,,"KS",7,53,36,12,11,6,8,7,3,,,,,,12/15/1999
"MW01094",8,"MW","MOM","B","DAD","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,"EW",7,39,46,3,9,,,,,,,,,,7/15/2000
"MW01105",8,"MW","MOM","B","SIS","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,"RH",7,34,9,17,2,,,,,,,,,,6/15/2000
"MW01118",8,"MW","MOM","B","SIS","B","BRO","B","GMA","B",,,,,,,,,,,,,,,,,,,"RH",8,28,4,0,49,,,,,,,,,,8/15/2000
"MW01126",8,"MW","MOM","B","BRO","B","SIS","B","BRO","B","BRO","B","SIS","B",,,,,,,,,,,,,,,"MSS",8,30,13,12,11,9,6,,,,,,,,4/15/2002
"MW01144",8,"MW","MOM","B","BRO","B","SIS","B","BRO","B","OFA","X",,,,,,,,,,,,,,,,,"FJN",7,35,12,15,18,36,,,,,,,,,7/15/2000
"MW01160",8,"MW","MOM","B","SIS","B","SIS","B","BRO","B","BRO","B","SIS","B","GMA","B","BRO","B",,,,,,,,,,,"RP",8,39,16,13,9,6,2,55,4,,,,,,3/15/2000
"MW01171",8,"MW","MOM","B","DAD","B","SIS","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,"CAK",9,36,42,17,12,10,,,,,,,,,1/15/2000
"MW01187",8,"MW","AUN","B","UNC","B","CSM","B",,,,,,,,,,,,,,,,,,,,,"RH",8,44,48,14,,,,,,,,,,,6/15/2001
"MW01193",8,"MW","MOM","B","SIS","B","OMA","X",,,,,,,,,,,,,,,,,,,,,"RRJ",8,28,9,38,,,,,,,,,,,9/15/2000
"MW01200",8,"MW","MOM","B","DAD","S","BRO","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,"CAK",8,23,33,6,4,3,,,,,,,,,11/15/1999
"MW01249",8,"MW","MOM","B","SIS","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,"FJN",8,33,34,14,16,,,,,,,,,,9/15/2000
"MW01254",8,"MW","MOM","B","SIS","B",,,,,,,,,,,,,,,,,,,,,,,"RH",8,30,10,,,,,,,,,,,,5/15/2000
"MW01276",8,"MW","MOM","B","BRO","B","SIS","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,"CAK",8,24,5,3,2,0,,,,,,,,,4/15/2000
"MW01302",8,"MW","MOM","B","BRO","B","SIS","B","GMA","B",,,,,,,,,,,,,,,,,,,"FJN",8,29,10,3,53,,,,,,,,,,8/15/2000
"MW01323",8,"MW","MOM","B","DAD","B","BRO","B","SIS","B",,,,,,,,,,,,,,,,,,,"FJN",8,26,28,8,5,,,,,,,,,,7/15/2000
"MW01335",8,"MW","MOM","B","DAD","A","SIS","B","BRO","B","SIS","B",,,,,,,,,,,,,,,,,"RH",7,27,29,9,5,4,,,,,,,,,5/15/2000
"MW01347",8,"MW","MOM","B","DAD","S","SIS","B","BRO","B","SIS","B","SIS","B",,,,,,,,,,,,,,,"FJN",8,31,45,10,8,4,3,,,,,,,,12/15/2000
"MW01351",8,"MW","MOM","B","BRO","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,"RH",8,32,6,12,14,,,,,,,,,,4/15/2000
"MW01368",8,"MW","MOM","B","DAD","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"EW",7,29,31,9,,,,,,,,,,,8/15/2000
"MW01396",8,"MW","AUN","B",,,,,,,,,,,,,,,,,,,,,,,,,"EW",8,34,,,,,,,,,,,,,10/15/2000
"MW01420",8,"MW","MOM","B","BRO","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"RH",7,45,17,14,,,,,,,,,,,6/15/2000
"MW01438",8,"MW","MOM","B",,,,,,,,,,,,,,,,,,,,,,,,,"EW",8,42,,,,,,,,,,,,,5/15/2001
"MW01453",8,"MW","MOM","B","DAD","S","BRO","B","SIS","B",,,,,,,,,,,,,,,,,,,"EW",8,33,49,7,10,,,,,,,,,,8/15/2000
"MW01466",8,"MW","MOM","B","DAD","S","GMA","B","BRO","B","BRO","B","SIS","B","UNC","B","UNC","B","SIS","S","SIS","S",,,,,,,"CAK",8,25,31,45,9,5,2,18,17,10,8,,,,6/15/2000
"MW01481",8,"MW","MOM","B","BRO","B","DAD","X","GMA","B","GPA","B","AUN","B","CSM","B","AUN","B","UNC","B",,,,,,,,,"FJN",8,24,6,40,43,47,16,0,10,20,,,,,9/15/2000
"MW01515",8,"MW","MOM","B","GMA","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"RRJ",8,27,69,10,,,,,,,,,,,8/15/2000
"MW01528",8,"MW","MOM","B","DAD","S","GMA","B",,,,,,,,,,,,,,,,,,,,,"EW",9,34,29,61,,,,,,,,,,,2/15/2001
"MW01530",8,"MW","MOM","B","GMA","B","GPA","X","GMA","B",,,,,,,,,,,,,,,,,,,"LF",8,33,56,58,80,,,,,,,,,,7/15/2001
"MW01574",8,"MW","MOM","B","BRO","B","BRO","B","SIS","B","BRO","B","OFC","B",,,,,,,,,,,,,,,"LF",8,44,24,20,8,11,1,,,,,,,,4/15/2001
"MW01591",8,"MW","MOM","B","OMA","X",,,,,,,,,,,,,,,,,,,,,,,"LF",7,27,27,,,,,,,,,,,,7/15/2001
"MW01629",8,"MW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"RRJ",8,31,6,,,,,,,,,,,,10/15/2000
"MW01634",8,"MW","DAD","B","BRO","B","BRO","B","BRO","B","BRO","B","SIS","B","MOM","B",,,,,,,,,,,,,"RRJ",8,32,17,16,13,12,10,34,,,,,,,9/15/2002
"MW01657",8,"MW","MOM","B","SIS","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,"EW",8,40,18,16,9,,,,,,,,,,12/15/2000
"MW01673",8,"MW","MOM","B",,,,,,,,,,,,,,,,,,,,,,,,,"RRJ",8,35,,,,,,,,,,,,,9/15/1999
"MW01685",8,"MW","MOM","B","BRO","B","BRO","B","BRO","B","SIS","B","SIS","B",,,,,,,,,,,,,,,"KS",8,39,7,23,18,17,15,,,,,,,,4/15/2000
"MW01690",8,"MW","MOM","B","SIS","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,"CAK",8,35,9,12,14,,,,,,,,,,8/15/2001
"MW01701",8,"MW","MOM","B","DAD","S","BRO","B","BRO","B",,,,,,,,,,,,,,,,,,,"EW",8,31,31,12,12,,,,,,,,,,3/15/2001
"MW01722",8,"MW","MOM","B",,,,,,,,,,,,,,,,,,,,,,,,,"EW",8,34,,,,,,,,,,,,,5/15/2001
"MW01736",8,"MW","MOM","B","BRO","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"RRJ",7,33,10,0,,,,,,,,,,,8/15/2002
"MW01750",8,"MW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"RRJ",8,31,3,,,,,,,,,,,,10/15/2003
"MW01769",8,"MW","MOM","B","GMA","B","BRO","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,"EW",8,34,59,17,14,13,,,,,,,,,7/15/2000
"MW01775",8,"MW","MOM","B","SIS","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,"CAK",8,33,13,10,7,,,,,,,,,,5/15/2000
"MW01797",8,"MW","MOM","B","BRO","B","SIS","B","SIS","B","DAD","S",,,,,,,,,,,,,,,,,"EW",9,34,15,11,10,51,,,,,,,,,3/15/2002
"MW01803",8,"MW","MOM","B","SIS","B","SIS","B","BRO","B","AUN","B",,,,,,,,,,,,,,,,,"CAK",8,40,12,9,13,,,,,,,,,,6/15/2001
"MW01824",8,"MW","MOM","B",,,,,,,,,,,,,,,,,,,,,,,,,"CAK",8,28,,,,,,,,,,,,,6/15/2001
"MW01839",8,"MW","MOM","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"EW",8,36,15,0,,,,,,,,,,,7/15/2000
"MW01846",8,"MW","MOM","B","DAD","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"CAK",8,29,31,6,,,,,,,,,,,7/15/2000
"MW01852",8,"MW","MOM","B","BRO","B","GMA","B","AUN","B","OFC","B",,,,,,,,,,,,,,,,,"RRJ",8,31,13,49,30,12,,,,,,,,,5/15/2001
"MW01867",8,"MW","MOM","B","SIS","B","BRO","B","SIS","B",,,,,,,,,,,,,,,,,,,"MSS",8,37,17,15,3,,,,,,,,,,5/15/2002
"MW01895",8,"MW","MOM","B","GMA","B","DAD","B",,,,,,,,,,,,,,,,,,,,,"BSH",9,31,54,34,,,,,,,,,,,1/15/2002
"MW01906",8,"MW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"FJN",8,32,9,,,,,,,,,,,,1/15/2001
"MW01927",8,"MW","MOM","B","BRO","S","SIS","S","SIS","B",,,,,,,,,,,,,,,,,,,"LF",9,35,16,14,7,,,,,,,,,,7/15/2001
"MW01943",8,"MW","MOM","B","UNC","B","UNC","B","UNC","B","GMA","B","BRO","B","GMA","B","UNC","B","SIS","B",,,,,,,,,"BSH",9,24,14,14,3,42,7,68,47,4,,,,,6/15/2002
"MW01970",8,"MW","MOM","B","DAD","B","SIS","B","BRO","B","CSF","B",,,,,,,,,,,,,,,,,"EW",7,29,33,9,5,5,,,,,,,,,11/15/2000
"MW01988",8,"MW","MOM","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"EW",8,35,15,14,,,,,,,,,,,12/15/2000
"MW01992",8,"MW","MOM","B","BRO","B","SIS","B","SIS","B","BRO","B","SIS","B",,,,,,,,,,,,,,,"RRJ",8,28,11,9,6,4,3,,,,,,,,12/15/2000
"MW02008",8,"MW","MOM","B","BRO","B","BRO","B","BRO","B","SIS","B",,,,,,,,,,,,,,,,,"EW",8,30,11,9,5,4,,,,,,,,,6/15/2000
"MW02016",8,"MW","DAD","B","GMA","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,"FJN",8,38,52,12,11,,,,,,,,,,2/15/2001
"MW02041",8,"MW","MOM","B","BRO","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"EW",8,40,25,12,,,,,,,,,,,6/15/2000
"MW02057",8,"MW","MOM","B","BRO","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,,,"LF",7,29,7,4,1,,,,,,,,,,5/15/2001
"MW02073",8,"MW","MOM","B","SIS","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,"BSH",8,32,13,10,9,,,,,,,,,,6/15/2002
"MW02090",8,"MW","MOM","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"RRJ",8,34,17,5,,,,,,,,,,,2/15/2001
"MW02117",8,"MW","MOM","B","SIS","B","SIS","B","BRO","B","DAD","S",,,,,,,,,,,,,,,,,"EW",8,33,7,12,10,40,,,,,,,,,6/15/2001
"MW02125",8,"MW","MOM","B","DAD","S","SIS","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,"FJN",8,25,26,9,5,4,,,,,,,,,4/15/2001
"MW02140",8,"MW","GMA","B","GPA","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"BSH",8,53,53,11,,,,,,,,,,,6/15/2001
"MW02158",8,"MW","MOM","B","BRO","B","BRO","B","SIS","B",,,,,,,,,,,,,,,,,,,"FJN",8,25,9,6,5,,,,,,,,,,4/15/2001
"MW02161",8,"MW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"FJN",9,39,13,,,,,,,,,,,,5/15/2001
"MW02172",8,"MW","MOM","B","DAD","B","BRO","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,"RRJ",8,32,33,14,12,10,,,,,,,,,11/15/2001
"MW02186",8,"MW","MOM","B","SIS","B","SIS","B","BRO","B","BRO","B","SIS","B","BRO","B",,,,,,,,,,,,,"EW",7,40,14,10,13,6,3,15,,,,,,,6/15/2000
"MW02222",8,"MW","MOM","B","CSF","B","DAD","B","SIS","B","SIS","B","BRO","B","BRO","B","SIS","B",,,,,,,,,,,"RRJ",8,29,12,36,6,3,9,11,15,,,,,,9/15/2000
"MW02236",8,"MW","MOM","B","SIS","B","BRO","B","BRO","B","BRO","B","SIS","B","SIS","B","DAD","B",,,,,,,,,,,"TW",8,30,15,13,12,10,9,4,36,,,,,,8/15/2001
"MW02248",8,"MW","MOM","B","SIS","B","DAD","S",,,,,,,,,,,,,,,,,,,,,"LF",7,24,3,52,,,,,,,,,,,7/15/2001
"MW02269",8,"MW","MOM","B","DAD","B","BRO","B","SIS","B","BRO","B","SIS","B",,,,,,,,,,,,,,,"EW",8,29,37,11,9,5,7,,,,,,,,6/15/2000
"MW02275",8,"MW","MOM","B","BRO","B","SIS","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,"PD",7,30,12,10,8,6,,,,,,,,,6/15/2001
"MW02283",8,"MW","MOM","B","DAD","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"FJN",8,39,42,12,,,,,,,,,,,8/15/2001
"MW02311",8,"MW","MOM","B","SIS","B",,,,,,,,,,,,,,,,,,,,,,,"FJN",8,28,3,,,,,,,,,,,,2/15/2001
"MW02339",8,"MW","MOM","B","DAD","S","BRO","B","SIS","B","BRO","B","SIS","B",,,,,,,,,,,,,,,"BSH",8,30,39,9,5,2,1,,,,,,,,12/15/2001
"MW02367",8,"MW","MOM","B","SIS","B","OMA","X",,,,,,,,,,,,,,,,,,,,,"TW",8,33,6,39,,,,,,,,,,,9/15/2001
"MW02378",8,"MW","MOM","B","SIS","B","OMA","X",,,,,,,,,,,,,,,,,,,,,"LF",8,30,12,29,,,,,,,,,,,7/15/2001
"MW02380",8,"MW","MOM","B","DAD","B","SIS","B","SIS","B","BRO","B","BRO","B","SIS","B","SIS","B","OMC","B","SIS","B","BRO","B","OFC","B","OFC","B","EW",8,37,37,18,15,13,11,9,5,4,4,3,1,0,10/15/2001
"MW02400",8,"MW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"EW",8,35,9,,,,,,,,,,,,8/15/2000
"MW02465",8,"MW","MOM","B","SIS","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,"RRJ",8,31,12,10,7,,,,,,,,,,12/15/2001
"MW02476",8,"MW","MOM","B","SIS","B","GMA","B","GPA","B","CSM","B",,,,,,,,,,,,,,,,,"BSH",8,39,0,63,66,12,,,,,,,,,12/15/2001
"MW02482",8,"MW","MOM","B","SIS","B","SIS","B","BRO","B","BRO","B","BRO","B",,,,,,,,,,,,,,,"RRJ",8,33,9,14,3,18,10,,,,,,,,3/15/2002
"MW02531",8,"MW","MOM","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"MSS",8,39,13,21,,,,,,,,,,,8/15/2001
"MW02543",8,"MW","MOM","B","DAD","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,"LF",8,33,32,11,10,,,,,,,,,,5/15/2001
"MW02570",8,"MW","MOM","B","BRO","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,"FJN",8,31,13,9,4,,,,,,,,,,6/15/2001
"MW02588",8,"MW","MOM","B","DAD","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,,,"FJN",8,42,35,5,9,,,,,,,,,,8/15/2000
"MW02592",8,"MW","MOM","B","SIS","B","BRO","B","DAD","B",,,,,,,,,,,,,,,,,,,"FJN",7,44,14,19,44,,,,,,,,,,2/15/2001
"MW02615",8,"MW","MOM","B","SIS","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,"RRJ",8,38,13,16,18,,,,,,,,,,5/15/2001
"MW02642",8,"MW","MOM","B","BRO","B","GMA","B","UNC","B","AUN","B","CSM","B",,,,,,,,,,,,,,,"LF",7,27,9,55,19,24,9,,,,,,,,8/15/2001
"MW02663",8,"MW","MOM","B","SIS","B","BRO","B","GPA","B","GMA","B",,,,,,,,,,,,,,,,,"EW",8,31,9,6,67,66,,,,,,,,,6/15/2000
"MW02674",8,"MW","MOM","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"FJN",7,32,9,11,,,,,,,,,,,10/15/2001
"MW02689",8,"MW","DAD","B","MOM","S",,,,,,,,,,,,,,,,,,,,,,,"FJN",8,46,31,,,,,,,,,,,,12/15/2000
"MW02691",8,"MW","MOM","B","DAD","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,"RRJ",8,33,52,6,5,,,,,,,,,,2/15/2002
"MW02702",8,"MW","MOM","B","BRO","B","BRO","B","DAD","B",,,,,,,,,,,,,,,,,,,"BSH",8,33,10,18,30,,,,,,,,,,6/15/2001
"MW02710",8,"MW","MOM","B","BRO","B","SIS","B","BRO","B","SIS","B",,,,,,,,,,,,,,,,,"EW",8,38,0,5,17,16,,,,,,,,,6/15/2001
"MW02723",8,"MW","MOM","B","BRO","B","SIS","B","SIS","B","BRO","B","SIS","B","BRO","B","SIS","B","OFC","B",,,,,,,,,"EW",7,37,18,16,12,10,6,5,20,3,,,,,2/15/2001
"MW02735",8,"MW","MOM","B","DAD","B","MOM","S","UNC","B","GMA","B","BRO","B",,,,,,,,,,,,,,,"FJN",7,24,25,18,28,54,7,,,,,,,,1/15/2001
"MW02747",8,"MW","MOM","B","BRO","B","BRO","B","DAD","S","BRO","B","BRO","B",,,,,,,,,,,,,,,"RRJ",8,28,3,2,25,13,7,,,,,,,,12/15/2000
"MW02751",8,"MW","DAD","B","BRO","B","BRO","B","BRO","B","BRO","B","BRO","B","MOM","B",,,,,,,,,,,,,"EW",8,32,14,12,11,10,5,32,,,,,,,12/15/2000
"MW02768",8,"MW","MOM","B","SIS","B","BRO","B","SIS","B","SIS","B","BRO","B","SIS","B","BRO","B",,,,,,,,,,,"TW",8,38,21,19,18,14,11,9,7,,,,,,5/15/2002
"MW02779",8,"MW","MOM","B","BRO","B","BRO","B","OMA","X",,,,,,,,,,,,,,,,,,,"TW",8,35,17,16,37,,,,,,,,,,7/15/2001
"MW02784",8,"MW","MOM","B","OFA","U","OMA","U","SIS","B","CSF","B",,,,,,,,,,,,,,,,,"MSS",8,44,47,51,5,31,,,,,,,,,4/15/2002
"MW02796",8,"MW","MOM","B","SIS","B","SIS","B","SIS","B","SIS","B","BRO","B","BRO","B","DAD","B",,,,,,,,,,,"MSS",8,29,10,13,4,3,1,6,33,,,,,,4/15/2002
"MW02804",8,"MW","MOM","B","UNC","B",,,,,,,,,,,,,,,,,,,,,,,"RRJ",8,32,30,,,,,,,,,,,,9/15/2002
"MW02812",8,"MW","MOM","B","BRO","B","DAD","B",,,,,,,,,,,,,,,,,,,,,"RRJ",8,32,11,33,,,,,,,,,,,8/15/2002
"MW02838",8,"MW","GMA","B","GPA","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,"CAK",8,45,59,6,11,,,,,,,,,,9/15/2000
"MW02845",8,"MW","MOM","B","SIS","B","BRO","B","GPA","S",,,,,,,,,,,,,,,,,,,"MSS",8,30,9,13,61,,,,,,,,,,1/15/2002
"MW02853",8,"MW","MOM","B","SIS","B","OFC","U",,,,,,,,,,,,,,,,,,,,,"MSS",8,29,10,11,,,,,,,,,,,1/15/2002
"MW02877",8,"MW","MOM","B","SIS","B","DAD","S","GMA","B","GPA","B","AUN","B","AUN","B","UNC","B","CSM","B","CSM","B",,,,,,,"RRJ",8,26,10,41,43,47,18,12,22,3,2,,,,7/15/2002
"MW02881",8,"MW","MOM","B","OMA","X","BRO","B","SIS","B",,,,,,,,,,,,,,,,,,,"EW",8,31,31,9,11,,,,,,,,,,3/15/2002
"MW02899",8,"MW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"FJN",8,36,9,,,,,,,,,,,,10/15/2001
"MW02905",8,"MW","MOM","B","SIS","B",,,,,,,,,,,,,,,,,,,,,,,"TW",8,41,20,,,,,,,,,,,,4/15/2002
"MW02926",8,"MW","MOM","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"EW",8,33,13,9,,,,,,,,,,,12/15/2001
"MW02932",8,"MW","MOM","B","DAD","B","BRO","B","SIS","B","SIS","B","SIS","B",,,,,,,,,,,,,,,"EW",8,25,26,9,7,6,0,,,,,,,,4/15/2001
"MW02944",8,"MW","MOM","B","DAD","B","BRO","B","SIS","B","SIS","B","SIS","B",,,,,,,,,,,,,,,"BSH",8,26,27,11,9,7,1,,,,,,,,10/15/2002
"MW02959",8,"MW","MOM","B","BRO","B","BRO","B","SIS","B","SIS","B","SIS","B","OFC","B",,,,,,,,,,,,,"RRJ",7,35,14,11,10,7,6,0,,,,,,,6/15/2002
"MW02960",8,"MW","MOM","B","BRO","B","BRO","B","SIS","B","SIS","B","SIS","B","OFC","B",,,,,,,,,,,,,"EW",7,35,14,11,10,7,6,0,,,,,,,8/15/2002
"MW02971",8,"MW","MOM","B","SIS","B",,,,,,,,,,,,,,,,,,,,,,,"RRJ",7,25,2,,,,,,,,,,,,6/15/2001
"MW02987",8,"MW","MOM","B","SIS","B","OMA","X",,,,,,,,,,,,,,,,,,,,,"MSS",7,24,4,20,,,,,,,,,,,8/15/2002
"MW02993",8,"MW","MOM","B","SIS","B","SIS","B","SIS","B","AUN","U","AUN","U","CSM","U","CSM","U","CSF","U","CSM","U","CSM","U",,,,,"MSS",8,31,9,6,0,44,43,17,11,11,4,4,,,5/15/2002
