"id","visit","center","fca2c","fca2d","fca3c","fca3d","fca4c","fca4d","fca5c","fca5d","fca6c","fca6d","fca7c","fca7d","fca8c","fca8d","fca9c","fca9d","fca10c","fca10d","fca11c","fca11d","fca12c","fca12d","fca13c","fca13d","fca14c","fca14d","fca15","fca1b","fca2b","fca3b","fca4b","fca5b","fca6b","fca7b","fca8b","fca9b","fca10b","fca11b","fca12b","fca13b","fca14b","fca16"
"NW32072",8,"NW","MOM","B","DAD","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"DLW",8,38,42,14,,,,,,,,,,,6/15/1998
"NW32086",8,"NW","MOM","B","DAD","S","BRO","B","GMA","S","GPA","S",,,,,,,,,,,,,,,,,"CRH",8,25,30,3,51,49,,,,,,,,,1/15/1999
"NW32094",8,"NW","MOM","B","DAD","S","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",7,30,31,11,3,,,,,,,,,,10/15/1997
"NW32118",8,"NW","MOM","B","DAD","S","SIS","B","SIS","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",8,30,25,7,2,0,,,,,,,,,5/15/1998
"NW32126",8,"NW","MOM","B","DAD","B","SIS","B","BRO","B","BRO","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","SRH",8,43,42,15,13,10,4,,,,,,,,12/15/1999
"NW32132",8,"NW","MOM","B","DAD","S","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",7,31,34,2,4,,,,,,,,,,11/15/1997
"NW32144",8,"NW","GMA","B","GPA","B","DAD","B","BRO","B",,,,,,,,,,,,,,,,,,,"DLW",8,62,67,36,6,,,,,,,,,,1/15/1999
"NW32159",8,"NW","MOM","B","DAD","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","PJV",7,38,37,11,,,,,,,,,,,3/15/1997
"NW32160",8,"NW","MOM","B","DAD","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"DLW",8,28,30,7,,,,,,,,,,,1/15/1999
"NW32171",8,"NW","MOM","B","DAD","S","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",8,27,28,,,,,,,,,,,,10/15/1997
"NW32193",8,"NW","MOM","F","SIS","F","SIS","B","SIS","F",,,,,,,,,,,,,,,,,,,"DLW",8,37,10,9,12,,,,,,,,,,11/15/1998
"NW32200",8,"NW","DAD","B","GPA","B","GMA","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","SRH",8,43,70,65,,,,,,,,,,,10/15/1999
"NW32213",8,"NW","MOM","B","GMA","B","AUN","B","BRO","B","BRO","B","BRO","B","BRO","B",,,,,,,,,,,,,"DLW",8,33,65,86,15,12,9,4,,,,,,,1/15/1999
"NW32221",8,"NW","DAD","B","MOM","S","SIS","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","SRH",8,48,48,10,14,,,,,,,,,,11/15/1999
"NW32249",8,"NW","MOM","A","DAD","A","BRO","A",,,,,,,,,,,,,,,,,,,,,"CRH",8,42,43,16,,,,,,,,,,,8/15/1999
"NW32265",8,"NW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"ACO",8,40,17,,,,,,,,,,,,9/15/1997
"NW32276",8,"NW","DAD","B","BRO","B","BRO","S","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",8,42,11,19,,,,,,,,,,,10/15/1997
"NW32298",8,"NW","MOM","B","DAD","B","BRO","B","BRO","B","BRO","B","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",7,41,42,14,12,10,2,,,,,,,,9/15/1997
"NW32302",8,"NW","MOM","A","DAD","A","BRO","S","SIS","S","BRO","S","OFC","F","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",7,31,36,12,10,8,11,,,,,,,,4/15/1997
"NW32310",8,"NW","GMA","B","GPA","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",7,50,44,,,,,,,,,,,,11/15/1997
"NW32323",8,"NW","MOM","B","DAD","B","BRO","B","SIS","B","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","SRH",8,39,45,15,13,9,,,,,,,,,10/15/1999
"NW32335",8,"NW","MOM","B","DAD","B","SIS","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,"DLW",8,29,28,8,5,11,,,,,,,,,10/15/1998
"NW32347",8,"NW","MOM","S","SIS","B","DAD","B",,,,,,,,,,,,,,,,,,,,,"DLW",8,25,0,29,,,,,,,,,,,1/15/1999
"NW32351",8,"NW","MOM","B","BRO","B","BRO","B","SIS","B","DAD","S",,,,,,,,,,,,,,,,,"AJS",7,33,14,10,4,38,,,,,,,,,2/15/1998
"NW32368",8,"NW","MOM","B","SIS","B","SIS","B","DAD","B",,,,,,,,,,,,,,,,,,,"DLW",8,33,4,6,40,,,,,,,,,,7/15/1999
"NW32379",8,"NW","MOM","B","SIS","B","SIS","B","SIS","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CLL",8,26,6,4,1,,,,,,,,,,2/15/2000
"NW32384",8,"NW","MOM","B","DAD","X","OMC","U",,,,,,,,,,,,,,,,,,,,,"DLW",8,38,30,16,,,,,,,,,,,8/15/1998
"NW32396",8,"NW","MOM","B","SIS","S","BRO","S",,,,,,,,,,,,,,,,,,,,,"DLW",8,37,12,17,,,,,,,,,,,7/15/1999
"NW32412",8,"NW","MOM","B","DAD","S","CSM","B",,,,,,,,,,,,,,,,,,,,,"SRH",7,26,28,10,,,,,,,,,,,12/15/1999
"NW32420",8,"NW","MOM","B","DAD","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"DLW",8,38,38,6,,,,,,,,,,,7/15/1998
"NW32438",8,"NW","GMA","B","GPA","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",7,72,75,,,,,,,,,,,,3/15/1997
"NW32453",8,"NW","MOM","F","BRO","F","BRO","F","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",7,57,10,9,,,,,,,,,,,10/15/1997
"NW32466",8,"NW","MOM","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ELN",7,23,6,2,,,,,,,,,,,2/15/1997
"NW32477",8,"NW","MOM","B","SIS","B","OMA","X",,,,,,,,,,,,,,,,,,,,,"DLW",8,33,11,41,,,,,,,,,,,4/15/1999
"NW32481",8,"NW","GMA","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"DLW",8,48,13,12,,,,,,,,,,,11/15/1998
"NW32499",8,"NW","MOM","B","OMA","X","OMC","U",,,,,,,,,,,,,,,,,,,,,"AJS",8,25,29,2,,,,,,,,,,,6/15/1998
"NW32507",8,"NW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"ACO",7,35,11,,,,,,,,,,,,8/15/1997
"NW32515",8,"NW","MOM","B","GMA","B","SIS","B","OMA","X","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",8,25,55,2,19,,,,,,,,,,3/15/1998
"NW32528",8,"NW","MOM","A","SIS","A","SIS","F","SIS","F","SIS","F",,,,,,,,,,,,,,,,,"DLW",8,64,8,11,7,5,,,,,,,,,8/15/1998
"NW32530",8,"NW","MOM","B","SIS","B","OMA","X",,,,,,,,,,,,,,,,,,,,,"DLW",8,37,11,43,,,,,,,,,,,6/15/1999
"NW32542",8,"NW","MOM","B","DAD","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"CRH",8,31,46,12,,,,,,,,,,,10/15/1998
"NW32556",8,"NW","MOM","A","DAD","A","UNC","A","BRO","F","BRO","F","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","PJV",7,37,38,32,6,5,,,,,,,,,8/15/1997
"NW32563",8,"NW","MOM","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","PJV",7,38,4,10,,,,,,,,,,,8/15/1997
"NW32589",8,"NW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"DLW",8,33,9,,,,,,,,,,,,11/15/1998
"NW32591",8,"NW","MOM","B","SIS","B","BRO","B","DAD","S","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",7,25,6,2,37,,,,,,,,,,11/15/1997
"NW32608",8,"NW","MOM","B","SIS","B","BRO","B","OFC","U","OFA","U","OMA","U","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",7,28,2,10,15,25,30,,,,,,,,10/15/1997
"NW32629",8,"NW","MOM","B","DAD","S","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,"DLW",8,36,34,12,10,,,,,,,,,,5/15/1999
"NW32634",8,"NW","MOM","B","DAD","S","BRO","S","SIS","S","SIS","B",,,,,,,,,,,,,,,,,"CLL",8,27,32,11,9,6,,,,,,,,,1/15/2000
"NW32641",8,"NW","MOM","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",8,33,11,,,,,,,,,,,,2/15/1998
"NW32662",8,"NW","MOM","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",8,28,3,,,,,,,,,,,,8/15/1997
"NW32673",8,"NW","MOM","B","DAD","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"ACO",7,31,29,5,,,,,,,,,,,9/15/1997
"NW32685",8,"NW","AUN","B","UNC","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"SRH",8,34,35,5,,,,,,,,,,,10/15/1999
"NW32701",8,"NW","MOM","B","DAD","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ACO",7,37,37,10,,,,,,,,,,,10/15/1997
"NW32722",8,"NW","MOM","B","DAD","B","BRO","U","SIS","B","BRO","B",,,,,,,,,,,,,,,,,"CLL",8,32,35,14,11,11,,,,,,,,,4/15/2000
"NW32736",8,"NW","MOM","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"SRH",7,38,14,10,,,,,,,,,,,3/15/2000
"NW32748",8,"NW","MOM","B","DAD","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",7,44,47,,,,,,,,,,,,12/15/1997
"NW32750",8,"NW","MOM","B","OMA","X","OFA","U",,"=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","SRH",8,24,50,86,,,,,,,,,,,10/15/1999
"NW32769",8,"NW","MOM","B","DAD","B","SIS","B","BRO","B","SIS","B","SIS","B",,,,,,,,,,,,,,,"DLW",8,30,30,12,9,5,2,,,,,,,,6/15/1998
"NW32775",8,"NW","DAD","B","SIS","B","BRO","B","DAD","B",,,,,,,,,,,,,,,,,,,"CLL",8,35,14,11,35,,,,,,,,,,1/15/2000
"NW32783",8,"NW","DAD","B",,,,,,,,,,,,,,,,,,,,,,,,,"DLW",8,53,,,,,,,,,,,,,9/15/1998
"NW32797",8,"NW","MOM","B","DAD","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"DLW",8,31,41,3,,,,,,,,,,,4/15/1999
"NW32803",8,"NW","MOM","B","SIS","B",,,,,,,,,,,,,,,,,,,,,,,"SRH",7,36,9,,,,,,,,,,,,4/15/2000
"NW32811",8,"NW","MOM","B","BRO","B","BRO","B","DAD","U",,,,,,,,,,,,,,,,,,,"SRH",7,22,1,1,43,,,,,,,,,,3/15/2000
"NW32824",8,"NW","MOM","B","DAD","X","SIS","B","OMA","U",,,,,,,,,,,,,,,,,,,"SRH",8,46,49,22,32,,,,,,,,,,6/15/2000
"NW32839",8,"NW","DAD","B","MOM","S","SIS","S","BRO","S","SIS","B","BRO","S","SIS","S","BRO","B",,,,,,,,,,,"CLL",8,44,35,16,14,12,9,6,2,,,,,,4/15/2000
"NW32846",8,"NW","MOM","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","AJS",7,33,,,,,,,,,,,,,8/15/1997
"NW32867",8,"NW","MOM","B","BRO","B","CSM","B",,,,,,,,,,,,,,,,,,,,,"DLW",8,42,18,17,,,,,,,,,,,5/15/1999
"NW32878",8,"NW","DAD","B","MOM","S","SIS","S","SIS","S","BRO","S","BRO","S","SIS","S",,,,,,,,,,,,,"SRH",7,44,36,15,14,13,9,7,,,,,,,6/15/2000
"NW32895",8,"NW","MOM","B","BRO","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"DLW",8,40,12,6,,,,,,,,,,,3/15/1999
"NW32906",8,"NW","MOM","B","BRO","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"SRH",8,37,16,13,,,,,,,,,,,10/15/1999
"NW32919",8,"NW","MOM","B","DAD","S","SIS","B","SIS","A","GPA","S","GMA","B","AUN","B","OMA","U",,,,,,,,,,,"DLW",8,29,47,12,14,78,51,20,35,,,,,,8/15/1998
"NW32927",8,"NW","GMA","B","GPA","B",,,,,,,,,,,,,,,,,,,,,,,"AJS",8,45,44,,,,,,,,,,,,4/15/1999
"NW32931",8,"NW","GMA","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"CLL",8,54,4,4,,,,,,,,,,,7/15/2000
"NW32943",8,"NW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"CLL",8,29,6,,,,,,,,,,,,5/15/2000
"NW32955",8,"NW","MOM","B","GMA","B","DAD","B","BRO","B","AUN","B","AUN","B","UNC","B","AUN","B","BRO","B","===","=","===","=","===","=","===","=","SRH",7,38,70,43,20,45,44,40,41,10,,,,,11/15/1999
"NW32964",8,"NW","MOM","B","BRO","B",,,,,,,,,,,,,,,,,,,,,,,"CLL",7,25,4,,,,,,,,,,,,4/15/2000
"NW32970",8,"NW","MOM","B","BRO","B","OMA","X",,,,,,,,,,,,,,,,,,,,,"DLW",8,34,15,29,,,,,,,,,,,4/15/1999
"NW32988",8,"NW","GMA","S","GPA","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","SRH",8,67,56,11,,,,,,,,,,,11/15/1999
"NW33006",8,"NW","MOM","B","SIS","B","BRO","B","CSM","B","DAD","X","===","=","===","=","===","=","===","=",,,,,,,,,"SRH",8,26,8,5,14,26,,,,,,,,,7/15/2000
"NW33019",8,"NW","MOM","S","DAD","B","BRO","S","BRO","B","BRO","B","BRO","B",,,,,,,,,,,,,,,"DLW",8,27,33,9,4,4,0,,,,,,,,12/15/1998
"NW33027",8,"NW","DAD","B","MOM","S","BRO","S","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CLL",8,45,39,13,1,,,,,,,,,,2/15/2000
"NW33031",8,"NW","MOM","B","DAD","B","SIS","B","SIS","B","OMA","U","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","SRH",8,28,38,18,12,26,,,,,,,,,11/15/1999
"NW33043",8,"NW","MOM","B","DAD","S","SIS","B",,,,,,,,,,,,,,,,,,,,,"CRH",8,23,29,4,,,,,,,,,,,9/15/1999
"NW33055",8,"NW","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CA",,,,,,,,,,,,,,,10/15/1998
"NW33064",8,"NW","DAD","B","SIS","U","BRO","B","BRO","U","BRO","U","MOM","X",,,,,,,,,,,,,,,"DLW",8,30,7,9,9,10,30,,,,,,,,3/15/1999
"NW33070",8,"NW","MOM","B","OMA","X","BRO","B","BRO","B","BRO","B",,,,,,,,,,,,,,,,,"DLW",8,29,25,14,4,0,,,,,,,,,7/15/1999
"NW33088",8,"NW","MOM","F","SIS","F","SIS","F","DAD","F",,,,,,,,,,,,,,,,,,,"DLW",8,60,7,11,70,,,,,,,,,,7/15/1998
"NW33092",8,"NW","MOM","B","BRO","B","BRO","B","SIS","B","OMA","X",,,,,,,,,,,,,,,,,"CRH",8,24,6,2,3,34,,,,,,,,,8/15/1999
"NW33115",8,"NW","MOM","B","DAD","B","SIS","B","BRO","B","BRO","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","SRH",8,44,36,13,12,9,,,,,,,,,4/15/2000
"NW33128",8,"NW","CSF","U","CSM","B","CSF","B","CSF","B","CSF","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","CLL",8,30,31,5,3,3,,,,,,,,,2/15/2000
"NW33130",8,"NW","MOM","B","SIS","B","OMC","B","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","===","=","SRH",8,45,21,3,,,,,,,,,,,11/15/1999
"NW33468",8,"NW","MOM","A","DAD","A","BRO","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,"BBW",8,34,36,11,9,4,,,,,,,,,5/15/2000
"NW34489",8,"NW","MOM","B","DAD","S","SIS","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,"SRH",8,28,32,4,3,0,,,,,,,,,3/15/2000
"NW34504",8,"NW","MOM","B","BRO","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,"DLW",8,41,15,13,17,,,,,,,,,,7/15/1998
"SO10016",8,"SO","MOM","B","BRO","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DL",8,27,5,27,,,,,,,,,,,4/15/1995
"SO10029",8,"SO","MOM","B","SIS","B","SIS","B","GPA","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DL",8,28,10,7,59,,,,,,,,,,5/15/1995
"SO10034",8,"SO","MOM","B","DAD","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"DL",8,25,26,3,,,,,,,,,,,1/15/1995
"SO10041",8,"SO","MOM","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DL",8,41,13,,,,,,,,,,,,3/15/1995
"SO10117",8,"SO","MOM","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,37,42,,,,,,,,,,,,3/15/1995
"SO10125",8,"SO","MOM","B","SIS","B","SIS","B","SIS","B","OMC","B",,,,,,,,,,,,,,,,,"TBL",8,40,9,11,19,1,,,,,,,,,1/15/1995
"SO10133",8,"SO","GMA","B","CSM","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"TBL",8,50,13,4,,,,,,,,,,,1/15/1995
"SO10140",8,"SO","MOM","B","BRO","B","SIS","B","SIS","B","SIS","B","SIS","B","BRO","B","BRO","B","CSF","B",,,,,,,,,"TBL",8,28,11,9,7,5,4,1,1,30,,,,,2/15/1995
"SO10158",8,"SO","MOM","B","DAD","B",,,,,,,,,,,,,,,,,,,,,,,"TBL",8,29,34,,,,,,,,,,,,1/15/1995
"SO10186",8,"SO","MOM","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,25,,,,,,,,,,,,,4/15/1995
"SO10194",8,"SO","MOM","U","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",9,38,,,,,,,,,,,,,10/15/1995
"SO10222",8,"SO","MOM","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,34,12,,,,,,,,,,,,3/15/1995
"SO10236",8,"SO","MOM","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,30,31,,,,,,,,,,,,4/15/1995
"SO10248",8,"SO","MOM","A","DAD","A",,,,,,,,,,,,,,,,,,,,,,,"MCP",8,51,46,,,,,,,,,,,,1/15/1995
"SO10250",8,"SO","DAD","B","GMA","B","GPA","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,28,60,63,,,,,,,,,,,3/15/1995
"SO10275",8,"SO","MOM","B",,,,,,,,,,,,,,,,,,,,,,,,,"GSL",8,38,,,,,,,,,,,,,1/15/1995
"SO10303",8,"SO","MOM","B","BRO","B","OMA","X","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","GSL",8,25,2,21,,,,,,,,,,,3/15/1995
"SO10311",8,"SO","MOM","B","SIS","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,"GSL",8,22,7,5,3,,,,,,,,,,1/15/1995
"SO10324",8,"SO","MOM","B","DAD","B",,,,,,,,,,,,,,,,,,,,,,,"GSL",8,31,29,,,,,,,,,,,,2/15/1995
"SO10339",8,"SO","GMA","B","UNC","B","BRO","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,"TBL",8,46,16,6,4,3,,,,,,,,,3/15/1995
"SO10346",8,"SO","MOM","B","BRO","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","GSL",8,24,6,1,,,,,,,,,,,6/15/1995
"SO10378",8,"SO","MOM","B","DAD","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,"LP",9,30,30,9,4,,,,,,,,,,3/15/1995
"SO10380",8,"SO","MOM","B","DAD","S","SIS","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DL",8,24,25,3,0,,,,,,,,,,3/15/1995
"SO10395",8,"SO","GMA","B","GPA","B","UNC","B","BRO","B","SIS","B",,,,,,,,,,,,,,,,,"LTP",8,44,38,22,9,6,,,,,,,,,3/15/1995
"SO10400",8,"SO","MOM","B",,,,,,,,,,,,,,,,,,,,,,,,,"BBN",8,30,,,,,,,,,,,,,2/15/1995
"SO10413",8,"SO","MOM","B","BRO","B","OMA","X",,,,,"---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,30,9,25,,,,,,,,,,,2/15/1995
"SO10437",8,"SO","MOM","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"DMP",8,23,6,7,,,,,,,,,,,1/15/1995
"SO10449",8,"SO","MOM","B","SIS","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,"LTP",8,31,13,6,5,,,,,,,,,,1/15/1995
"SO10454",8,"SO","MOM","B","DAD","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"LTP",8,28,29,10,,,,,,,,,,,1/15/1995
"SO10465",8,"SO","MOM","B","BRO","B","SIS","B","BRO","B","GPA","B","UNC","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DMP",8,33,7,5,3,62,30,,,,,,,,1/15/1995
"SO10476",8,"SO","MOM","B","BRO","B","GMA","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DMP",8,26,5,51,,,,,,,,,,,1/15/1995
"SO10482",8,"SO","MOM","B","SIS","B","BRO","B",,,,,,,,,,,,,,,,,,,,,"DMP",8,33,8,4,,,,,,,,,,,1/15/1995
"SO10519",8,"SO","AUN","B","MOM","B","SIS","B","SIS","B","BRO","B","BRO","B","AUN","B","---","-","---","-","---","-","---","-","---","-","---","-","DP",8,32,24,6,4,2,3,48,,,,,,,5/15/1995
"SO10527",8,"SO","MOM","B","DAD","S","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,24,21,3,,,,,,,,,,,1/15/1995
"SO10531",8,"SO","MOM","B","SIS","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",9,29,9,5,,,,,,,,,,,2/15/1995
"SO10543",8,"SO","MOM","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,34,14,,,,,,,,,,,,1/15/1995
"SO10564",8,"SO","MOM","B","SIS","B","SIS","B",,,,,,,,,,,,,,,,,,,,,"ABW",8,27,6,2,,,,,,,,,,,3/15/1995
"SO10570",8,"SO","MOM","B","BRO","B","SIS","B","OMA","X","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,31,12,11,36,,,,,,,,,,12/15/1994
"SO10588",8,"SO","GMA","B","BRO","B","CSM","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","TBL",8,40,10,5,,,,,,,,,,,1/15/1995
"SO10607",8,"SO","MOM","B","SIS","B","CSF","B","CSF","B",,,,,,,,,,,,,,,,,,,"BBN",8,34,5,1,1,,,,,,,,,,3/15/1995
"SO10615",8,"SO","MOM","B","AUN","B","AUN","B","UNC","B","AUN","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBW",8,25,14,11,10,17,2,,,,,,,,12/15/1994
"SO10628",8,"SO","MOM","B","BRO","B","BRO","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,28,7,4,29,,,,,,,,,,1/15/1995
"SO10630",8,"SO","MOM","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,32,5,,,,,,,,,,,,12/15/1994
"SO10642",8,"SO","MOM","B","BRO","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,30,10,7,,,,,,,,,,,1/15/1995
"SO10656",8,"SO","MOM","B","DAD","B","SIS","B","SIS","B","CSF","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,35,37,15,12,1,,,,,,,,,1/15/1995
"SO10674",8,"SO","MOM","B","BRO","B","SIS","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,41,15,15,3,,,,,,,,,,2/15/1995
"SO10702",8,"SO","MOM","B","GMA","B","SIS","B","BRO","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","BBN",8,28,62,10,6,,,,,,,,,,3/15/1995
"SO10723",8,"SO","DAD","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,31,10,,,,,,,,,,,,2/15/1995
"SO10735",8,"SO","MOM","B",,,,,,,,,,,,,,,,,,,,,,,,,"DL",8,30,,,,,,,,,,,,,8/15/1995
"SO10747",8,"SO","AUN","B","SIS","B","SIS","B","UNC","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DL",8,47,10,12,48,,,,,,,,,,5/15/1995
"SO10779",8,"SO","MOM","B","DAD","B","SIS","B","SIS","B","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","GSL",8,22,28,6,3,1,,,,,,,,,1/15/1995
"SO10784",8,"SO","GMA","B","GPA","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","DL",8,51,54,28,,,,,,,,,,,2/15/1995
"SO10796",8,"SO","MOM","B","BRO","B","DAD","B",,,,,,,,,,,,,,,,,,,,,"BBN",8,39,8,37,,,,,,,,,,,1/15/1995
"SO10804",8,"SO","GMA","B","GMA","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","MPC",8,47,70,,,,,,,,,,,,4/15/1995
"SO10812",8,"SO","MOM","F","SIS","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",9,63,12,,,,,,,,,,,,1/15/1995
"SO10820",8,"SO","MOM","B","BRO","B","DAD","B","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","---","-","ABW",8,35,15,37,,,,,,,,,,,12/15/1994
