"center","id","visit","YSCA1A","YSCA1B","YSCA1C","YSCA2A","YSCA2B","YSCA2C","YSCA9","YSCA1","YSCA1A1","YSCA1A2","YSCA1B0","YSCA1B1","YSCA1B2","YSCA1C0","YSCA1C1","YSCA1C2","YSCA2","YSCA2A1","YSCA2A2","YSCA2B0","YSCA2B1","YSCA2B2","YSCA2C0","YSCA2C1","YSCA2C2","YSCA3","YSCA3A1","YSCA3B0","YSCA3B1","YSCA3C0","YSCA3C1","YSCA4","YSCA4A1","YSCA4B0","YSCA4B1","YSCA4C0","YSCA4C1","YSCA5A","YSCA5B","YSCA6A","YSCA6B","YSCA6C","YSCA6D","YSCA7A","YSCA8A","YSCA8B","YSCA8C","YSCA8D","YSCA8E","YSCA8F","YSCA8G","YSCA10"
"EA","EA41178",18,"FOOTBALL","BASKETBALL",,"VIDEO GAMES",,,"LHM",1,1,1,1,1,1,0,,,1,0,1,0,,,,,,0,,,,,,1,2,0,,,,3,2,2,1,2,2,0,,,,,,,,5/15/2009
"EA","EA41195",12,"BASEBALL",,,"VIDEO GAMES",,,"SCH",1,1,2,0,,,,,,1,1,2,0,,,,,,0,,,,,,0,,,,,,3,2,1,2,2,1,1,2,2,2,1,9,,,6/15/2003
"EA","EA41195",18,"FOOTBALL",,,"VIDEO GAMES",,,"MJM",1,1,1,0,,,,,,1,2,2,0,,,,,,0,,,,,,0,,,,,,2,0,1,2,0,2,0,,,,,,,,2/15/2010
"EA","EA41207",12,"SOCCER","FOOTBALL",,"PLAYING PLAYSTATION VIDEO GAMES",,,"DKV",1,1,2,1,1,0,0,,,1,1,0,0,,,,,,0,,,,,,1,0,0,,,,3,0,0,1,2,2,1,3,2,1,2,2,9,,11/15/2002
"EA","EA41207",18,"SOCCER",,,"LISTENING TO COUNTRY MUSIC",,,"LHM",1,2,1,0,,,,,,1,1,1,0,,,,,,0,,,,,,1,1,0,,,,2,1,2,1,2,1,1,3,3,3,9,3,2,9,10/15/2008
"EA","EA41242",12,,,,"SKATING",,,"SCH",0,,,,,,,,,1,2,2,0,,,,,,0,,,,,,1,2,1,2,1,2,3,2,1,1,2,2,1,3,1,3,2,,,,12/15/2002
"EA","EA41242",18,,,,,,,"LHM",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,2,1,2,0,,1,1,2,2,2,2,0,,,,,,,,10/15/2008
"EA","EA41274",12,"FOOTBALL","BASKETBALL","SOCCER","PLAYING DRUMS","COLOR","READING ABOUT ANIMALS","SCH",1,2,2,1,1,2,1,0,1,1,1,1,1,0,2,1,2,1,1,2,1,2,0,,1,1,1,2,0,,3,2,1,2,2,2,1,3,2,3,3,,,,1/15/2002
"EA","EA41274",18,"SWIMMING","BASKETBALL","FOOTBALL","PLAYING CARDS","PLAY BOARD GAMES","HELPING PEOPLE","MJM",1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,2,0,,,,,,1,1,1,2,1,1,3,1,2,1,2,1,0,,,,,,,,6/15/2008
"EA","EA41289",12,"FOOTBALL","SOCCER",,"BOARD GAMES","VIDEO GAMES",,"DKV",1,2,1,1,0,2,0,,,1,0,2,1,2,2,0,,,0,,,,,,1,1,1,1,0,,3,2,0,1,1,2,1,2,1,3,2,9,,,1/15/2003
"EA","EA41289",18,"FOOTBALL","BASKETBALL",,"PLAYING CARDS","VIDEO GAMES",,"LHM",1,1,2,1,0,0,0,,,1,1,1,1,2,2,0,,,1,2,1,2,0,,1,2,1,2,0,,1,2,2,2,2,2,1,3,1,2,2,1,9,,4/15/2009
"EA","EA41325",12,"FOOTBALL","BASKETBALL",,"PLAYING CARDS","VIDEO GAMES",,"DKV",1,1,2,1,0,1,0,,,1,0,2,1,1,2,0,,,0,,,,,,1,2,1,1,0,,2,1,1,1,2,1,1,2,3,3,3,3,,,11/15/2002
"EA","EA41325",18,"LACROSSE","SKATING",,"PLAYING THE GAME","SWIMMING",,"MJM",1,1,2,1,2,2,0,,,1,1,1,1,1,2,0,,,1,2,0,,,,1,1,0,,,,2,1,2,1,2,2,1,2,3,3,2,2,2,9,6/15/2008
"EA","EA41333",12,"FOOTBALL","BASEBALL","BASKETBALL","PLAYSTATION 2",,,"SCH",1,2,2,1,2,1,1,2,1,1,0,0,0,,,,,,0,,,,,,1,2,1,1,1,1,2,2,2,1,2,1,1,3,2,2,3,3,,,11/15/2002
"EA","EA41333",18,"FOOTBALL",,,,,,"MJM",1,2,2,0,,,,,,0,,,,,,,,,0,,,,,,1,1,0,,,,2,2,2,2,2,2,0,,,,,,,,6/15/2009
"EA","EA41361",12,"TRACK AND FIELD","FOOTBALL",,"WRITING",,,"RLZ",1,1,1,1,1,1,0,,,1,2,2,0,,,,,,1,1,0,,,,1,1,0,,,,3,2,1,2,1,1,1,3,3,2,3,9,,,2/15/2003
"EA","EA41361",18,"FOOTBALL","HOCKEY",,"PLAYING VIDEO GAMES","READING",,"LHM",1,1,1,1,1,1,0,,,1,0,2,1,2,2,0,,,1,1,1,2,1,1,1,2,0,,,,3,2,1,2,1,2,1,3,2,9,9,3,3,9,12/15/2008
"EA","EA41372",12,"FOOTBALL","BASEEBALL",,"DRAWING",,,"RLZ",1,2,1,1,1,1,0,,,1,2,2,0,,,,,,0,,,,,,1,1,0,,,,1,1,1,2,2,2,1,2,2,3,3,2,3,9,4/15/2003
"EA","EA41372",18,"RUGBY","WRESTLING","BASKETBALL","PLAY PIANO","ART DRAWING","READING","MJM",1,1,1,1,2,2,1,0,1,1,1,1,1,2,2,1,2,1,1,2,0,,,,1,2,1,2,0,,2,2,2,2,2,2,1,2,3,2,2,3,3,9,10/15/2008
"EA","EA41386",12,"FOOTBALL","BASEBALL","TENNIS","PLAYING VIDEO GAMES",,,"DKV",1,2,1,1,1,2,1,0,2,1,2,2,0,,,,,,0,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,1,3,3,3,3,9,,,9/15/2002
"EA","EA41386",18,"SWIMMING","FOOTBALL",,"PLAY CARDS","TELLING JOKES",,"MJM",1,0,1,1,2,1,0,,,1,2,2,1,1,2,0,,,0,,,,,,1,2,1,0,1,2,3,2,1,1,2,2,1,9,9,3,9,3,9,,8/15/2008
"EA","EA41394",12,"FOOTBALL","BASKETBALL","KICK BALL","SHOPPING","PLAYSTATION","DANCE","SCH",1,0,2,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,0,,,,,,1,1,1,1,1,2,3,2,9,2,2,2,1,2,9,2,9,3,9,,6/15/2003
"EA","EA41394",18,,,,"SHOPPING",,,"MJM",0,,,,,,,,,1,1,1,0,,,,,,0,,,,,,1,2,0,,,,3,2,9,2,2,2,1,2,2,2,2,9,,,6/15/2009
"EA","EA41419",18,"SKATING",,,,,,"MJM",1,0,2,0,,,,,,0,,,,,,,,,0,,,,,,1,1,0,,,,3,1,2,2,2,1,0,,,,,,,,10/15/2009
"EA","EA41427",12,"BASKETBALL","FOOTBALL",,"VIDEO GAMES",,,"SCH",1,2,2,1,1,1,0,,,1,2,1,0,,,,,,0,,,,,,1,1,1,1,1,1,0,0,1,1,1,2,1,3,3,3,2,3,,,10/15/2004
"EA","EA41431",18,,,,"TAKE PICTURES","SHOPPING",,"MJM",0,,,,,,,,,1,1,2,1,0,0,0,,,0,,,,,,1,2,1,2,0,,3,2,1,1,2,2,0,,,,,,,,8/15/2008
"EA","EA41443",12,"FOOTBALLL","BASEBALL","BASKETBALL","PLATSTATION 2","READING > COMIC BOOKS > CAPTAIN AMERICA",,"AMG",1,1,1,1,0,1,1,1,1,1,2,2,1,1,2,0,,,1,2,0,,,,1,0,1,1,0,,1,0,1,1,2,1,1,2,2,2,2,9,,,3/15/2003
"EA","EA41443",18,"FOOTBALL","BASKETBALL",,"VIDEO GAMES",,,"LHM",1,2,2,1,1,1,0,,,1,0,2,0,,,,,,1,2,0,,,,0,,,,,,3,2,2,1,2,2,1,3,9,2,2,3,9,,2/15/2009
"EA","EA41455",18,"FOOTBALL","TRACK","SWIMMING","BOOKS",,,"LHM",1,1,1,1,1,1,1,2,1,1,2,2,0,,,,,,0,,,,,,1,2,1,1,0,,2,1,2,1,1,2,1,3,2,2,2,2,2,2,3/15/2009
"EA","EA43011",12,,,,"PLAY PLAYSTATION","DRAW PICTURES",,"KYR",0,,,,,,,,,1,0,1,1,0,1,0,,,1,1,0,,,,1,2,1,2,1,2,1,2,0,1,2,1,1,2,2,3,2,2,9,,9/15/2001
"EA","EA43011",18,,,,"OING TO THE MOVIES",,,"LHM",0,,,,,,,,,1,0,0,0,,,,,,0,,,,,,1,2,1,2,0,,2,0,9,1,2,2,0,,,,,,,,3/15/2009
"EA","EA43024",12,"FOOTBALL",,,"VIDEOGAMES","MUSIC PLAYING INSTRUMENTS",,"SCH",1,0,0,0,,,,,,1,2,2,1,1,1,0,,,1,1,0,,,,0,,,,,,3,2,9,1,1,2,1,2,2,3,2,0,,,8/15/2001
"EA","EA43024",18,,,,"MUSIC",,,"NDJ",0,,,,,,,,,1,2,2,0,,,,,,1,2,0,,,,0,,,,,,2,1,9,2,2,2,1,2,2,9,2,,,,9/15/2007
"EA","EA43039",12,"SOCCER","STREET FOOTBALL",,"MATH","VIDEO GAMES","TUTORING LITTLE BOY DOWN THE BLOCK","AMG",1,2,1,1,2,2,0,,,1,2,2,1,2,2,1,2,2,1,1,0,,,,1,1,1,1,1,2,2,1,2,2,1,2,1,3,3,3,3,,,,2/15/2003
"EA","EA43039",18,"BASKETBALL","CROSS COUNTRY","BATMITTEN","FOOTBALL",,,"M S",1,2,1,1,2,2,1,1,1,1,2,2,0,,,,,,1,2,1,2,1,1,1,2,1,2,0,,3,2,2,1,2,2,0,,,,,,,,6/15/2008
"EA","EA43052",12,"BASKETBALL","SWIMMING",,"PIANO","SINGING",,"KRW",1,0,0,1,1,1,0,,,1,0,1,1,2,2,0,,,1,2,0,,,,1,2,1,0,1,1,3,0,1,2,2,2,1,3,3,2,3,9,,,7/15/2000
"EA","EA43052",18,"BASKETBALL",,,"MARCHING BAND",,,"MSL",1,0,0,0,,,,,,1,1,2,0,,,,,,0,,,,,,1,2,0,,,,3,2,2,1,2,2,1,2,3,9,3,3,9,,1/15/2006
"EA","EA43067",12,"FOOTBALL",,,"COLLECT MATCHBOX CARS","BUILD MODEL CARS",,"SCH",1,1,1,0,,,,,,1,2,2,1,2,1,0,,,0,,,,,,1,1,1,1,0,,3,1,1,1,1,2,1,3,2,2,2,3,0,,7/15/2002
"EA","EA43067",18,"FOOTBALL",,,"CARS",,,"MJM",1,1,2,0,,,,,,1,2,2,0,,,,,,0,,,,,,1,1,0,,,,2,1,2,2,1,2,0,,,,,,,,7/15/2008
"EA","EA43078",12,"BASKETBALL","FOOTBALL",,"ROLLERBLADING",,,"DKV",1,1,1,1,0,0,0,,,1,1,2,0,,,,,,1,1,0,,,,1,0,1,2,0,,3,2,2,1,2,1,1,3,3,3,3,3,9,,9/15/2001
"EA","EA43078",18,,,,"PLAYING CARDS",,,"MJM",0,,,,,,,,,1,0,2,0,,,,,,0,,,,,,1,2,1,2,0,,2,1,0,0,0,2,0,,,,,,,,2/15/2009
"EA","EA43095",12,"SWIMMING","BIKE RIDING",,"PLAY WITH BARBIES","VIDEO GAMES",,"SCH",1,2,0,1,2,2,0,,,1,2,2,1,2,2,0,,,0,,,,,,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,,,,5/15/2001
"EA","EA43095",18,,,,"GAMES",,,"NDJ",0,,,,,,,,,1,1,1,0,,,,,,0,,,,,,1,1,0,,,,2,1,2,1,2,2,1,2,2,0,2,9,,,7/15/2007
"EA","EA43112",12,"BASKETBALL","BASEBALL",,,,,"DKV",1,0,2,1,1,2,0,,,0,,,,,,,,,0,,,,,,1,2,0,,,,3,0,2,1,2,2,1,3,3,3,3,0,,,8/15/2001
"EA","EA43138",12,"BASEBALL","KICKBALL",,"COLLECT BARBIE DOLLS",,,"KYR",1,0,1,1,1,1,0,,,1,2,2,0,,,,,,0,,,,,,1,1,1,1,1,1,0,0,1,1,1,0,1,2,1,2,2,9,,,6/15/2001
"EA","EA43138",18,"BASEBALL",,,"KNITTING",,,"JWW",1,1,1,0,,,,,,1,2,1,0,,,,,,0,,,,,,1,1,1,1,0,,0,0,2,2,2,1,1,3,3,3,3,3,3,,4/15/2006
"EA","EA43145",12,"BIKE RIDING",,,,,,"SCH",1,2,1,0,,,,,,0,,,,,,,,,0,,,,,,1,1,0,,,,2,1,1,2,2,2,1,1,2,3,3,3,9,,9/15/2000
"EA","EA43145",18,,,,"1",,,"LHM",0,,,,,,,,,1,1,1,0,,,,,,0,,,,,,1,2,0,,,,2,2,1,2,2,2,0,,,,,,,,1/15/2007
"EA","EA43153",12,"BASKETBALL","FOOTBALL","GYMNASTICS","PLAY VIDEO GAMES","LIKE TO DRAW","RUNNING TRACK","DKV",1,1,1,1,2,2,1,2,2,1,1,2,1,0,2,1,1,2,0,,,,,,1,2,1,2,1,2,2,2,2,0,2,2,1,2,2,1,2,2,9,,12/15/2001
"EA","EA43153",18,"BASKETBALL","SWIMMING","FOOTBALL","PLAYING GAMES (SCRABBLE)",,,"APB",1,1,2,1,2,1,1,1,1,1,1,1,0,,,,,,1,0,0,,,,1,2,0,,,,3,1,2,2,2,2,0,,,,,,,,7/15/2009
"EA","EA43166",12,"FOOTBALL","BASKETBALL",,"PLAYING VIDEO GAMES","GOING TO THE MALL",,"DKV",1,2,1,1,1,1,0,,,1,2,1,1,1,1,0,,,0,,,,,,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,3,9,,3/15/2002
"EA","EA43166",18,"FOOTBALL",,,"VIDEO GAMES, CARDS",,,"NDJ",1,0,1,0,,,,,,1,1,1,0,,,,,,0,,,,,,1,2,0,,,,3,2,9,1,1,2,1,3,2,1,3,9,,,6/15/2007
"EA","EA43177",18,"BASKETBALL","BASEBALL","FOOTBALL","VIDEO GAMES",,,"MJM",1,1,2,1,0,1,1,2,2,1,1,1,0,,,,,,0,,,,,,0,,,,,,3,2,2,2,2,2,1,2,2,3,9,2,9,,1/15/2009
"EA","EA43181",12,"FOOTBALL",,,"VIDEO",,,"SCH",1,1,2,0,,,,,,1,1,1,0,,,,,,1,0,0,,,,1,2,1,1,0,,3,2,2,1,2,2,1,2,2,2,3,,,,1/15/2003
"EA","EA43181",18,"FOOTBALL","TRACK",,,,,"M S",1,2,2,1,1,1,0,,,0,,,,,,,,,0,,,,,,0,,,,,,3,2,1,1,2,1,1,2,3,2,3,2,9,,6/15/2008
"EA","EA43206",18,"BASKETBALL",,,"PHONE","MALL","DRIVING","MJM",1,1,1,0,,,,,,1,2,2,1,2,2,1,1,1,0,,,,,,1,1,0,,,,2,1,2,1,1,2,0,,,,,,,,10/15/2008
"EA","EA43231",18,"BOWLING","WALKING",,"MAKE COLLAGES","SURFING THE INTERNET",,"APB",1,0,1,1,1,1,0,,,1,1,1,1,2,2,0,,,0,,,,,,1,2,0,,,,0,0,2,1,1,2,0,,,,,,,,8/15/2009
"EA","EA43255",12,"BASKETBALL","BASEBALL","FOOTBALL","WRESTLING-WATCH ON TV","COLLECT POKEMON CARDS",,"KRW",1,1,1,1,0,2,1,0,0,1,2,2,1,0,0,0,,,0,,,,,,1,0,1,1,0,,3,2,1,2,1,1,1,2,2,3,1,9,,,2/15/2000
"EA","EA43255",18,"BASEBALL","FOOTBALL","BASKETBALL",,,,"MSL",1,0,1,1,1,1,1,2,2,0,,,,,,,,,1,1,0,,,,1,1,0,,,,3,2,2,2,1,1,0,,,,,,,,12/15/2005
"EA","EA43264",12,"BASKETBALL","FOOTBALL","BASEBALL","PLAYSTATION, NINTENDO",,,"SCH",1,1,1,1,1,2,1,0,1,1,1,2,0,,,,,,1,2,1,2,0,,1,1,1,2,0,,3,2,2,2,2,2,1,2,2,3,3,,,,10/15/2001
"EA","EA43270",12,"FOOTBALL","BASKETBALL","VOLLEYBALL","RIDING MY BIKE","PLAYING VIDEO GAMES",,"DKV",1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,0,,,0,,,,,,1,2,1,2,0,,1,2,2,2,1,2,1,3,3,3,3,3,9,,2/15/2002
"EA","EA43270",18,"FOOTBALL","BASKETBALL","WRESTLING","POETRY",,,"MJM",1,1,2,1,1,1,1,0,2,1,2,2,0,,,,,,0,,,,,,1,2,0,,,,2,2,2,2,1,2,1,9,9,1,9,2,3,9,8/15/2008
"EA","EA43292",18,"FOOTBALL","BASKETBALL",,"VIDEO GAMES","TRAINING PETS",,"MJM",1,1,1,1,0,1,0,,,1,2,2,1,1,1,0,,,0,,,,,,1,1,1,2,1,1,3,2,2,1,1,2,0,,,,,,,,1/15/2009
"EA","EA43334",12,"BASEBALL",,,"BOWLING","ROLLER SKATING",,"KRW",1,0,1,0,,,,,,1,0,0,1,1,2,0,,,0,,,,,,1,0,1,1,1,0,3,0,1,1,2,2,1,2,2,3,3,9,,,5/15/2000
"EA","EA43334",18,"VOLLEYBALL","SOFTBALL","BASKETBALL","DANCING",,,"JWW",1,1,1,1,2,2,1,1,1,1,2,2,0,,,,,,1,2,0,,,,1,2,0,,,,3,2,1,1,2,2,0,,,,,,,,9/15/2006
"EA","EA43357",12,"BASKETBALL","FOOTBALL",,"PLAYSTATION",,,"SCH",1,2,1,1,0,0,0,,,1,0,0,0,,,,,,0,,,,,,1,1,0,,,,3,2,2,1,2,1,1,3,3,3,2,,,,3/15/2001
"EA","EA43357",18,"BASKETBALL",,,"PLAYING CARDS",,,"NDJ",1,0,2,0,,,,,,1,0,1,0,,,,,,1,1,0,,,,1,1,0,,,,3,1,1,1,1,2,0,,,,,,,,7/15/2007
"EA","EA43373",18,"SWIMMING","BASKETBALL","FOOTBALL","SINGING","SPENDING TIME WITH DAUGHTER",,"APB",1,1,2,1,0,2,1,1,2,1,2,2,1,2,2,0,,,0,,,,,,1,2,1,2,1,2,2,2,2,2,2,1,0,,,,,,,,7/15/2009
"EA","EA43390",12,"FOOTBALL","BASEBALL","BASKETBALL","PLAYSTATION",,,"SCH",1,2,2,1,0,1,1,0,1,1,2,2,0,,,,,,0,,,,,,1,1,1,1,1,1,1,2,1,1,1,2,1,3,3,3,2,2,,,5/15/2001
"EA","EA43390",18,"FOOTBALL",,,"CRAFTS","VIDEO GAMES",,"MJM",1,0,1,0,,,,,,1,0,2,1,1,2,0,,,0,,,,,,1,2,0,,,,3,1,1,1,,2,0,,,,,,,,8/15/2008
"EA","EA43426",18,"FOOTBALL","BASKETBALL","GOLF","CARDS","CARS","SHOOTING RANGE","MJM",1,0,2,1,0,1,1,0,1,1,1,2,1,2,2,1,1,2,0,,,,,,1,2,0,,,,3,1,2,2,2,2,1,9,9,1,9,3,3,2,1/15/2010
"EA","EA43459",12,"BASKETBALL","SOCCER",,"HELPING OTHERS",,,"DKV",1,1,0,1,0,1,0,,,1,0,1,0,,,,,,1,2,0,,,,1,1,1,1,0,,2,2,2,1,2,2,1,2,3,1,3,3,9,,8/15/2001
"EA","EA43459",18,,,,"FIXING COMPUTERS","DRAWING","CARPENTRY","LHM",0,,,,,,,,,1,1,2,1,2,2,1,1,2,0,,,,,,1,1,0,,,,2,1,1,2,1,1,0,,,,,,,,12/15/2008
"EA","EA43493",12,"BASKETBALL","FOOTBALL",,,,,"KYR",1,1,1,1,0,1,0,,,0,,,,,,,,,0,,,,,,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,1,3,9,,,12/15/2001
"EA","EA43522",12,"FOOTBALL",,,"DRAWING",,,"SCH",1,1,1,0,,,,,,1,2,2,0,,,,,,0,,,,,,1,1,1,1,0,,3,1,1,2,2,1,1,1,2,1,2,,,,9/15/2001
"EA","EA43548",12,"KICK BALL","FOOTBALL","BASEBALL","MARCHING BAND",,,"SCH",1,0,2,1,2,1,1,0,1,1,2,1,0,,,,,,1,2,0,,,,1,1,1,2,1,2,3,2,2,1,2,2,1,3,3,2,2,,,,4/15/2002
"EA","EA43548",18,,,,"READ BOOKS","WRITING POETRY",,"M S",0,,,,,,,,,1,2,2,1,1,2,0,,,0,,,,,,0,,,,,,2,0,2,1,1,2,0,,,,,,,,6/15/2008
"EA","EA43550",12,"SOCCER","CHEERLEADING",,"PLAY WITH MY CATS",,,"DKV",1,0,2,1,0,2,0,,,1,2,2,0,,,,,,1,0,0,,,,1,2,1,0,0,,2,2,9,1,2,2,1,1,3,3,3,3,9,,11/15/2001
"EA","EA43550",18,"MARCHING",,,"CARDS",,,"MJM",1,0,2,0,,,,,,1,1,2,0,,,,,,0,,,,,,0,,,,,,3,1,,2,2,2,0,,,,,,,,3/15/2010
"EA","EA43569",12,"BASKETBALL","FOOTBALL",,,,,"DKV",1,2,1,1,1,2,0,,,0,,,,,,,,,1,1,0,,,,1,2,0,,,,3,2,1,2,2,1,1,3,,2,,2,9,,4/15/2001
"EA","EA43575",12,"FOOTBALL","BASEBALL","BASKETBALL","BOARD GAMES",,,"DKV",1,0,2,1,1,2,1,1,2,1,1,2,0,,,,,,0,,,,,,1,2,1,2,0,,3,2,2,2,2,2,1,3,3,3,3,9,,,11/15/2001
"EA","EA43583",12,,,,"RACING VIDEO GAMES",,,"DKV",0,,,,,,,,,1,1,1,0,,,,,,0,,,,,,1,2,1,1,1,2,2,0,2,0,2,2,1,3,3,3,2,3,9,,2/15/2002
"EA","EA43583",18,"TENNIS","SWIMMING",,"BOOKS",,,"MJM",1,0,1,1,1,1,0,,,1,1,1,0,,,,,,0,,,,,,1,2,1,1,0,,3,1,1,1,1,1,0,,,,,,,,10/15/2008
"EA","EA43602",18,,,,,,,"M S",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,0,0,,,,1,2,2,1,2,2,1,2,9,2,9,9,,,5/15/2008
"EA","EA43623",12,"BASKETBALL","FOOTBALL",,"DANCING",,,"SCH",1,1,1,1,1,1,0,,,1,1,2,0,,,,,,1,1,0,,,,1,1,1,2,0,,2,1,2,1,2,1,1,3,2,2,2,9,,,5/15/2003
"EA","EA43623",18,,,,"BOARD GAMES","VIDEO GAMES",,"MJM",0,,,,,,,,,1,2,1,1,1,1,0,,,0,,,,,,0,,,,,,1,1,2,1,1,2,0,,,,,,,,11/15/2009
"EA","EA43635",12,"BASEBALL","SWIMMING","SOCCER","VIDEO GAMES","DRAW",,"SCH",1,1,1,1,2,1,1,0,1,1,2,2,1,2,2,0,,,0,,,,,,1,2,1,2,1,0,2,1,1,1,2,1,1,3,2,2,1,3,0,,9/15/2002
"EA","EA43635",18,,,,"DRAWING","PLAYING GAMES",,"MJM",0,,,,,,,,,1,2,2,1,2,2,0,,,0,,,,,,1,2,1,1,1,1,2,1,1,1,2,1,0,,,,,,,,10/15/2008
"EA","EA43651",12,"BASKETBALL","SWIMMING",,"RIDING MY BIKE",,,"DKV",1,1,1,1,1,1,0,,,1,1,1,0,,,,,,0,,,,,,1,1,1,1,1,1,3,2,1,1,1,1,1,2,3,3,3,2,9,,11/15/2003
"EA","EA43651",18,"BASKETBALL","TENNIS",,"BOOKS","WRITING",,"MJM",1,0,0,1,1,1,0,,,1,2,2,1,2,2,0,,,1,1,0,,,,1,1,1,2,1,1,2,1,9,2,2,2,1,3,2,2,2,3,3,9,8/15/2009
"EA","EA43684",12,"SWIMMING","BASKETBALL",,"INTERNET","WATCHING TELEVISION",,"JCM",1,1,1,1,1,1,0,,,1,2,1,1,1,1,0,,,1,2,0,,,,1,1,1,1,0,,3,1,1,2,1,2,1,3,3,3,3,3,9,,12/15/2002
"EA","EA43684",18,,,,"WRITING",,,"LHM",0,,,,,,,,,1,1,2,0,,,,,,1,1,0,,,,1,2,0,,,,2,2,2,1,2,1,0,,,,,,,,10/15/2008
"EA","EA43696",12,"BASKETBALL","FOOTBALL","BASEBALL","PLAYSTATION 2","READ",,"SCH",1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,0,,,0,,,,,,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,0,3,3,9,,1/15/2003
"EA","EA43707",12,,,,"GOING OUTSIDE","TALKING ON THE PHONE","WATCHING T.V.","SCH",0,,,,,,,,,1,2,0,1,2,2,1,1,1,0,,,,,,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,9,,,9/15/2001
"EA","EA43707",18,,,,"READING",,,"M S",0,,,,,,,,,1,2,2,0,,,,,,1,1,0,,,,1,2,0,,,,3,1,2,2,1,2,1,3,0,2,2,9,,,3/15/2008
"EA","EA43715",12,"FOOTBALL","BASKETBALL",,"PLAYING PLAYSTATION VIDEO GAMES",,,"DKV",1,0,2,1,0,1,0,,,1,0,2,0,,,,,,0,,,,,,1,2,1,2,1,2,3,2,2,2,2,2,1,9,9,2,2,9,,,1/15/2002
"EA","EA43715",18,"FOOTBALL",,,,,,"M S",1,1,2,0,,,,,,0,,,,,,,,,0,,,,,,1,2,1,1,0,,2,2,2,2,2,2,1,2,2,2,3,9,,,3/15/2008
"EA","EA43730",12,"BASKETBALL","FOOTBALL","BASEBALL",,,,"KYR",1,2,2,1,1,2,1,1,1,0,,,,,,,,,1,2,0,,,,1,1,1,2,0,,2,2,2,1,2,2,1,2,3,3,3,9,,,10/15/2001
"EA","EA43742",12,"FOOTBALL","BASKETBALL",,"VIDEO",,,"SCH",1,1,2,1,2,2,0,,,1,1,1,0,,,,,,1,2,0,,,,1,1,1,2,1,2,3,2,1,2,2,1,1,2,3,2,3,2,,,3/15/2002
"EA","EA43742",18,"BASKETBALL","FOOTBALL",,"SWIMMING","WRITING SONGS",,"MJM",1,1,2,1,1,2,0,,,1,1,1,1,2,2,0,,,0,,,,,,1,1,1,1,1,1,3,2,2,1,2,2,0,,,,,,,,9/15/2008
"EA","EA43756",12,,,,"SKATING","DANCING",,"SCH",0,,,,,,,,,1,2,2,1,1,2,0,,,1,1,0,,,,1,1,1,1,0,,3,1,9,2,2,2,1,3,3,3,3,9,,,1/15/2004
"EA","EA43774",18,"TENNIS","SOCCER","DANCE","COOKING","READING","SCRAPBOOKING","M S",1,0,1,1,0,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,1,2,0,,0,,,,,,2,2,2,2,2,2,1,3,2,3,3,3,3,,4/15/2008
"EA","EA43789",12,"FOOTBALL","BASKETBALL","BASEBALL","VIDEO GAMES","RIDING MY BIKE",,"DKV",1,2,2,1,2,1,1,0,1,1,2,2,1,1,2,0,,,1,2,0,,,,1,2,1,2,1,1,3,2,1,2,2,2,1,2,2,3,2,3,9,,8/15/2002
"EA","EA43789",18,"FOOTBALL","BASKETBALL",,"EATING",,,"MJM",1,1,1,1,1,1,0,,,1,0,1,0,,,,,,0,,,,,,1,2,0,,,,2,0,2,2,2,2,1,2,1,3,9,9,,,4/15/2009
"EA","EA43791",12,"FOOTBALL","BASKETBALL",,"PLAY VIDEO GAMES",,,"DKV",1,2,1,1,0,1,0,,,1,1,2,0,,,,,,0,,,,,,1,1,1,0,0,,1,1,2,2,2,1,0,,,,,,,,6/15/2002
"EA","EA43809",12,"BASKETBALL",,,"SINGIN ON KARAOKE MACHINE",,,"DKV",1,0,0,0,,,,,,1,2,0,0,,,,,,0,,,,,,1,1,0,,,,1,1,1,1,2,1,1,2,2,1,2,9,,,12/15/2003
"EA","EA43817",12,"BASKETBALL","ROLLER SKATING AT THE RINK","VOLLEYBALL","PLAYING CARDS","PLAYING VIDEO GAMES","RIDING BIKES","DKV",1,2,1,1,2,2,1,0,0,1,0,2,1,2,2,1,0,2,1,1,0,,,,1,2,1,0,1,0,3,2,2,2,2,2,1,3,3,2,3,9,,,3/15/2003
"EA","EA43817",18,"SKATING","SOCCER",,"DRAWING",,,"LHM",1,1,2,1,2,2,0,,,1,1,2,0,,,,,,0,,,,,,0,,,,,,3,2,2,2,1,2,0,,,,,,,,11/15/2008
