"center","id","visit","YSCA1A","YSCA1B","YSCA1C","YSCA2A","YSCA2B","YSCA2C","YSCA9","YSCA1","YSCA1A1","YSCA1A2","YSCA1B0","YSCA1B1","YSCA1B2","YSCA1C0","YSCA1C1","YSCA1C2","YSCA2","YSCA2A1","YSCA2A2","YSCA2B0","YSCA2B1","YSCA2B2","YSCA2C0","YSCA2C1","YSCA2C2","YSCA3","YSCA3A1","YSCA3B0","YSCA3B1","YSCA3C0","YSCA3C1","YSCA4","YSCA4A1","YSCA4B0","YSCA4B1","YSCA4C0","YSCA4C1","YSCA5A","YSCA5B","YSCA6A","YSCA6B","YSCA6C","YSCA6D","YSCA7A","YSCA8A","YSCA8B","YSCA8C","YSCA8D","YSCA8E","YSCA8F","YSCA8G","YSCA10"
"NW","NW32824",12,"BASEBALL","SOCCER",,"VIDEO GAMES AND COMPUTER GAMES",,,"MQA",1,1,2,1,0,1,0,,,1,2,2,0,,,,,,0,,,,,,1,1,1,0,0,,2,2,1,2,2,1,1,2,2,1,3,3,,,8/15/2004
"NW","NW32824",18,"BASEBALL","BASKETBALL",,"VIDEO GAMES","CARD GAMES, POKER","BOWLING","MQA",1,0,1,1,0,0,0,,,1,1,2,1,0,2,1,0,1,0,,,,,,1,1,1,1,1,1,2,1,1,1,2,2,0,,,,,,,,6/15/2010
"NW","NW32839",12,"BASKETBALL",,,"PLAYSTATION 2 GAMES",,,"AAN",1,1,1,0,,,,,,1,0,0,0,,,,,,0,,,,,,1,1,1,1,0,,3,2,1,2,2,1,1,2,2,0,0,3,9,,4/15/2004
"NW","NW32839",18,"BASKETBALL","FOOTBALL",,"READING","WRITING",,"MQA",1,0,1,1,1,1,0,,,1,1,2,1,1,1,0,,,0,,,,,,1,1,0,,,,2,2,2,1,2,1,0,,,,,,,,5/15/2010
"NW","NW32846",12,,,,"PLAYING THE CLARINET",,,"CLL",0,,,,,,,,,1,0,1,0,,,,,,0,,,,,,1,1,1,2,0,,2,1,2,1,1,1,1,,2,1,2,9,,,7/15/2001
"NW","NW32846",18,"SALSA DANCE",,,"ACTING",,,"SV",1,1,1,0,,,,,,1,0,1,0,,,,,,0,,,,,,1,1,0,,,,3,2,9,2,1,1,1,9,9,9,9,9,,,10/15/2007
"NW","NW32867",12,"BASKETBALL","VOLLEYBALL",,"ART","MUSIC",,"LKA",1,1,1,1,0,1,0,,,1,0,1,1,1,1,0,,,1,0,0,,,,1,1,1,1,1,1,3,2,1,2,2,1,1,2,2,2,2,,,,4/15/2003
"NW","NW32867",18,"BASKETBALL","TRACK",,"PLAYING VIDEO GAMES",,,"MQA",1,0,1,1,0,1,0,,,1,1,1,0,,,,,,0,,,,,,1,1,1,1,1,1,3,2,2,2,1,1,1,2,2,2,9,3,9,,6/15/2009
"NW","NW32878",12,"BASEBALL","GOLF",,"VIDEO GAMES",,,"AAN",1,1,1,1,0,0,0,,,1,0,1,0,,,,,,1,1,0,,,,1,1,1,1,0,,3,2,1,1,1,1,1,2,2,1,2,9,,,7/15/2004
"NW","NW32878",18,,,,"PLAYING THE TRUMPET","PLAYING THE GUITAR",,"MQA",0,,,,,,,,,1,2,2,1,2,1,0,,,1,2,0,,,,1,2,1,1,0,,3,2,9,2,1,1,0,,,,,,,,7/15/2010
"NW","NW32895",12,"SOCCER",,,"COMPUTER GAMES","LEGOS",,"BBN",1,1,1,0,,,,,,1,1,1,1,2,2,0,,,1,1,0,,,,1,1,0,,,,3,1,1,1,1,1,1,3,3,2,2,0,,,9/15/2003
"NW","NW32895",18,"WEIGHT LIFTING","SWIMMING","FOOTBALL","PAINTBALL",,,"MQA",1,2,2,1,1,1,1,1,0,1,2,2,0,,,,,,0,,,,,,1,0,1,2,0,,3,2,1,1,1,2,1,3,3,3,2,9,,,5/15/2009
"NW","NW32906",12,"SOCCER","FOOTBALL",,"CHESS AND CHECKERS","PLAYING VIDEO GAMES","SOMETHING SIMILAR TO HOCKEY PLAY IN OPEN SPAC","MQA",1,0,1,1,2,2,0,,,1,1,1,1,2,2,1,1,1,0,,,,,,1,1,1,1,1,0,2,2,1,1,2,1,1,3,1,2,3,,,,12/15/2003
"NW","NW32906",18,"BIKE RIDING",,,"DRAWING",,,"SV",1,1,1,0,,,,,,1,1,1,0,,,,,,0,,,,,,1,2,0,,,,3,2,2,2,2,1,1,3,3,3,3,,,,11/15/2009
"NW","NW32919",12,"SOCCER","FOOTBALL","BASEBALL","COLLECT LITTLE CARS","VIDEO GAMES","PLAYING WITH MY DOG","LKA",1,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,2,2,0,,,,,,1,0,1,1,1,1,3,2,1,1,2,1,1,2,1,2,1,2,2,,7/15/2002
"NW","NW32919",18,"FOOTBALL","BASKETBALL",,"PLAYING CARD GAMES",,,"MQA",1,0,1,1,0,2,0,,,1,2,2,0,,,,,,0,,,,,,1,1,1,1,1,1,3,2,1,1,0,2,1,2,9,2,9,3,9,,3/15/2009
"NW","NW32927",12,"CHEERLEADING","DANCE HIP HOP",,,,,"LKA",1,0,0,1,1,1,0,,,0,,,,,,,,,0,,,,,,1,1,1,1,0,,3,1,1,2,2,1,1,2,2,2,2,,,,3/15/2003
"NW","NW32943",12,"TETHERBALL","BASKETBALL",,"DRAWING",,,"AAN",1,1,2,1,2,1,0,,,1,2,2,0,,,,,,0,,,,,,0,,,,,,2,1,2,2,2,2,1,2,3,3,3,3,9,,4/15/2004
"NW","NW32943",18,,,,"DESIGNING FASHION","WRITE POETRY",,"MQA",0,,,,,,,,,1,1,1,1,0,0,0,,,1,1,1,0,0,,1,0,1,1,0,,3,2,2,2,2,2,1,1,2,1,2,2,2,9,5/15/2010
"NW","NW32955",12,"SOCCER","BASKETBALL",,"BOARD GAMES",,,"AAN",1,2,1,1,1,1,0,,,1,2,2,0,,,,,,1,2,0,,,,1,1,1,1,0,,3,1,1,2,2,1,1,3,3,2,3,9,,,1/15/2004
"NW","NW32955",18,,,,,,,"SV",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,1,0,,,,1,0,1,1,1,1,0,,,,,,,,9/15/2010
"NW","NW32964",12,"WRESTLING",,,"DIRT BIKING",,,"AAN",1,1,1,0,,,,,,1,1,1,0,,,,,,0,,,,,,1,1,1,0,1,1,2,0,1,0,2,2,1,2,2,2,2,9,,,4/15/2004
"NW","NW33006",18,,,,,,,"SV",0,,,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,0,0,2,1,1,2,0,,,,,,,,6/15/2010
"NW","NW33019",12,"BASEBALL","BASKETBALL",,"PLLAY STATION (VIDEO GAMES)","CARDS",,"LKA",1,2,1,1,1,0,0,,,1,2,1,1,1,2,0,,,0,,,,,,1,1,1,1,0,,3,2,0,2,2,2,1,2,2,3,2,,,,8/15/2002
"NW","NW33027",12,"FOOTBALL","BASKETBALL",,,,,"AAN",1,0,1,1,1,1,0,,,0,,,,,,,,,0,,,,,,1,2,1,1,1,1,3,2,1,2,2,2,1,2,3,1,2,9,,,8/15/2004
"NW","NW33027",18,"FOOTBALL",,,,,,"SV",1,1,1,0,,,,,,0,,,,,,,,,1,2,0,,,,0,,,,,,3,2,2,1,2,1,1,3,2,2,3,,,,1/15/2010
"NW","NW33031",12,"BASEBALL","HOCKEY",,"BOARD GAMES",,,"AAN",1,1,1,1,0,1,0,,,1,2,2,0,,,,,,0,,,,,,0,,,,,,1,2,1,2,2,0,1,2,2,2,2,,,,8/15/2003
"NW","NW33031",18,"BASEBALL",,,"CARS",,,"MQA",1,0,2,0,,,,,,1,1,1,0,,,,,,1,1,0,,,,1,2,1,0,0,,3,2,2,2,1,2,1,2,2,2,9,9,,,3/15/2010
"NW","NW33043",12,"BASKETBALL",,,"PLAYING WITH COMPUTERS",,,"MQA",1,1,1,0,,,,,,1,0,1,0,,,,,,0,,,,,,1,0,1,0,0,,0,0,2,2,2,2,1,2,2,2,3,,,,12/15/2003
"NW","NW33043",18,"WATER SPORT",,,"DRIVE CARS",,,"SV",1,1,1,0,,,,,,1,1,1,0,,,,,,0,,,,,,0,,,,,,3,2,2,2,1,2,1,2,2,3,2,9,,,8/15/2009
"NW","NW33055",12,"VOLLEYBALL","SOCCER",,"READING","DRAWING",,"SCR",1,1,1,1,1,1,0,,,1,1,1,1,1,1,0,,,1,1,0,,,,1,1,1,1,0,,3,0,2,2,2,1,1,2,2,2,2,2,,,9/15/2002
"NW","NW33064",12,"VOLLEYBALL","BASKETBALL",,,,,"LKA",1,0,1,1,1,1,0,,,0,,,,,,,,,1,1,1,0,0,,1,1,1,1,1,2,3,2,1,1,1,2,1,3,0,3,3,3,2,,2/15/2003
"NW","NW33064",18,"BASKETBALL",,,"PLAYING CARDS","WII VIDEO GAMES",,"MQA",1,1,1,0,,,,,,1,1,2,1,0,1,0,,,1,1,0,,,,1,2,1,2,1,2,3,1,1,1,1,2,1,2,1,3,9,9,,,4/15/2009
"NW","NW33070",12,"FOOTBALL","BASKETBALL","SOFTBALL AND BASEBALL","SPEND TIME WITH FAMILY","ARTS AND CRAFTS",,"MQA",1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,0,,,1,1,0,,,,1,1,1,0,1,1,2,2,1,1,1,2,1,2,1,1,2,2,,,12/15/2003
"NW","NW33070",18,"SOFTBALL","BASKETBALL","VOLLEYBALL","BOARD GAMES","CROCHET",,"MQA",1,0,2,1,0,1,1,0,1,1,1,1,1,2,1,0,,,0,,,,,,1,2,1,1,0,,2,0,1,0,1,2,0,,,,,,,,5/15/2010
"NW","NW33088",18,,,,,,,"SV",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,2,1,1,0,,3,1,2,2,2,1,1,3,2,3,2,,,,10/15/2008
"NW","NW33092",12,"FOOTBALL","BASEBALL","BASKETBALL","BUILDING STUFF (ANYTHING)","RECORD RAP MUSIC (HE RAPS HIMSELF)","FISHING","MQA",1,1,2,1,0,2,1,0,1,1,1,2,1,1,1,1,0,1,0,,,,,,1,0,0,,,,2,1,1,1,1,2,1,2,2,2,1,2,,,9/15/2003
"NW","NW33107",18,,,,,,,"MQA",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,1,1,1,0,,3,0,1,1,1,1,0,,,,,,,,7/15/2008
"NW","NW33115",12,"BASKETBALL","BASEBALL",,"VIDEO GAMES",,,"AAN",1,0,0,1,2,0,0,,,1,2,2,0,,,,,,0,,,,,,1,2,0,,,,2,1,0,2,2,2,1,3,3,0,9,9,,,8/15/2004
"NW","NW33115",18,"BASKETBALL","FOOTBALL",,,,,"SV",1,2,2,1,1,2,0,,,0,,,,,,,,,0,,,,,,0,,,,,,3,2,2,2,2,2,1,3,3,3,9,,,,3/15/2010
"NW","NW33128",12,"BASKETBALL","FOOTBALL",,"VIDEO GAMES",,,"AAN",1,1,1,1,1,2,0,,,1,0,2,0,,,,,,1,0,0,,,,1,1,1,1,0,,2,2,1,1,1,2,1,2,2,3,2,3,9,,2/15/2004
"NW","NW33130",12,"VOLLEYBALL","BASKETBAL",,"CHEERLEADING",,,"AAN",1,1,1,1,1,0,0,,,1,1,1,0,,,,,,0,,,,,,1,1,1,1,1,1,2,1,2,0,1,0,1,2,2,2,3,9,,,12/15/2003
"NW","NW33451",12,"BASKETBALL","BASEBALL","FIRE'S UP","PLAYING VIDEO GAMES",,,"AAN",1,1,1,1,0,1,1,1,2,1,1,2,0,,,,,,0,,,,,,1,1,1,2,0,,2,1,0,2,1,1,1,2,3,3,2,9,,,12/15/2003
"NW","NW33468",12,"BASKETBALL","SOCCER","VOLLEYBALL","SWIMMING",,,"MQA",1,1,1,1,0,1,1,0,0,1,1,1,0,,,,,,0,,,,,,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2,2,2,2,,,4/15/2004
"NW","NW33468",18,"WALKING",,,"SUDOKU",,,"SV",1,2,2,0,,,,,,1,2,1,0,,,,,,1,2,0,,,,1,2,0,,,,3,,1,1,2,2,0,,,,,,,,4/15/2010
"NW","NW34489",18,,,,"RUNNING","WORKING OUT",,"MQA",0,,,,,,,,,1,1,1,1,1,1,0,,,0,,,,,,1,2,0,,,,3,2,1,2,2,2,0,,,,,,,,1/15/2010
"NW","NW34504",12,"SOCCER","SOAK'EM","DODGEBALL VOLLEYBALL","COLLECTING CARDS","COMMUNITY SERVICE-DURING RECESS","LAUNDRY (NOT A CHORE)","LKA",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,,,,,,1,0,0,,,,3,2,1,2,1,1,1,2,2,1,2,2,,,10/15/2002
"NW","NW34504",18,,,,"VIDEO GAMES",,,"SV",0,,,,,,,,,1,1,1,0,,,,,,0,,,,,,1,1,0,,,,3,2,1,1,1,2,1,3,3,9,9,2,2,,9/15/2008
"SO","SO10029",12,"BASKETBALL","CHEERLEADING",,"COLLECT INSINC PICTURES (MUSIC GROUP)",,,"DJL",1,0,1,1,1,2,0,,,1,1,1,0,,,,,,0,,,,,,1,2,1,2,0,,1,0,0,2,2,2,1,2,2,2,2,3,2,9,5/15/1999
"SO","SO10034",12,"BASKETBALL","HORSE RACING",,"BEENIE BABIES COLLECTION","DRAWING","SWIMING FORFUN","DJL",1,1,1,1,2,1,0,,,1,1,1,1,2,1,1,1,1,1,1,0,,,,1,1,1,2,1,1,3,1,1,1,2,1,1,2,2,2,2,9,,,11/15/1998
"SO","SO10034",18,"HORSEBACK RIDING",,,"TAKING CARE OF HORSE","PAINTING (ARTIST)","SHOPPING","DSB",1,0,1,0,,,,,,1,2,2,1,2,1,1,1,2,0,,,,,,1,2,1,2,1,2,3,2,2,1,2,2,1,3,9,9,9,3,3,9,7/15/2005
"SO","SO10041",12,"SKATING ROLLER",,,,,,"DJL",1,2,2,0,,,,,,0,,,,,,,,,0,,,,,,1,1,1,1,0,,2,2,1,1,2,1,1,1,2,2,2,9,,,3/15/1999
"SO","SO10041",18,"SWIMMING","BASKETBALL","FOOTBALL","READING","PLAY CARDS","WRITING","DSB",1,1,1,1,0,1,1,0,1,1,2,2,1,2,2,1,1,1,0,,,,,,1,2,1,1,0,,2,2,0,1,2,2,0,,,,,,,,7/15/2005
"SO","SO10117",12,"BASKETBALL","CHEERLEADING",,"BAND",,,"MCP",1,1,2,1,1,1,0,,,1,1,1,0,,,,,,1,1,1,1,0,,1,1,0,,,,3,2,2,2,2,1,1,2,2,3,2,9,,,10/15/1998
"SO","SO10125",12,"FOOTBALL","HUNTING","BASEBALL","VIDEOGAMES",,,"MCP",1,1,2,1,2,2,1,0,1,1,1,2,0,,,,,,1,0,0,,,,1,1,1,1,1,1,3,1,0,1,2,2,1,2,9,3,3,2,9,,1/15/2000
"SO","SO10125",18,"FISHING","HUNTING",,"PLAY GUITAR","PLAY POOL",,"BBN",1,2,2,1,2,2,0,,,1,2,1,1,2,2,0,,,1,2,1,2,0,,1,2,1,2,0,,3,2,2,1,2,2,0,,,,,,,,2/15/2006
"SO","SO10133",12,"BASKETBALL","FOOTBALL",,"PLAY CARDS",,,"MCP",1,2,2,1,2,2,0,,,1,2,2,0,,,,,,0,,,,,,1,1,0,,,,3,2,1,1,2,2,1,0,2,1,3,3,9,,12/15/1998
"SO","SO10133",18,,,,"BASKETBALL",,,"ABW",0,,,,,,,,,1,1,1,0,,,,,,1,1,0,,,,0,,,,,,3,2,0,2,2,2,1,2,2,2,1,2,9,,2/15/2005
"SO","SO10140",12,"SKATING","BASKETBALL","KICKBALL","READING BOOKS AND WRITING",,,"MTD",1,1,1,1,0,1,1,2,2,1,2,2,0,,,,,,0,,,,,,1,1,1,2,0,,3,1,0,1,2,2,1,3,3,3,1,3,9,,1/15/1999
"SO","SO10158",12,"FOOTBALL","BASEBALL",,"MODEL CARS","WALKATHON--FOR CHURCH FOR NEW BUILDING",,"MTD",1,2,2,1,1,2,0,,,1,0,2,1,1,2,0,,,1,2,0,,,,1,1,0,,,,3,2,9,2,2,2,1,1,2,2,1,1,3,9,5/15/1999
"SO","SO10186",12,"BASKETBALL","SKATING","SWIMMING","TALKING ON PHONE","HANGING-OUT WITH FRIENDS","DANCING-IN A CLUB","MTD",1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,,1,1,0,,,,3,2,2,2,2,2,1,3,3,2,3,3,2,2,12/15/1999
"SO","SO10194",12,"BASKETBALL","BASEBALL",,"VIDEO GAMES","RIDE BIKE",,"MCP",1,2,2,1,2,2,0,,,1,2,2,1,0,2,0,,,0,,,,,,1,2,1,2,0,,2,0,2,2,2,2,1,9,9,2,9,9,,,11/15/1999
"SO","SO10194",18,,,,"COMPUTERS",,,"ABW",0,,,,,,,,,1,1,2,0,,,,,,0,,,,,,1,1,1,0,0,,2,0,9,1,2,2,1,3,9,9,9,3,9,,3/15/2005
"SO","SO10201",12,"FOOTBALL","SWIMMING","SKATING","PLAYING CARDS","WRITE STORIES AND POEMS",,"MTD",1,,1,1,2,1,1,1,1,1,1,1,1,0,1,0,,,1,1,1,1,0,,1,1,0,,,,3,2,1,1,1,2,1,2,3,2,2,3,3,3,11/15/1999
"SO","SO10201",18,,,,"BASKETBALL","FOOTBALL",,"ABW",0,,,,,,,,,1,0,1,1,1,2,0,,,0,,,,,,1,1,1,0,0,,3,1,2,1,1,2,0,,,,,,,,3/15/2005
"SO","SO10222",12,"SWIM","SKATING","ICESKATE","SINGING","DANCING","WORKING ON COMPUTER","MTD",1,1,1,1,1,2,1,0,1,1,2,1,1,2,2,1,1,2,0,,,,,,1,2,1,1,1,1,3,1,2,2,2,1,1,2,3,2,2,2,3,2,11/15/1999
"SO","SO10222",18,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,1,1,0,,,,2,2,9,1,2,2,0,,,,,,,,3/15/2005
"SO","SO10236",12,"BASKETBALL","BASEBALL",,"COLLECT BASKETBALL CARDS","BUILDING MODEL CARS",,"MTD",1,1,2,1,1,1,0,,,1,2,2,1,0,1,0,,,1,1,0,,,,1,2,1,1,0,,3,2,9,2,1,2,1,2,2,2,3,3,9,,5/15/1999
"SO","SO10236",18,,,,"SKATEBOARDING","RECORDING RAP",,"ABW",0,,,,,,,,,1,2,2,1,1,2,0,,,0,,,,,,1,0,1,1,0,,3,2,9,1,1,1,0,,,,,,,,6/15/2005
"SO","SO10248",12,"BASKETBALL","TAE KWAN DO","FOOTBALL","COMPUTER WORK","WRESTLING CARDS",,"MCP",1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,0,,,0,,,,,,1,2,1,2,0,,3,2,2,2,2,2,1,2,1,2,2,3,9,,10/15/1998
"SO","SO10248",18,"TAE KWON DO",,,"RAP",,,"BBN",1,0,2,0,,,,,,1,2,1,0,,,,,,1,1,0,,,,1,2,0,,,,3,1,1,2,2,2,0,,,,,,,,3/15/2005
"SO","SO10250",18,"BASKETBALL","SOFTBALL",,"DANCE",,,"BBN",1,0,0,1,0,1,0,,,1,2,2,0,,,,,,1,2,0,,,,1,2,1,2,1,1,2,0,0,2,1,2,1,2,2,3,9,9,,,3/15/2005
"SO","SO10275",12,"SCOCCOR","BASKETBALL","BASEBALL","GOLF",,,"DJL",1,1,1,1,1,1,1,0,1,1,2,2,0,,,,,,0,,,,,,1,2,1,1,0,,2,0,2,2,2,1,1,3,3,3,3,3,9,,12/15/1999
"SO","SO10275",18,"BASKETBALL","GOLF","BASEBALL","BOWLING","PLAY POOL","READING","DSB",1,1,2,1,2,2,1,0,1,1,0,1,1,2,2,1,1,1,0,,,,,,1,2,1,2,0,,3,2,9,1,2,1,1,3,3,2,2,2,2,3,2/15/2006
"SO","SO10303",12,"BASEBALL",,,"READING",,,"DJL",1,1,1,0,,,,,,1,2,2,0,,,,,,1,2,0,,,,1,2,0,,,,3,2,2,1,2,1,1,3,3,2,9,9,,,11/15/1999
"SO","SO10303",18,,,,"CARDS",,,"DKM",0,,,,,,,,,1,1,2,0,,,,,,0,,,,,,1,2,0,,,,3,2,1,2,0,1,0,,,,,,,,4/15/2005
"SO","SO10311",12,,,,"READING",,,"DJL",0,,,,,,,,,1,1,1,0,,,,,,0,,,,,,1,2,1,1,1,2,2,0,1,1,2,1,1,1,2,3,3,9,,,1/15/2000
"SO","SO10311",18,"BASKETBALL",,,,,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/15/2005
"SO","SO10324",12,"SWIMMING","SKATING","BASKETBALL","ROCKS",,,"DJL",1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,0,,,,,,1,1,1,1,1,1,3,2,9,2,2,1,1,3,3,3,3,3,9,,2/15/2000
"SO","SO10339",12,"FOOTBALL","BASKETBALL",,,,,"DJL",1,1,1,1,1,1,0,,,0,,,,,,,,,1,1,1,1,0,,1,1,1,2,1,2,3,1,1,1,2,1,1,3,2,3,3,3,9,,12/15/1999
"SO","SO10346",12,"BASKETBALL","VOLLEYBALL","KICKBALL","CRAFTS","LISTEN TO MUSIC",,"DJL",1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,0,,,0,,,,,,1,1,1,1,1,1,3,1,1,1,1,1,1,3,2,2,3,2,2,9,1/15/2000
"SO","SO10346",18,,,,"READING BOOKS",,,"DYC",0,,,,,,,,,1,1,1,0,,,,,,0,,,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,3/15/2005
"SO","SO10367",12,"BASKETBALL",,,,,,"DJL",1,0,0,0,,,,,,0,,,,,,,,,1,1,0,,,,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,3,9,,1/15/2000
"SO","SO10367",18,"TRACK",,,"LIKES TO DRAW",,,"DSB",1,1,1,0,,,,,,1,1,1,0,,,,,,0,,,,,,1,1,1,1,0,,2,1,1,1,2,2,0,,,,,,,,1/15/2005
"SO","SO10378",18,"FISHING","HUNTING",,"MECHANICS (SMALL ENGINES)",,,"DSB",1,2,1,1,2,2,0,,,1,0,1,0,,,,,,0,,,,,,0,,,,,,3,2,1,1,1,2,0,,,,,,,,2/15/2005
"SO","SO10395",12,,,,"COLLECT MODEL CARS","ARTS AND CRAFTS",,"CRJ",0,,,,,,,,,1,1,2,1,2,1,0,,,0,,,,,,1,1,0,,,,3,2,1,2,2,1,1,2,2,3,2,9,,,3/15/1999
"SO","SO10395",18,"BASKETBALL","FOOTBALL","SOCCER","ART","BABYSIT","WRITE POEMS","DSB",1,1,2,1,0,1,1,1,2,1,2,2,1,2,2,1,0,1,0,,,,,,1,1,1,2,1,2,3,1,1,2,1,2,1,2,9,2,9,9,,,3/15/2005
"SO","SO10400",12,"FOUR SQUARE","BIKE RIDING","KICKBALL","NINTENDO","READING",,"BBN",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,,,1,1,0,,,,1,1,1,2,1,1,3,2,1,1,0,1,1,1,9,1,1,,,,2/15/1999
"SO","SO10400",18,,,,,,,"BBN",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,1,0,,,,2,1,9,1,2,2,1,2,2,2,2,9,,,1/15/2005
"SO","SO10413",12,"BIKE RIDING",,,"DOLLS",,,"BBN",1,0,1,0,,,,,,1,1,1,0,,,,,,0,,,,,,1,1,1,1,0,,2,2,1,1,1,2,1,2,2,1,2,2,,,2/15/1999
"SO","SO10413",18,"BASKETBALL","TENNIS",,"READ BOOKS",,,"BBN",1,1,1,1,0,1,0,,,1,2,2,0,,,,,,0,,,,,,1,1,1,1,0,,2,2,2,1,,1,1,2,2,2,2,9,,,4/15/2005
"SO","SO10421",12,"FOOTBALL","BASKETBALL",,"CARDS",,,"CRJ",1,0,1,1,1,2,0,,,1,1,2,0,,,,,,1,2,0,,,,1,1,1,1,0,,3,2,2,1,2,2,1,2,2,0,2,9,,,12/15/1998
"SO","SO10421",18,"BASKETBALL","TRACK",,"READING BOOKS",,,"DSB",1,1,0,1,1,1,0,,,1,2,1,0,,,,,,0,,,,,,1,1,1,2,1,2,2,1,1,2,2,2,1,9,9,9,9,2,2,3,6/15/2005
"SO","SO10437",12,"BIKE RIDING","BASKET BALL",,"READING",,,"CRJ",1,1,1,1,1,1,0,,,1,1,1,0,,,,,,1,2,0,,,,1,2,0,,,,1,0,2,1,2,1,1,2,2,2,2,9,,,12/15/1998
"SO","SO10437",18,"BASKETBALL","BASEBALL","ROLLER SKATING","SHOPPING",,,"DSB",1,1,2,1,2,1,1,0,0,1,1,1,0,,,,,,0,,,,,,1,2,1,2,0,,2,2,2,2,2,1,1,2,3,2,3,9,,,6/15/2005
"SO","SO10449",18,"TRACK",,,"CROCHET",,,"DLB",1,1,2,0,,,,,,1,0,2,0,,,,,,0,,,,,,1,1,1,2,0,,2,1,2,2,2,2,0,,,,,,,,7/15/2005
"SO","SO10454",12,"BASKETBALL","SWIMMING",,"BOOKS",,,"CRJ",1,0,2,1,1,1,0,,,1,1,2,0,,,,,,1,1,0,,,,1,2,1,2,0,,2,1,2,1,2,2,1,3,3,3,3,9,,,12/15/1998
"SO","SO10454",18,"SWIMMING","VOLLEYBALL","BIKE RIDING","PLAYING CARDS",,,"DSB",1,1,1,1,2,2,1,2,1,1,2,1,0,,,,,,0,,,,,,1,1,1,1,1,1,2,2,1,1,2,2,0,,,,,,,,9/15/2005
"SO","SO10476",12,,,,"READING BOOKS","COLORING",,"CRJ",0,,,,,,,,,1,1,1,1,0,2,0,,,0,,,,,,0,,,,,,3,1,1,2,1,2,1,1,2,3,2,2,9,,12/15/1998
"SO","SO10476",18,"BOWLING","SWIMMING",,"PLAY CARDS",,,"DSB",1,2,1,1,1,2,0,,,1,2,2,0,,,,,,1,1,1,2,0,,1,1,0,,,,3,2,1,1,1,2,1,2,3,9,3,3,9,,6/15/2005
"SO","SO10482",12,"BASKET BALL",,,"CRAFTS",,,"CRJ",1,0,2,0,,,,,,1,1,1,0,,,,,,1,2,0,,,,0,,,,,,3,2,1,2,2,1,1,1,3,3,3,3,9,,1/15/1999
"SO","SO10498",18,"BASKETBALL","SOFTBALL",,"READ","WRITING",,"DSB",1,1,1,1,0,1,0,,,1,2,1,1,1,1,0,,,0,,,,,,1,2,1,1,1,1,2,2,1,1,1,2,0,,,,,,,,1/15/2005
"SO","SO10519",12,"BASKET BALL",,,"PLAY PIANO",,,"CRJ",1,2,1,0,,,,,,1,0,1,0,,,,,,1,1,0,,,,1,1,0,,,,1,1,2,2,1,2,1,1,2,3,2,3,9,,4/15/1999
"SO","SO10519",18,"BASKETBALL","TRACK",,"PLAY CARDS","PLAY CLARINET","SING IN CHURCH CHOIR","DSB",1,1,1,1,0,1,0,,,1,2,2,1,1,2,1,2,2,1,1,0,,,,1,2,1,1,0,,2,1,2,2,1,1,1,9,9,3,9,9,,,1/15/2005
"SO","SO10527",12,"RIDING HORSES",,,,,,"ABW",1,2,2,,,,,,,0,,,,,,,,,0,,,,,,1,2,1,2,0,,3,1,2,2,2,2,1,2,2,0,2,2,2,9,10/15/1998
"SO","SO10531",12,"BASEBALL","SKATING",,"PAINTING",,,"ABW",1,1,1,1,2,2,0,,,1,1,2,0,,,,,,0,,,,,,1,2,1,2,1,1,3,2,2,1,2,2,1,2,2,1,1,3,9,,1/15/1999
"SO","SO10531",18,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,1,1,1,1,0,,3,1,2,1,2,2,1,3,9,9,9,9,,,1/15/2005
"SO","SO10543",12,"FOOTBALL",,,"RIDING A BIKE","MONOPLY",,"ABW",1,1,1,0,,,,,,1,1,1,1,0,1,0,,,1,2,0,,,,1,2,1,2,0,,3,2,2,2,2,2,1,2,2,2,1,9,,,10/15/1998
"SO","SO10543",18,,,,,,,"ABW",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,1,1,1,1,1,2,2,2,1,1,1,0,,,,,,,,12/15/2004
