"center","id","visit","WRAA1","WRAA3","WRAA4","AGE_MO","READ_AS","READ_STD","MATH_AS","MATH_STD","WRAB1","WRAB3"
"SW","SW22561",12,1,37,,154,505,97,,,,
"SW","SW22561",16,,,,193,520,101,,,1,45
"SW","SW22586",12,1,36,34,147,504,94,508,94,,
"SW","SW22586",16,,,,200,,,,,,
"SW","SW22594",12,1,35,41,148,502,92,520.3,114,,
"SW","SW22594",16,,,,194,517.7,99,,,1,44
"SW","SW22605",12,1,38,35,143,506,100,509,101,,
"SW","SW22605",16,,,,205,522,102,,,1,46
"SW","SW22626",12,1,39,37,145,509,102,513.3,103,,
"SW","SW22626",16,,,,196,530,112,,,1,50
"SW","SW22644",12,1,41,44,153,512,107,525,122,,
"SW","SW22644",16,,,,201,530,112,,,1,50
"SW","SW22659",12,1,39,29,156,509,96,497,76,,
"SW","SW22671",12,1,41,38,155,512,107,514,106,,
"SW","SW22671",16,,,,194,514,95,,,1,42
"SW","SW22704",12,1,44,37,156,517.7,108,513.3,97,,
"SW","SW22712",12,1,47,36,147,524,122,511,100,,
"SW","SW22720",16,,,,196,515,97,,,1,43
"SW","SW22745",16,,,,194,517.7,99,,,1,44
"SW","SW22753",16,,,,193,512,93,,,1,41
"SW","SW22766",12,1,38,34,153,506,99,508,94,,
"SW","SW22766",16,,,,193,504,82,,,1,36
"SW","SW22781",12,1,42,36,155,514,109,511,100,,
"SW","SW22781",16,,,,195,527,108,,,1,48
"SW","SW22799",16,,,,207,524,104,,,1,47
"SW","SW22850",12,1,31,26,151,491,82,493,72,,
"SW","SW22850",16,,,,194,500,75,,,1,33
"SW","SW22869",12,1,33,38,149,500,87,514,106,,
"SW","SW22869",16,,,,196,514,95,,,1,42
"SW","SW22875",16,,,,198,529,110,,,1,49
"SW","SW22883",16,,,,200,,,,,,
"SW","SW22897",12,1,38,36,154,506,99,511,100,,
"SW","SW22897",16,,,,202,517.7,99,,,1,44
"SW","SW22929",12,1,39,28,145,509,102,495,78,,
"SW","SW22957",12,1,33,35,144,500,87,509,97,,
"SW","SW22962",12,1,33,32,157,500,82,502,84,,
"SW","SW22962",16,,,,195,504,82,,,1,36
"SW","SW22973",16,,,,198,514,95,,,1,42
"SW","SW22985",16,,,,193,,,,,,
"SW","SW22990",16,,,,206,522,102,,,1,46
"SW","SW23008",12,1,43,40,147,515,112,518,111,,
"SW","SW23008",16,,,,191,524,109,,,1,47
"SW","SW23029",12,1,38,33,154,506,99,506,92,,
"SW","SW23029",16,,,,193,520,101,,,1,45
"SW","SW23041",12,2,29,24,146,488,75,488,65,,
"SW","SW23057",12,1,42,38,150,514,109,514,106,,
"SW","SW23057",16,,,,205,529,108,,,1,49
"SW","SW23062",12,1,45,39,146,520,117,515,108,,
"SW","SW23062",16,,,,200,533,116,,,1,52
"SW","SW23073",12,1,30,,144,489,79,,,,
"SW","SW23073",16,,,,194,504,82,,,1,36
"SW","SW23085",12,1,39,33,149,509,102,506,92,,
"SW","SW23085",16,,,,194,530,112,,,1,50
"SW","SW23090",12,1,40,34,157,511,99,508,89,,
"SW","SW23090",16,,,,194,520,101,,,1,45
"SW","SW23109",12,1,53,36,157,534,130,511,94,,
"SW","SW23109",16,,,,194,517.7,99,,,1,44
"SW","SW23125",12,1,28,29,153,483,74,497,81,,
"SW","SW23125",16,,,,194,502,80,,,1,35
"SW","SW23133",12,1,41,35,157,512,101,509,92,,
"SW","SW23133",16,,,,195,522,103,,,1,46
"SW","SW23140",12,1,29,21,155,486,77,478,58,,
"SW","SW23140",16,,,,198,514,95,,,1,42
"SW","SW23158",12,1,36,31,144,504,94,500,86,,
"SW","SW23158",16,,,,205,,,,,1,
"SW","SW23172",12,1,39,34,152,509,102,508,94,,
"SW","SW23194",16,,,,206,531,112,,,1,51
"SW","SW23222",12,1,31,31,144,491,82,500,86,,
"SW","SW23222",16,,,,204,509,87,,,1,39
"SW","SW23250",12,1,45,38,151,520,117,514,106,,
"SW","SW23250",16,,,,199,527,108,,,1,48
"SW","SW23269",12,1,33,36,155,500,87,511,100,,
"SW","SW23303",12,1,46,36,152,522,119,511,100,,
"SW","SW23303",16,,,,196,530,112,,,1,50
"SW","SW23339",16,,,,196,522,103,,,1,46
"SW","SW23346",12,1,37,26,145,505,97,493,72,,
"SW","SW23346",16,,,,203,512,93,,,1,41
"SW","SW23352",12,1,32,29,154,497,84,497,81,,
"SW","SW23352",16,,,,193,511,90,,,1,40
"SW","SW23367",12,1,36,36,145,504,94,511,100,,
"SW","SW23367",16,,,,200,524,105,,,1,47
"SW","SW23380",12,1,35,34,155,502,92,508,94,,
"SW","SW23380",16,,,,195,511,90,,,1,40
"SW","SW23395",12,1,51,37,155,531,132,513.3,103,,
"SW","SW23395",16,,,,208,,,,,1,
"SW","SW23400",16,,,,199,506,86,,,1,38
"SW","SW23437",16,,,,201,,,,,,
"SW","SW23449",12,1,39,33,157,509,96,506,86,,
"SW","SW23449",16,,,,201,527,108,,,1,48
"SW","SW23454",12,1,36,33,153,504,94,506,92,,
"SW","SW23454",16,,,,194,512,93,,,1,41
"SW","SW23476",12,1,33,31,151,500,87,500,86,,
"SW","SW23476",16,,,,193,511,90,,,1,40
"SW","SW23482",12,1,31,29,148,491,82,497,81,,
"SW","SW23482",16,,,,194,514,95,,,1,42
"SW","SW23498",12,1,25,29,145,476,67,497,81,,
"SW","SW23519",12,1,37,35,156,505,91,509,92,,
"SW","SW23519",16,,,,196,509,88,,,1,39
"SW","SW23527",12,1,38,29,143,506,100,497,84,,
"SW","SW23527",16,,,,192,524,105,,,1,47
"SW","SW23531",12,1,37,33,153,505,97,506,92,,
"SW","SW23531",16,,,,196,520,101,,,1,45
"SW","SW23543",12,1,41,33,156,512,101,506,86,,
"SW","SW23543",16,,,,199,515,97,,,1,43
"SW","SW23555",12,1,33,30,151,500,87,499,83,,
"SW","SW23555",16,,,,195,505,84,,,1,37
"SW","SW23564",16,,,,205,509,87,,,1,39
"SW","SW23570",12,1,34,25,144,501,89,492,69,,
"SW","SW23570",16,,,,186,514,98,,,1,42
"SW","SW23588",16,,,,203,511,90,,,1,40
"SW","SW23592",12,1,28,27,146,483,74,494,75,,
"SW","SW23592",16,,,,207,,,,,,
"SW","SW23607",12,1,35,28,155,502,92,495,78,,
"SW","SW23607",16,,,,194,520,101,,,1,45
"SW","SW23630",12,1,44,35,155,517.7,114,509,97,,
"SW","SW23630",16,,,,200,529,110,,,1,49
"SW","SW23642",12,1,39,27,144,509,102,494,75,,
"SW","SW23642",16,,,,202,509,88,,,1,39
"SW","SW23663",16,,,,194,529,110,,,1,49
"SW","SW23689",12,1,40,38,154,511,104,514,106,,
"SW","SW23689",16,,,,194,515,97,,,1,43
"SW","SW23691",16,,,,198,524,105,,,1,47
"SW","SW23702",12,1,42,35,150,514,109,509,97,,
"SW","SW23702",16,,,,196,529,110,,,1,49
"SW","SW23710",12,1,45,39,155,520,117,515,108,,
"SW","SW23710",16,,,,196,524,105,,,1,47
"SW","SW23735",12,1,37,37,154,505,97,513.3,103,,
"SW","SW23735",16,,,,203,534,118,,,1,53
"SW","SW23747",12,1,42,35,157,514,103,509,92,,
"SW","SW23747",16,,,,197,520,101,,,1,45
"SW","SW23751",12,1,40,38,156,511,99,514,99,,
"SW","SW23751",16,,,,194,512,93,,,1,41
"SW","SW23768",12,1,38,35,156,506,94,509,92,,
"SW","SW23768",16,,,,194,509,88,,,1,39
"SW","SW23784",12,1,42,,151,514,109,,,,
"SW","SW23796",12,1,44,34,157,517.7,108,508,89,,
"SW","SW23796",16,,,,195,,,,,,
"SW","SW23804",16,,,,199,,,,,1,
"SW","SW23812",16,,,,202,545,123,,,1,55
"SW","SW23838",12,1,39,34,157,509,96,508,89,,
"SW","SW23838",16,,,,193,514,95,,,1,42
"SW","SW23845",12,1,45,36,157,520,110,511,94,,
"SW","SW23845",16,,,,195,522,103,,,1,46
"SW","SW23866",12,1,32,29,152,497,84,497,81,,
