"center","id","visit","NRIA1A","NRIA1B","NRIA1C","NRIA2A","NRIA2B","NRIA2C","NRIA3","NRIA3A","NRIA3B","NRIA3C","NRIA3D","NRIA4A","NRIA4B","NRIA4C","NRIA4D","NRIA4E","NRIA4F","NRIA5A","NRIA5B","NRIA5C","NRIA5D","NRIA5E","NRIA5F","NRIA6A","NRIA6B","NRIA6C","NRIA6D","NRIA6E","NRIA6F","NRIA7A","NRIA7B","NRIA7C","NRIA7D","NRIA7E","NRIA7F","NRIA8A","NRIA8B","NRIA8C","NRIA8D","NRIA8E","NRIA8F","NRIA9A","NRIA9B","NRIA9C","NRIA9D","NRIA9E","NRIA9F","NRIA10A","NRIA10B","NRIA10C","NRIA10D","NRIA10E","NRIA10F","NRIA11A","NRIA11B","NRIA11C","NRIA11D","NRIA11E","NRIA11F","NRIA12A","NRIA12B","NRIA12C","NRIA12D","NRIA12E","NRIA12F","NRIA13A","NRIA13B","NRIA13C","NRIA13D","NRIA13E","NRIA13F","NRIA14A","NRIA14B","NRIA14C","NRIA14D","NRIA14E","NRIA14F","NRIA15A","NRIA15B","NRIA15C","NRIA15D","NRIA15E","NRIA15F"
"EA","EA40015",16,3,4,1,3,2,1,0,,,,,2,,2,,,,2,,3,,,,4,,3,,,,5,,4,,,,3,,3,,,,3,,3,,,,5,,4,,,,4,,4,,,,3,,1,,,,3,,3,,,,5,,4,,,,5,,4,,,
"EA","EA40056",16,3,4,0,3,4,0,1,2,3,2,0,,3,,3,,2,,4,,4,,4,,3,,3,,3,,4,,4,,4,,5,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,3,,3,,4,,4,,5,,3,,3,,3,,2,,3,,3
"EA","EA40108",16,3,2,1,5,1,0,1,2,3,2,1,,4,,2,,4,,2,,2,,2,,5,,2,,3,,4,,1,,5,,4,,4,,4,,3,,1,,3,,3,,1,,4,,3,,2,,5,,4,,4,,4,,4,,1,,4,,2,,2,,2,,4,,4,,1
"EA","EA40129",16,5,4,0,5,4,1,1,2,3,3,1,,3,,2,,2,,1,,1,,2,,3,,3,,4,,1,,1,,2,,4,,3,,4,,1,,1,,2,,3,,3,,1,,3,,2,,3,,4,,3,,2,,1,,1,,2,,4,,4,,3,,3,,2,,1
"EA","EA40141",16,2,4,1,,,,1,1,3,2,0,4,,,,5,,3,,,,3,,3,,,,3,,5,,,,4,,5,,,,5,,3,,,,3,,5,,,,3,,5,,,,4,,4,,,,3,,3,,,,3,,5,,,,4,,5,,,,4,
"EA","EA40157",16,2,2,1,3,4,1,0,,,,,4,,4,,,,2,,2,,,,5,,5,,,,3,,5,,,,5,,5,,,,3,,3,,,,5,,5,,,,5,,5,,,,4,,4,,,,2,,3,,,,5,,5,,,,4,,4,,,
"EA","EA40185",16,,,,3,4,0,0,,,,,,1,,4,,,,,,1,,,,,,4,,,,,,4,,,,,,4,,,,,,1,,,,,,5,,,,,,4,,,,,,3,,,,,,1,,,,,,4,,,,,,5,,
"EA","EA40235",16,3,4,0,3,2,1,0,,,,,4,,3,,,,2,,2,,,,4,,3,,,,5,,3,,,,5,,4,,,,3,,3,,,,5,,3,,,,4,,2,,,,3,,2,,,,2,,2,,,,4,,3,,,,5,,2,,,
"EA","EA40247",16,3,4,0,4,4,1,1,1,4,3,0,4,,3,,5,,2,,2,,4,,4,,4,,4,,4,,4,,4,,5,,3,,5,,2,,2,,5,,3,,2,,3,,4,,4,,4,,4,,3,,4,,2,,2,,4,,4,,4,,3,,3,,2,,2,
"EA","EA40312",16,3,3,1,3,1,0,0,,,,,,2,,4,,,,3,,4,,,,2,,3,,,,3,,3,,,,4,,5,,,,1,,1,,,,3,,3,,,,2,,3,,,,3,,1,,,,3,,3,,,,2,,3,,,,3,,3,,
"EA","EA40353",16,3,4,1,3,4,0,1,2,3,2,1,,4,,4,,4,,3,,1,,1,,1,,1,,1,,4,,4,,3,,4,,3,,4,,3,,3,,3,,3,,3,,3,,4,,4,,4,,4,,3,,4,,3,,1,,1,,4,,4,,4,,3,,3,,3
"EA","EA40414",16,2,2,0,3,3,0,1,2,3,4,0,,5,,3,,4,,2,,1,,2,,4,,4,,4,,5,,3,,5,,5,,4,,5,,2,,3,,4,,3,,3,,4,,4,,4,,4,,5,,5,,5,,2,,3,,3,,4,,4,,5,,1,,4,,5
"EA","EA40422",16,3,4,0,3,4,0,1,2,3,2,0,,5,,5,,3,,3,,3,,1,,4,,4,,3,,3,,3,,2,,4,,4,,3,,3,,3,,2,,3,,3,,1,,5,,5,,3,,3,,3,,1,,3,,3,,1,,4,,4,,3,,3,,3,,3
"EA","EA40436",16,2,4,0,3,4,0,0,,,,,,4,,3,,,,1,,1,,,,3,,4,,,,3,,3,,,,5,,4,,,,3,,3,,,,3,,3,,,,3,,4,,,,5,,5,,,,1,,1,,,,3,,4,,,,4,,3,,
"EA","EA40450",16,3,4,0,3,4,0,1,1,4,3,0,3,,4,,4,,1,,3,,3,,4,,4,,4,,5,,4,,5,,4,,4,,5,,3,,3,,1,,5,,3,,5,,4,,3,,4,,4,,4,,5,,1,,4,,3,,4,,3,,5,,5,,3,,5,
"EA","EA40497",16,2,4,0,3,4,0,0,,,,,3,,3,,,,3,,3,,,,2,,2,,,,3,,1,,,,4,,4,,,,3,,4,,,,2,,1,,,,2,,1,,,,1,,1,,,,3,,3,,,,3,,2,,,,3,,1,,,
"EA","EA40505",16,3,4,1,3,3,0,1,1,3,4,0,4,,3,,4,,4,,3,,2,,5,,4,,5,,4,,4,,3,,5,,5,,4,,3,,3,,1,,5,,3,,3,,5,,4,,4,,5,,5,,5,,1,,3,,4,,5,,4,,4,,5,,4,,4,
"EA","EA40526",16,3,4,1,3,4,1,0,,,,,,1,,1,,,,1,,1,,,,3,,3,,,,1,,1,,,,2,,2,,,,1,,1,,,,1,,3,,,,5,,5,,,,3,,3,,,,1,,1,,,,3,,3,,,,1,,1,,
"EA","EA40593",16,3,4,1,3,4,1,0,,,,,,4,,4,,,,2,,2,,,,4,,4,,,,4,,3,,,,5,,5,,,,2,,2,,,,4,,4,,,,4,,4,,,,5,,5,,,,3,,2,,,,5,,5,,,,5,,4,,
"EA","EA40631",16,,,,,,,1,2,3,4,0,,,,,,2,,,,,,3,,,,,,4,,,,,,4,,,,,,4,,,,,,4,,,,,,5,,,,,,3,,,,,,3,,,,,,1,,,,,,4,,,,,,1
"EA","EA40655",16,2,4,0,3,2,1,1,2,3,1,1,,3,,3,,3,,4,,3,,2,,3,,4,,4,,5,,4,,3,,5,,3,,4,,4,,1,,3,,3,,4,,2,,3,,4,,3,,2,,2,,5,,3,,2,,3,,4,,3,,4,,2,,3,,5
"EA","EA40664",16,3,4,1,2,4,1,0,,,,,4,,3,,,,1,,1,,,,4,,4,,,,4,,4,,,,5,,4,,,,4,,3,,,,4,,3,,,,5,,4,,,,4,,3,,,,2,,2,,,,5,,5,,,,4,,4,,,
"EA","EA40670",16,2,4,0,3,3,1,1,2,3,4,1,,4,,3,,3,,1,,3,,3,,5,,5,,4,,5,,4,,5,,5,,3,,4,,3,,3,,3,,5,,3,,4,,5,,4,,5,,5,,3,,3,,3,,3,,3,,5,,4,,5,,5,,3,,4
"EA","EA40724",16,3,4,0,3,4,0,1,2,3,4,1,,3,,2,,3,,2,,2,,3,,3,,3,,4,,3,,2,,4,,3,,3,,3,,2,,4,,5,,1,,1,,3,,3,,3,,4,,2,,1,,3,,1,,1,,3,,4,,4,,5,,3,,3,,4
"EA","EA40739",16,3,4,1,3,2,1,1,2,3,4,1,,5,,4,,5,,3,,3,,1,,3,,2,,5,,3,,3,,3,,3,,3,,2,,5,,5,,3,,1,,3,,3,,2,,2,,4,,5,,3,,3,,5,,3,,1,,4,,5,,5,,1,,3,,3
"EA","EA40746",16,3,4,1,3,4,1,1,2,3,4,1,,5,,5,,3,,1,,1,,1,,4,,4,,4,,5,,4,,5,,5,,4,,3,,1,,1,,1,,3,,3,,4,,5,,4,,4,,5,,4,,3,,1,,1,,1,,5,,4,,5,,4,,4,,3
"EA","EA40767",16,2,4,0,2,4,0,1,2,3,2,1,,3,,3,,3,,3,,3,,3,,3,,4,,5,,3,,3,,4,,3,,3,,4,,3,,3,,3,,3,,1,,3,,3,,3,,4,,3,,3,,3,,3,,3,,3,,3,,4,,5,,2,,1,,3
"EA","EA40780",16,3,4,1,3,4,0,1,2,3,3,1,,4,,4,,4,,2,,3,,4,,5,,4,,3,,5,,2,,1,,4,,3,,5,,3,,2,,4,,5,,2,,1,,4,,3,,2,,3,,3,,3,,2,,3,,5,,5,,3,,3,,5,,3,,1
"EA","EA40795",16,3,4,0,,,,0,,,,,,5,,,,,,3,,,,,,4,,,,,,3,,,,,,5,,,,,,3,,,,,,1,,,,,,3,,,,,,5,,,,,,3,,,,,,4,,,,,,3,,,,
"EA","EA40800",16,4,3,1,3,2,0,1,2,4,4,0,,2,,3,,5,,1,,1,,3,,3,,2,,4,,3,,2,,4,,3,,3,,3,,1,,3,,3,,1,,1,,5,,2,,2,,4,,3,,1,,3,,3,,1,,4,,2,,2,,4,,1,,1,,4
"EA","EA40821",16,3,4,0,3,4,0,1,1,3,3,0,3,,3,,4,,3,,1,,4,,4,,4,,3,,5,,3,,1,,5,,3,,5,,3,,3,,5,,4,,1,,3,,5,,4,,5,,5,,1,,4,,3,,1,,5,,4,,4,,2,,4,,1,,5,
"EA","EA40865",16,3,4,1,3,4,1,1,2,3,4,0,,3,,4,,4,,2,,3,,2,,5,,4,,5,,4,,4,,5,,3,,3,,4,,1,,1,,2,,4,,3,,3,,4,,4,,5,,3,,2,,3,,1,,1,,2,,5,,4,,5,,5,,3,,2
"EA","EA40925",16,3,4,1,3,4,1,0,,,,,,3,,3,,,,1,,1,,,,5,,5,,,,4,,4,,,,4,,3,,,,2,,2,,,,4,,2,,,,4,,4,,,,2,,2,,,,2,,2,,,,4,,4,,,,2,,2,,
"EA","EA40986",16,3,4,0,3,4,0,1,1,3,4,0,3,,3,,3,,3,,3,,3,,5,,5,,5,,5,,4,,5,,4,,3,,4,,3,,3,,3,,5,,3,,4,,5,,5,,5,,4,,3,,3,,3,,3,,2,,5,,5,,5,,5,,2,,3,
"EA","EA40994",16,3,4,1,3,4,0,1,1,3,4,0,4,,2,,3,,3,,1,,3,,5,,5,,4,,5,,4,,5,,5,,5,,5,,2,,1,,4,,4,,4,,5,,3,,5,,5,,5,,4,,5,,2,,1,,2,,4,,5,,5,,4,,5,,2,
"EA","EA41010",16,3,4,1,4,4,0,1,1,3,4,1,4,,4,,5,,1,,2,,3,,4,,4,,5,,5,,4,,5,,5,,5,,5,,3,,4,,3,,4,,3,,5,,4,,4,,5,,5,,4,,5,,1,,3,,2,,5,,5,,5,,5,,3,,5,
"EA","EA41084",16,3,4,0,3,4,0,1,1,3,3,0,3,,1,,3,,5,,3,,3,,4,,4,,4,,5,,1,,3,,3,,3,,3,,4,,4,,4,,3,,1,,3,,3,,3,,3,,5,,1,,4,,1,,1,,3,,3,,3,,3,,4,,1,,4,
"EA","EA41096",16,3,4,0,3,4,0,1,2,3,4,0,,3,,2,,2,,1,,3,,4,,4,,3,,5,,2,,1,,2,,5,,4,,4,,2,,2,,4,,1,,1,,4,,3,,3,,3,,5,,3,,3,,4,,2,,5,,4,,3,,3,,4,,2,,4
"EA","EA41111",16,4,4,0,3,2,0,1,2,3,1,0,,4,,2,,3,,1,,3,,2,,5,,5,,5,,5,,5,,5,,5,,2,,3,,3,,3,,2,,4,,4,,5,,5,,5,,5,,4,,2,,3,,2,,4,,2,,4,,5,,4,,5,,4,,5
"EA","EA41124",16,3,4,1,3,4,0,1,2,3,3,1,,3,,3,,5,,2,,3,,4,,4,,3,,5,,4,,3,,5,,5,,1,,4,,1,,1,,4,,3,,4,,5,,3,,3,,5,,1,,1,,5,,1,,5,,5,,4,,1,,4,,3,,4,,4
"EA","EA41152",16,3,2,0,3,4,1,0,,,,,3,,2,,,,1,,3,,,,5,,3,,,,3,,1,,,,4,,4,,,,1,,3,,,,3,,2,,,,5,,4,,,,3,,3,,,,1,,3,,,,5,,3,,,,3,,1,,,
"EA","EA41195",16,3,4,1,1,2,0,1,2,2,2,0,,4,,3,,4,,2,,2,,1,,4,,4,,4,,2,,2,,4,,3,,3,,4,,3,,2,,2,,3,,1,,5,,4,,3,,5,,4,,1,,4,,1,,1,,1,,4,,3,,5,,2,,1,,4
"EA","EA41207",16,3,2,1,3,2,1,0,,,,,2,,2,,,,1,,1,,,,2,,2,,,,1,,1,,,,1,,1,,,,5,,5,,,,1,,1,,,,2,,2,,,,1,,1,,,,3,,3,,,,2,,2,,,,1,,1,,,
"EA","EA41274",16,2,4,0,2,4,1,1,2,3,4,0,,3,,3,,3,,3,,3,,2,,3,,3,,5,,2,,2,,3,,5,,5,,3,,5,,5,,3,,1,,1,,3,,5,,3,,5,,5,,3,,3,,5,,5,,3,,3,,3,,3,,2,,1,,3
"EA","EA41289",16,2,4,0,2,2,0,1,2,2,2,0,,4,,3,,2,,2,,2,,3,,5,,3,,3,,5,,3,,3,,5,,5,,2,,3,,3,,3,,2,,2,,3,,5,,4,,3,,5,,4,,3,,3,,3,,3,,5,,4,,3,,5,,4,,4
"EA","EA41325",16,3,4,0,3,4,0,1,2,3,2,0,,4,,3,,4,,2,,1,,1,,3,,3,,4,,2,,2,,4,,3,,2,,3,,2,,2,,3,,2,,2,,3,,3,,3,,4,,3,,3,,4,,2,,2,,3,,3,,4,,4,,2,,3,,4
"EA","EA41333",16,3,4,0,,,,0,,,,,,3,,,,,,3,,,,,,4,,,,,,5,,,,,,5,,,,,,3,,,,,,3,,,,,,3,,,,,,5,,,,,,3,,,,,,5,,,,,,5,,,,
"EA","EA41361",16,3,4,1,4,4,0,0,,,,,4,,4,,,,4,,3,,,,3,,3,,,,4,,4,,,,3,,4,,,,4,,4,,,,3,,3,,,,3,,3,,,,3,,3,,,,2,,4,,,,4,,4,,,,1,,1,,,
"EA","EA41372",16,3,4,1,3,4,1,0,,,,,,4,,4,,,,2,,2,,,,4,,5,,,,4,,5,,,,4,,4,,,,3,,3,,,,2,,2,,,,4,,4,,,,4,,4,,,,2,,2,,,,4,,4,,,,4,,5,,
"EA","EA41386",16,3,4,1,3,4,1,1,2,3,4,0,,4,,3,,3,,2,,2,,2,,4,,4,,3,,3,,4,,1,,4,,3,,4,,2,,2,,1,,3,,3,,3,,4,,3,,3,,4,,3,,4,,2,,2,,2,,4,,4,,4,,3,,3,,3
"EA","EA41394",16,3,4,0,3,4,1,1,1,3,4,1,4,,3,,4,,3,,3,,3,,4,,4,,5,,5,,5,,5,,5,,5,,5,,3,,3,,3,,5,,5,,5,,5,,5,,5,,5,,5,,5,,3,,3,,3,,5,,5,,5,,5,,3,,5,
"EA","EA41431",16,4,4,0,3,4,0,1,1,5,4,0,,5,,3,2,,,2,,1,5,,,4,,5,3,,,1,,5,3,,,4,,3,3,,,5,,3,1,,,1,,5,1,,,3,,4,3,,,1,,5,2,,,5,,3,5,,,3,,4,3,,,1,,5,3,
"EA","EA41443",16,3,4,0,3,4,1,1,2,3,3,0,,4,,3,,3,,3,,2,,2,,5,,4,,4,,5,,1,,3,,5,,3,,3,,5,,4,,3,,3,,3,,3,,5,,5,,5,,4,,3,,3,,5,,4,,4,,5,,5,,4,,5,,3,,2
"EA","EA43011",16,3,4,1,3,4,0,0,,,,,5,,4,,,,4,,4,,,,5,,5,,,,5,,5,,,,4,,4,,,,3,,3,,,,3,,5,,,,4,,5,,,,5,,5,,,,4,,3,,,,4,,5,,,,3,,5,,,
"EA","EA43024",16,2,4,0,2,4,0,1,2,3,2,0,,3,,2,,4,,1,,3,,1,,3,,3,,5,,3,,1,,5,,3,,3,,4,,3,,3,,1,,3,,1,,5,,4,,3,,5,,3,,1,,5,,1,,1,,1,,4,,3,,5,,3,,1,,5
"EA","EA43052",16,,,,3,4,1,0,,,,,,1,,4,,,,1,,2,,,,1,,4,,,,1,,5,,,,1,,3,,,,1,,3,,,,1,,5,,,,1,,4,,,,1,,5,,,,1,,4,,,,1,,5,,,,5,,5,,
"EA","EA43078",16,3,4,1,3,4,0,0,,,,,4,,3,,,,2,,2,,,,5,,5,,,,5,,4,,,,5,,5,,,,2,,1,,,,5,,3,,,,5,,5,,,,5,,4,,,,2,,2,,,,5,,5,,,,5,,3,,,
"EA","EA43095",16,2,4,1,2,3,1,0,,,,,4,,3,,,,2,,3,,,,5,,3,,,,4,,1,,,,5,,3,,,,2,,3,,,,5,,1,,,,5,,3,,,,4,,3,,,,3,,2,,,,5,,3,,,,5,,2,,,
"EA","EA43104",16,3,4,1,3,4,0,1,2,3,2,0,,3,,3,,3,,3,,2,,1,,4,,4,,5,,2,,2,,2,,5,,5,,3,,3,,3,,3,,1,,1,,1,,4,,4,,4,,3,,3,,3,,1,,1,,1,,4,,4,,4,,1,,1,,1
"EA","EA43112",16,5,4,0,3,4,1,0,,,,,4,,3,,,,1,,1,,,,5,,4,,,,4,,3,,,,3,,4,,,,4,,3,,,,5,,1,,,,5,,5,,,,5,,4,,,,1,,4,,,,5,,4,,,,5,,3,,,
"EA","EA43138",16,3,2,1,3,3,1,0,,,,,1,,1,,,,1,,1,,,,3,,3,,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,1,,,,4,,4,,,,1,,1,,,,1,,1,,,,4,,4,,,,1,,1,,,
"EA","EA43145",16,3,4,0,3,3,1,1,2,3,2,1,,3,,3,,3,,1,,1,,2,,4,,4,,4,,3,,3,,3,,3,,3,,3,,4,,3,,3,,2,,2,,3,,4,,4,,4,,3,,2,,3,,1,,1,,1,,4,,4,,4,,3,,3,,3
"EA","EA43166",16,3,4,0,3,3,0,0,,,,,,3,,3,,,,3,,4,,,,2,,4,,,,4,,3,,,,3,,4,,,,4,,3,,,,4,,3,,,,3,,3,,,,3,,3,,,,4,,3,,,,4,,4,,,,4,,3,,
"EA","EA43177",16,4,2,0,3,4,0,0,,,,,,3,,2,,,,1,,1,,,,5,,5,,,,3,,2,,,,5,,2,,,,1,,1,,,,2,,2,,,,5,,5,,,,5,,3,,,,1,,1,,,,5,,5,,,,3,,2,,
"EA","EA43181",16,3,3,1,3,3,1,0,,,,,,4,,3,,,,2,,2,,,,3,,4,,,,3,,4,,,,4,,4,,,,3,,3,,,,4,,4,,,,5,,5,,,,4,,4,,,,4,,4,,,,5,,5,,,,4,,4,,
"EA","EA43206",16,3,3,1,3,2,0,0,,,,,5,,3,,,,4,,3,,,,3,,3,,,,5,,3,,,,5,,4,,,,4,,4,,,,5,,3,,,,3,,4,,,,5,,3,,,,5,,3,,,,4,,3,,,,5,,1,,,
"EA","EA43255",16,4,4,0,,,,0,,,,,,3,,,,,,1,,,,,,4,,,,,,5,,,,,,5,,,,,,3,,,,,,3,,,,,,3,,,,,,4,,,,,,2,,,,,,5,,,,,,2,,,,
"EA","EA43264",16,3,4,0,2,2,1,0,,,,,,4,,3,,,,3,,1,,,,4,,4,,,,2,,2,,,,5,,1,,,,5,,5,,,,1,,1,,,,4,,4,,,,2,,1,,,,5,,2,,,,4,,4,,,,1,,1,,
"EA","EA43270",16,3,4,0,3,4,1,0,,,,,,4,,3,,,,2,,3,,,,4,,4,,,,5,,2,,,,4,,4,,,,2,,2,,,,5,,3,,,,4,,2,,,,4,,3,,,,2,,2,,,,4,,3,,,,5,,3,,
"EA","EA43292",16,3,4,1,3,4,1,1,2,3,2,1,,3,,4,,4,,2,,2,,2,,5,,5,,5,,4,,4,,3,,5,,5,,4,,3,,4,,1,,4,,4,,3,,5,,5,,4,,3,,3,,4,,4,,3,,1,,5,,5,,5,,4,,4,,3
"EA","EA43334",16,3,4,0,,,,0,,,,,4,,1,,,,2,,1,,,,4,,,,,,4,,,,,,5,,,,,,2,,,,,,5,,,,,,4,,,,,,4,,,,,,2,,,,,,4,,,,,,5,,,,,
"EA","EA43357",16,,,,4,4,0,0,,,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,5,,,,,,5,,,,,,5,,,,,,4,,,,,,1,,,,,,1,,,,,,4,,,,,,3,,
"EA","EA43390",16,3,4,1,3,4,0,1,2,3,1,0,,2,,3,,2,,2,,2,,2,,3,,4,,4,,5,,4,,3,,5,,3,,3,,3,,3,,3,,5,,4,,2,,3,,3,,4,,1,,1,,2,,1,,1,,2,,3,,3,,4,,2,,2,,1
"EA","EA43459",16,3,4,1,3,4,1,1,2,3,4,1,,2,,3,,4,,1,,2,,1,,4,,4,,5,,4,,5,,5,,3,,2,,4,,1,,3,,1,,3,,2,,5,,4,,3,,5,,3,,2,,4,,2,,3,,1,,4,,3,,5,,3,,3,,5
"EA","EA43522",16,4,4,0,2,4,0,1,2,3,3,0,,3,,2,,4,,1,,1,,1,,4,,4,,4,,4,,4,,5,,4,,3,,5,,1,,1,,2,,1,,1,,1,,4,,4,,4,,3,,1,,4,,1,,1,,3,,3,,3,,4,,2,,1,,4
"EA","EA43548",16,3,4,0,4,3,0,1,1,4,4,0,4,,2,,3,,2,,3,,2,,4,,4,,5,,4,,3,,4,,5,,3,,4,,2,,3,,2,,4,,2,,5,,5,,4,,5,,4,,2,,2,,2,,3,,2,,4,,3,,4,,3,,2,,5,
"EA","EA43550",16,3,4,0,4,4,0,1,1,3,3,0,1,,1,,3,,2,,1,,4,,5,,5,,4,,4,,5,,1,,3,,3,,4,,5,,5,,5,,5,,4,,3,,5,,4,,5,,1,,1,,4,,5,,1,,5,,4,,4,,3,,4,,4,,5,
"EA","EA43569",16,3,4,1,2,4,0,1,2,3,2,0,,4,,2,,2,,3,,1,,4,,5,,3,,3,,5,,2,,3,,4,,4,,5,,3,,4,,3,,5,,1,,3,,5,,3,,3,,5,,1,,2,,3,,1,,4,,5,,4,,4,,4,,1,,1
"EA","EA43597",16,4,4,0,4,1,0,1,2,4,1,0,,5,,3,,4,,4,,4,,4,,5,,5,,2,,5,,3,,3,,4,,4,,4,,1,,1,,1,,3,,1,,1,,4,,4,,4,,5,,4,,4,,1,,3,,3,,4,,2,,2,,1,,1,,1
"EA","EA43635",16,3,4,0,3,4,0,0,,,,,,4,,4,,,,2,,3,,,,4,,4,,,,5,,5,,,,5,,5,,,,2,,3,,,,3,,4,,,,4,,4,,,,3,,2,,,,2,,3,,,,4,,4,,,,4,,3,,
"EA","EA43684",16,3,4,1,3,4,0,1,1,3,4,0,4,,3,,5,,1,,2,,3,,5,,4,,5,,5,,3,,4,,4,,3,,4,,2,,3,,3,,5,,3,,5,,5,,4,,5,,4,,3,,5,,2,,2,,3,,5,,4,,5,,5,,4,,5,
"EA","EA43707",16,3,4,0,4,4,0,1,1,4,4,0,4,,4,,5,,3,,2,,4,,5,,5,,5,,4,,3,,5,,5,,5,,5,,5,,4,,5,,4,,2,,5,,5,,5,,5,,5,,3,,5,,5,,4,,5,,5,,5,,5,,4,,1,,5,
"EA","EA43715",16,3,4,0,3,4,1,1,2,3,2,0,,3,,3,,4,,1,,3,,3,,5,,5,,5,,3,,2,,2,,4,,3,,3,,2,,2,,3,,2,,2,,3,,5,,5,,3,,4,,4,,4,,2,,3,,3,,5,,4,,4,,3,,1,,1
"EA","EA43730",16,3,4,1,3,4,0,1,2,3,2,1,,4,,2,,3,,3,,1,,1,,5,,5,,5,,3,,3,,4,,3,,3,,3,,5,,1,,3,,5,,1,,4,,4,,3,,4,,3,,3,,4,,5,,4,,3,,5,,5,,5,,4,,3,,3
"EA","EA43742",16,3,4,1,3,4,0,0,,,,,,5,,4,,,,3,,3,,,,5,,5,,,,5,,5,,,,5,,4,,,,3,,3,,,,5,,5,,,,5,,5,,,,5,,4,,,,5,,3,,,,5,,5,,,,5,,5,,
"EA","EA43774",16,3,4,1,3,4,0,1,1,3,4,0,4,,3,,4,,2,,2,,3,,5,,4,,4,,5,,3,,4,,4,,3,,4,,1,,3,,2,,5,,2,,3,,4,,4,,4,,4,,3,,4,,1,,2,,3,,5,,4,,4,,5,,3,,4,
"EA","EA43789",16,3,4,1,3,2,0,1,2,3,4,0,,5,,3,,5,,1,,1,,3,,5,,4,,5,,5,,3,,5,,5,,3,,5,,1,,2,,1,,4,,1,,5,,4,,2,,5,,5,,1,,5,,1,,1,,3,,5,,3,,5,,4,,1,,5
"EA","EA43791",16,3,4,0,3,4,0,0,,,,,,4,,3,,,,3,,1,,,,5,,3,,,,5,,5,,,,5,,5,,,,5,,4,,,,5,,1,,,,5,,4,,,,5,,3,,,,3,,1,,,,5,,4,,,,5,,5,,
"EA","EA43809",16,3,4,0,3,4,0,1,1,3,4,0,4,,4,,4,,4,,1,,1,,5,,5,,5,,4,,4,,5,,5,,4,,5,,3,,4,,5,,5,,4,,1,,5,,4,,5,,4,,4,,4,,3,,1,,4,,5,,4,,4,,4,,5,,1,
"EA","EA43840",16,3,4,0,3,4,0,0,,,,,4,,2,,,,5,,5,,,,4,,4,,,,5,,5,,,,5,,5,,,,4,,4,,,,5,,4,,,,4,,4,,,,4,,1,,,,4,,4,,,,4,,4,,,,5,,4,,,
"EA","EA43858",16,4,4,1,4,3,0,1,2,3,4,0,,2,,2,,2,,1,,1,,3,,5,,5,,5,,3,,3,,5,,5,,3,,5,,3,,3,,3,,3,,1,,4,,5,,5,,5,,3,,3,,3,,3,,3,,3,,5,,5,,5,,4,,4,,5
"EA","EA43872",16,3,4,0,3,4,0,0,,,,,3,,3,,,,3,,3,,,,2,,2,,,,5,,3,,,,3,,4,,,,3,,3,,,,4,,5,,,,4,,4,,,,3,,3,,,,3,,3,,,,3,,4,,,,5,,5,,,
"EA","EA43886",16,3,4,1,3,4,1,0,,,,,,3,,2,,,,3,,1,,,,3,,3,,,,2,,3,,,,3,,3,,,,4,,2,,,,1,,2,,,,3,,3,,,,2,,2,,,,4,,1,,,,3,,3,,,,3,,1,,
"EA","EA43913",16,3,4,0,3,4,0,1,1,3,4,0,4,,2,,4,,3,,1,,3,,5,,4,,5,,5,,3,,5,,5,,2,,5,,3,,3,,3,,5,,3,,5,,5,,3,,5,,4,,3,,4,,2,,4,,2,,5,,3,,5,,5,,3,,5,
"EA","EA43937",16,3,4,0,3,4,0,0,,,,,,3,,3,,,,1,,1,,,,4,,4,,,,3,,3,,,,3,,3,,,,3,,3,,,,1,,3,,,,4,,4,,,,3,,3,,,,1,,1,,,,4,,4,,,,3,,3,,
"EA","EA43982",16,3,4,0,4,4,0,0,,,,,5,,3,,,,3,,2,,,,5,,5,,,,5,,5,,,,4,,4,,,,3,,3,,,,5,,4,,,,5,,5,,,,5,,4,,,,3,,1,,,,5,,5,,,,4,,5,,,
"EA","EA44017",16,3,4,0,2,4,0,0,,,,,,5,,3,,,,4,,3,,,,4,,4,,,,1,,1,,,,4,,4,,,,1,,3,,,,1,,1,,,,4,,4,,,,4,,1,,,,3,,4,,,,4,,4,,,,1,,1,,
"EA","EA44033",16,3,4,1,4,4,0,1,1,4,4,0,4,,3,,3,,1,,3,,2,,5,,5,,5,,5,,5,,4,,5,,5,,5,,2,,2,,1,,5,,4,,4,,5,,5,,5,,5,,4,,4,,2,,2,,1,,5,,5,,5,,5,,5,,4,
"EA","EA44058",16,3,4,1,3,4,1,1,2,3,4,1,,4,,3,,3,,2,,2,,1,,4,,4,,5,,3,,2,,3,,4,,3,,4,,2,,2,,2,,3,,3,,3,,4,,4,,4,,3,,3,,3,,1,,1,,2,,4,,4,,4,,3,,2,,3
"EA","EA44094",16,3,4,0,3,4,0,1,2,3,3,0,,2,,2,,3,,1,,2,,2,,,,3,,4,,1,,1,,4,,4,,2,,5,,3,,1,,1,,1,,1,,3,,1,,3,,4,,1,,1,,2,,1,,1,,3,,3,,2,,2,,1,,2,,3
