"center","id","visit","NRIA1A","NRIA1B","NRIA1C","NRIA2A","NRIA2B","NRIA2C","NRIA3","NRIA3A","NRIA3B","NRIA3C","NRIA3D","NRIA4A","NRIA4B","NRIA4C","NRIA4D","NRIA4E","NRIA4F","NRIA5A","NRIA5B","NRIA5C","NRIA5D","NRIA5E","NRIA5F","NRIA6A","NRIA6B","NRIA6C","NRIA6D","NRIA6E","NRIA6F","NRIA7A","NRIA7B","NRIA7C","NRIA7D","NRIA7E","NRIA7F","NRIA8A","NRIA8B","NRIA8C","NRIA8D","NRIA8E","NRIA8F","NRIA9A","NRIA9B","NRIA9C","NRIA9D","NRIA9E","NRIA9F","NRIA10A","NRIA10B","NRIA10C","NRIA10D","NRIA10E","NRIA10F","NRIA11A","NRIA11B","NRIA11C","NRIA11D","NRIA11E","NRIA11F","NRIA12A","NRIA12B","NRIA12C","NRIA12D","NRIA12E","NRIA12F","NRIA13A","NRIA13B","NRIA13C","NRIA13D","NRIA13E","NRIA13F","NRIA14A","NRIA14B","NRIA14C","NRIA14D","NRIA14E","NRIA14F","NRIA15A","NRIA15B","NRIA15C","NRIA15D","NRIA15E","NRIA15F"
"SO","SO11491",16,4,4,1,3,4,1,0,,,,,4,,3,,,,2,,3,,,,4,,4,,,,2,,2,,,,3,,3,,,,2,,3,,,,3,,2,,,,4,,4,,,,4,,2,,,,3,,2,,,,4,,4,,,,3,,3,,,
"SO","SO11504",16,3,4,0,3,4,0,1,1,4,3,0,4,,3,,4,,2,,2,,4,,5,,5,,4,,4,,3,,4,,5,,3,,4,,3,,2,,4,,5,,3,,4,,5,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,
"SO","SO11520",16,3,4,1,3,4,1,0,,,,,3,,3,,,,3,,2,,,,2,,3,,,,3,,3,,,,3,,3,,,,2,,3,,,,3,,3,,,,3,,3,,,,3,,2,,,,2,,3,,,,4,,3,,,,3,,3,,,
"SO","SO11600",16,4,2,1,2,3,1,0,,,,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,1,,
"SO","SO11613",16,4,3,0,3,4,1,1,2,2,4,1,,4,,4,,4,,1,,3,,1,,2,,4,,4,,4,,5,,5,,4,,4,,5,,4,,1,,1,,2,,3,,5,,3,,3,,5,,3,,3,,4,,1,,1,,1,,4,,4,,5,,2,,3,,5
"SO","SO11621",16,3,4,1,3,4,1,1,1,3,2,1,4,,4,,3,,2,,1,,2,,5,,5,,4,,5,,4,,2,,5,,4,,4,,2,,2,,2,,4,,2,,2,,4,,4,,4,,4,,2,,2,,2,,2,,2,,4,,4,,4,,4,,2,,2,
"SO","SO11637",16,3,4,1,4,1,0,0,,,,,4,,3,,,,1,,1,,,,5,,4,,,,4,,3,,,,4,,3,,,,1,,1,,,,4,,4,,,,4,,4,,,,3,,3,,,,1,,1,,,,4,,4,,,,1,,1,,,
"SO","SO11654",16,4,4,1,4,4,0,1,2,3,4,1,,3,,3,,3,,3,,1,,1,,4,,4,,5,,3,,3,,5,,3,,3,,3,,3,,1,,1,,3,,1,,5,,4,,4,,5,,3,,1,,4,,1,,1,,1,,4,,4,,5,,3,,3,,4
"SO","SO11665",16,3,4,0,5,2,0,1,1,5,2,0,2,,4,,4,,2,,1,,1,,5,,5,,5,,3,,2,,2,,1,,4,,4,,3,,3,,3,,4,,2,,2,,3,,4,,4,,1,,1,,1,,2,,1,,1,,3,,4,,4,,2,,1,,1,
"SO","SO11676",16,3,4,1,3,4,1,0,,,,,3,,4,,,,2,,2,,,,3,,2,,,,3,,4,,,,2,,4,,,,3,,2,,,,2,,2,,,,4,,3,,,,3,,3,,,,2,,3,,,,2,,3,,,,2,,3,,,
"SO","SO11682",16,3,4,0,3,4,0,0,,,,,,4,,3,,,,1,,2,,,,4,,4,,,,4,,4,,,,3,,4,,,,2,,4,,,,3,,4,,,,4,,4,,,,4,,4,,,,1,,2,,,,4,,4,,,,2,,2,,
"SO","SO11717",16,3,4,1,3,4,1,1,2,3,4,1,,4,,3,,3,,2,,3,,2,,4,,4,,5,,3,,2,,3,,4,,2,,3,,2,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SO","SO11733",16,2,4,1,4,4,0,1,1,4,4,0,5,,3,,4,,2,,2,,3,,5,,4,,5,,5,,2,,3,,5,,2,,4,,3,,3,,3,,3,,1,,2,,5,,4,,5,,5,,4,,5,,3,,2,,3,,5,,5,,5,,5,,2,,3,
"SO","SO11758",16,3,4,1,4,3,1,0,,,,,3,,1,,,,3,,2,,,,4,,4,,,,3,,1,,,,2,,1,,,,3,,1,,,,3,,1,,,,4,,4,,,,3,,1,,,,3,,1,,,,4,,4,,,,3,,1,,,
"SO","SO11786",16,3,4,1,3,4,1,0,,,,,4,,3,,,,3,,3,,,,5,,4,,,,5,,4,,,,5,,5,,,,3,,3,,,,5,,3,,,,4,,3,,,,5,,3,,,,3,,3,,,,4,,4,,,,5,,3,,,
"SO","SO11794",16,3,4,0,3,4,0,0,,,,,,4,,3,,,,2,,2,,,,5,,4,,,,5,,5,,,,5,,3,,,,2,,1,,,,5,,3,,,,5,,4,,,,5,,1,,,,2,,1,,,,5,,4,,,,5,,3,,
"SO","SO11819",16,3,4,1,3,4,0,1,1,3,3,1,2,,1,,3,,1,,1,,2,,5,,3,,5,,5,,1,,5,,4,,1,,5,,2,,4,,2,,3,,1,,5,,5,,3,,5,,2,,1,,4,,1,,1,,2,,4,,3,,5,,2,,1,,3,
"SO","SO11870",16,1,3,0,3,4,0,0,,,,,2,,2,,,,1,,2,,,,5,,4,,,,5,,4,,,,5,,5,,,,2,,2,,,,5,,4,,,,5,,4,,,,2,,1,,,,1,,2,,,,5,,4,,,,5,,4,,,
"SO","SO11888",16,3,4,1,3,4,1,0,,,,,4,,2,,,,2,,1,,,,5,,5,,,,5,,3,,,,4,,3,,,,1,,1,,,,5,,3,,,,5,,5,,,,4,,1,,,,1,,1,,,,5,,5,,,,5,,3,,,
"SO","SO11903",16,3,4,0,3,4,0,0,,,,,3,,4,,,,4,,1,,,,3,,5,,,,2,,5,,,,2,,5,,,,4,,1,,,,3,,5,,,,2,,5,,,,3,,5,,,,4,,1,,,,3,,5,,,,3,,5,,,
"SO","SO11911",16,3,4,1,3,4,1,1,1,3,4,0,4,,4,,4,,3,,5,,5,,5,,4,,5,,5,,2,,5,,5,,4,,5,,1,,1,,1,,5,,1,,5,,5,,3,,5,,5,,3,,5,,3,,3,,5,,5,,3,,5,,5,,3,,5,
"SO","SO11924",16,4,4,1,3,4,0,1,2,3,4,1,,2,,2,,4,,2,,2,,4,,3,,3,,4,,3,,3,,3,,2,,2,,4,,2,,2,,4,,2,,2,,4,,3,,3,,4,,2,,2,,4,,2,,2,,4,,4,,3,,3,,2,,2,,4
"SO","SO11952",16,3,4,1,3,4,1,1,2,3,4,1,,4,,3,,4,,1,,1,,2,,4,,2,,5,,4,,2,,4,,5,,2,,5,,2,,2,,2,,3,,2,,3,,4,,4,,5,,3,,2,,5,,2,,2,,2,,4,,4,,5,,3,,2,,3
"SO","SO11978",16,3,4,1,3,4,1,1,1,3,4,1,4,,3,,2,,3,,2,,3,,4,,4,,5,,3,,3,,4,,3,,2,,4,,3,,3,,2,,4,,2,,4,,4,,4,,5,,3,,2,,4,,3,,3,,2,,4,,4,,5,,3,,1,,3,
"SO","SO11980",16,3,3,1,3,3,1,1,1,3,3,0,3,,3,,4,,1,,3,,5,,4,,4,,3,,4,,3,,5,,4,,5,,5,,1,,2,,4,,5,,4,,4,,4,,3,,3,,4,,3,,5,,1,,2,,4,,5,,4,,2,,5,,4,,4,
"SO","SO12013",16,3,4,1,3,4,1,1,1,3,4,1,5,,2,,2,,4,,2,,3,,5,,4,,5,,5,,2,,2,,5,,2,,3,,4,,2,,3,,5,,3,,4,,5,,4,,4,,5,,2,,3,,5,,3,,4,,5,,4,,4,,5,,5,,1,
"SO","SO12021",16,3,4,0,2,4,0,0,,,,,,4,,4,,,,2,,3,,,,5,,5,,,,3,,4,,,,5,,5,,,,2,,4,,,,5,,4,,,,5,,5,,,,5,,3,,,,3,,4,,,,5,,5,,,,3,,4,,
"SO","SO12037",16,3,4,1,3,4,1,0,,,,,4,,2,,,,3,,3,,,,4,,4,,,,4,,2,,,,4,,2,,,,3,,3,,,,4,,2,,,,4,,4,,,,4,,2,,,,3,,3,,,,4,,4,,,,4,,1,,,
"SO","SO12049",16,4,4,0,3,3,1,0,,,,,,3,,3,,,,3,,2,,,,3,,2,,,,4,,3,,,,3,,2,,,,4,,3,,,,3,,4,,,,3,,2,,,,1,,1,,,,3,,3,,,,3,,2,,,,1,,2,,
"SO","SO12076",16,2,4,0,3,4,0,0,,,,,,4,,4,,,,2,,1,,,,5,,5,,,,5,,4,,,,5,,5,,,,2,,2,,,,3,,3,,,,5,,5,,,,4,,5,,,,3,,3,,,,5,,5,,,,4,,3,,
"SO","SO12082",16,3,4,1,3,4,1,0,,,,,4,,4,,,,1,,2,,,,5,,5,,,,3,,3,,,,4,,3,,,,3,,3,,,,2,,2,,,,5,,5,,,,3,,2,,,,3,,3,,,,5,,5,,,,3,,3,,,
"SO","SO12098",16,3,4,0,2,4,0,0,,,,,,3,,2,,,,2,,2,,,,3,,3,,,,4,,2,,,,4,,2,,,,2,,1,,,,3,,2,,,,4,,3,,,,4,,3,,,,2,,2,,,,4,,3,,,,2,,1,,
"SO","SO12122",16,3,4,1,3,2,1,0,,,,,3,,2,,,,3,,3,,,,4,,3,,,,5,,3,,,,4,,5,,,,3,,3,,,,5,,3,,,,5,,4,,,,3,,2,,,,3,,3,,,,5,,4,,,,5,,2,,,
"SO","SO12150",16,3,3,1,4,4,0,1,2,2,2,1,,3,,2,,3,,2,,1,,1,,2,,4,,4,,3,,3,,3,,3,,2,,3,,2,,1,,1,,1,,3,,1,,3,,4,,4,,3,,1,,2,,3,,1,,1,,3,,4,,4,,1,,3,,1
"SO","SO12169",16,3,4,1,3,4,0,1,1,4,3,0,4,,4,,4,,2,,2,,3,,4,,4,,5,,4,,5,,4,,5,,5,,5,,2,,2,,2,,5,,5,,5,,4,,4,,5,,1,,1,,2,,2,,1,,3,,5,,5,,5,,5,,4,,5,
"SO","SO12175",16,3,4,1,3,3,1,1,2,3,2,1,,3,,4,,4,,1,,4,,1,,5,,5,,5,,4,,4,,4,,3,,4,,4,,3,,3,,4,,1,,1,,3,,4,,4,,4,,3,,1,,3,,1,,1,,3,,4,,4,,4,,1,,1,,4
"SO","SO12197",16,3,4,1,3,3,1,0,,,,,,4,,2,,,,1,,2,,,,4,,3,,,,3,,1,,,,3,,2,,,,1,,2,,,,2,,1,,,,4,,3,,,,4,,2,,,,1,,2,,,,4,,3,,,,3,,2,,
"SO","SO12261",16,3,2,0,3,4,1,1,1,3,2,0,5,,1,,4,,2,,5,,5,,5,,2,,4,,5,,1,,3,,2,,1,,4,,3,,2,,4,,5,,1,,3,,4,,2,,3,,3,,1,,4,,4,,2,,3,,5,,2,,4,,4,,2,,3,
"SO","SO12272",16,3,3,1,3,2,1,1,1,5,3,0,4,,3,,4,,3,,3,,3,,5,,5,,5,,5,,3,,4,,4,,4,,4,,3,,3,,3,,5,,3,,4,,5,,4,,5,,5,,3,,4,,3,,3,,3,,5,,4,,5,,5,,4,,5,
"SO","SO12306",16,3,4,0,3,4,0,0,,,,,4,,3,,,,2,,3,,,,4,,3,,,,5,,3,,,,3,,3,,,,2,,2,,,,4,,3,,,,4,,3,,,,4,,3,,,,2,,3,,,,4,,3,,,,5,,3,,,
"SO","SO12319",16,3,4,1,3,4,1,0,,,,,3,,2,,,,2,,1,,,,4,,4,,,,4,,3,,,,3,,2,,,,3,,1,,,,4,,3,,,,4,,4,,,,3,,2,,,,2,,2,,,,4,,3,,,,2,,1,,,
"SO","SO12343",16,3,4,1,3,4,1,1,1,3,4,1,3,,2,,4,,3,,2,,1,,5,,4,,5,,4,,2,,4,,3,,2,,4,,3,,2,,1,,4,,2,,4,,5,,4,,5,,3,,2,,5,,3,,1,,3,,5,,5,,5,,5,,2,,5,
"SO","SO12355",16,3,4,1,4,2,0,1,1,4,2,0,4,,3,,4,,2,,2,,1,,4,,4,,5,,4,,2,,3,,4,,3,,5,,2,,2,,2,,4,,2,,3,,4,,4,,5,,4,,3,,5,,1,,1,,2,,4,,4,,5,,3,,1,,3,
"SO","SO12364",16,3,4,1,3,4,1,0,,,,,3,,2,,,,1,,2,,,,4,,4,,,,3,,2,,,,3,,1,,,,2,,2,,,,3,,1,,,,4,,4,,,,2,,1,,,,2,,2,,,,4,,4,,,,3,,1,,,
"SO","SO12370",16,3,3,1,3,3,1,0,,,,,,2,,2,,,,1,,1,,,,4,,4,,,,2,,4,,,,3,,3,,,,1,,3,,,,1,,2,,,,3,,4,,,,2,,2,,,,1,,2,,,,3,,4,,,,4,,4,,
"SO","SO12392",16,3,4,1,3,3,0,0,,,,,5,,2,,,,3,,3,,,,4,,4,,,,5,,2,,,,4,,2,,,,2,,3,,,,4,,1,,,,4,,4,,,,4,,2,,,,2,,3,,,,5,,4,,,,4,,1,,,
"SO","SO12441",16,3,4,1,3,4,1,0,,,,,,3,,3,,,,2,,2,,,,5,,5,,,,4,,4,,,,3,,3,,,,3,,2,,,,3,,3,,,,4,,4,,,,3,,3,,,,2,,2,,,,5,,5,,,,4,,4,,
"SO","SO12462",16,2,4,0,3,2,0,0,,,,,4,,3,,,,3,,2,,,,3,,4,,,,5,,1,,,,4,,3,,,,2,,3,,,,5,,1,,,,5,,4,,,,3,,2,,,,2,,3,,,,5,,4,,,,3,,1,,,
"SO","SO12473",16,4,4,1,3,3,1,0,,,,,,4,,2,,,,3,,3,,,,5,,3,,,,5,,2,,,,5,,4,,,,3,,4,,,,3,,1,,,,5,,2,,,,5,,1,,,,3,,3,,,,5,,3,,,,3,,1,,
"SO","SO12490",16,3,2,1,3,4,0,1,1,3,2,1,3,,2,,2,,1,,1,,2,,5,,5,,4,,5,,4,,3,,5,,2,,4,,2,,1,,1,,5,,5,,1,,4,,5,,4,,3,,2,,1,,2,,1,,1,,5,,5,,4,,5,,4,,2,
"SO","SO12524",16,5,4,0,2,4,1,0,,,,,,3,,2,,,,2,,2,,,,5,,2,,,,3,,2,,,,4,,2,,,,1,,2,,,,1,,1,,,,4,,2,,,,4,,1,,,,1,,1,,,,5,,2,,,,1,,1,,
"SO","SO12552",16,3,4,1,3,3,1,0,,,,,4,,2,,,,2,,2,,,,4,,4,,,,4,,2,,,,5,,3,,,,3,,2,,,,3,,1,,,,4,,4,,,,4,,2,,,,3,,2,,,,4,,4,,,,3,,1,,,
"SO","SO12567",16,3,4,1,3,4,1,0,,,,,4,,2,,,,1,,1,,,,5,,4,,,,3,,1,,,,4,,4,,,,1,,3,,,,3,,1,,,,5,,2,,,,3,,1,,,,1,,1,,,,5,,5,,,,3,,1,,,
"SO","SO12595",16,3,4,1,3,4,1,1,2,3,1,0,,1,,1,,3,,1,,1,,1,,4,,4,,5,,2,,3,,3,,5,,4,,3,,1,,1,,3,,1,,3,,3,,3,,5,,5,,1,,1,,2,,2,,1,,1,,3,,4,,5,,1,,2,,2
"SW","SW20010",16,3,4,1,4,1,0,0,,,,,4,,2,,,,3,,1,,,,4,,4,,,,5,,3,,,,5,,3,,,,3,,2,,,,5,,2,,,,4,,4,,,,3,,3,,,,2,,1,,,,4,,4,,,,3,,1,,,
"SW","SW20096",16,3,4,1,4,4,0,0,,,,,4,,4,,,,2,,1,,,,5,,4,,,,5,,3,,,,5,,5,,,,3,,4,,,,5,,3,,,,5,,3,,,,4,,4,,,,1,,1,,,,5,,4,,,,5,,5,,,
"SW","SW20146",16,3,4,1,3,4,1,0,,,,,,3,,3,,,,1,,1,,,,4,,4,,,,3,,3,,,,3,,3,,,,2,,2,,,,2,,2,,,,4,,4,,,,4,,3,,,,2,,2,,,,4,,4,,,,2,,2,,
"SW","SW20167",16,3,4,1,3,4,1,1,2,3,4,1,,2,,2,,2,,1,,1,,2,,5,,5,,4,,5,,5,,3,,5,,5,,5,,1,,1,,2,,2,,2,,5,,5,,5,,5,,2,,2,,2,,1,,1,,2,,5,,5,,5,,2,,2,,4
"SW","SW20178",16,3,4,0,3,4,0,0,,,,,2,,4,,,,1,,1,,,,4,,4,,,,2,,2,,,,3,,3,,,,2,,1,,,,5,,1,,,,4,,4,,,,3,,5,,,,3,,1,,,,5,,4,,,,4,,1,,,
"SW","SW20195",16,3,4,1,3,4,0,1,1,4,2,0,4,,3,,4,,3,,3,,3,,5,,4,,5,,3,,4,,5,,4,,3,,3,,1,,1,,1,,3,,4,,3,,4,,4,,4,,3,,1,,1,,2,,2,,3,,4,,4,,4,,3,,1,,1,
"SW","SW20207",16,3,4,0,4,4,0,1,1,3,2,0,2,,3,,1,,3,,1,,3,,4,,3,,4,,5,,3,,5,,5,,5,,5,,2,,3,,3,,3,,3,,4,,3,,3,,3,,1,,1,,1,,1,,3,,3,,4,,3,,4,,3,,2,,4,
"SW","SW20228",16,4,4,0,3,4,0,0,,,,,3,,2,,,,1,,2,,,,4,,3,,,,5,,1,,,,4,,2,,,,1,,4,,,,5,,1,,,,5,,2,,,,3,,1,,,,2,,2,,,,5,,2,,,,5,,1,,,
"SW","SW20230",16,3,4,1,5,4,0,1,2,2,3,1,,4,,3,,4,,3,,1,,1,,5,,5,,5,,4,,4,,4,,4,,3,,4,,2,,1,,2,,2,,3,,4,,4,,4,,5,,4,,3,,4,,4,,3,,2,,4,,5,,5,,4,,3,,5
"SW","SW20263",16,4,4,0,3,4,0,0,,,,,3,,1,,,,3,,1,,,,2,,4,,,,5,,4,,,,3,,3,,,,4,,2,,,,4,,4,,,,2,,3,,,,1,,1,,,,4,,1,,,,3,,2,,,,1,,2,,,
"SW","SW20274",16,5,4,0,3,4,1,1,1,3,4,0,2,,4,,2,,2,,2,,5,,5,,5,,2,,5,,4,,4,,3,,3,,2,,2,,2,,4,,5,,3,,5,,3,,4,,4,,3,,2,,2,,2,,3,,4,,5,,5,,4,,5,,3,,5,
"SW","SW20394",16,3,4,1,3,4,1,1,2,3,4,1,3,3,3,3,,4,3,2,2,3,,3,4,4,4,4,,5,5,4,4,5,,5,5,4,4,5,,5,3,3,3,3,,3,5,3,3,5,,5,3,4,4,3,,5,2,2,2,2,,3,1,2,2,1,,1,4,4,4,4,,5,4,4,4,4,,5
"SW","SW20427",16,4,4,0,3,2,0,1,2,4,4,0,,3,,2,,3,,2,,3,,3,,4,,3,,4,,4,,2,,5,,4,,2,,3,,2,,3,,3,,3,,2,,3,,2,,2,,3,,3,,2,,3,,2,,3,,3,,4,,3,,3,,2,,2,,3
"SW","SW20431",16,3,4,0,3,4,1,1,2,3,2,1,,4,,3,,4,,3,,2,,1,,5,,5,,4,,4,,4,,3,,5,,4,,5,,2,,3,,3,,2,,2,,3,,5,,5,,5,,5,,3,,3,,2,,3,,2,,5,,5,,4,,1,,1,,1
"SW","SW20455",16,3,3,1,3,2,0,0,,,,,,3,,3,,,,1,,1,,,,5,,5,,,,2,,4,,,,5,,4,,,,1,,2,,,,3,,4,,,,3,,4,,,,3,,4,,,,2,,1,,,,4,,4,,,,2,,4,,
"SW","SW20464",16,3,4,1,3,4,1,0,,,,,4,,3,,,,2,,1,,,,5,,5,,,,5,,4,,,,5,,5,,,,4,,2,,,,5,,5,,,,5,,5,,,,5,,4,,,,4,,2,,,,5,,5,,,,5,,5,,,
"SW","SW20500",16,1,1,0,4,4,0,1,1,3,4,0,1,,1,,1,,1,,1,,2,,1,,4,,5,,1,,3,,5,,1,,3,,5,,1,,3,,4,,1,,1,,5,,1,,4,,4,,1,,1,,1,,1,,3,,3,,1,,4,,5,,1,,2,,5,
"SW","SW20521",16,3,4,0,4,4,0,1,1,4,4,0,4,,3,,3,,1,,2,,1,,5,,5,,4,,5,,5,,5,,5,,5,,4,,1,,2,,2,,5,,5,,4,,5,,5,,4,,5,,4,,4,,1,,2,,2,,5,,5,,4,,5,,5,,4,
"SW","SW20549",16,3,4,0,3,4,1,1,1,4,4,0,4,,3,,4,,2,,1,,3,,5,,4,,4,,5,,3,,4,,5,,3,,4,,1,,1,,2,,5,,3,,4,,5,,4,,4,,5,,3,,4,,1,,1,,2,,5,,4,,4,,5,,4,,4,
"SW","SW20565",16,3,1,0,,,0,1,2,3,2,0,,2,,5,,3,,3,,2,,1,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SW","SW20576",16,3,4,0,3,4,1,0,,,,,,4,,2,,,,2,,1,,,,5,,4,,,,5,,3,,,,5,,5,,,,5,,2,,,,5,,2,,,,5,,4,,,,3,,3,,,,4,,3,,,,5,,4,,,,5,,1,,
"SW","SW20598",16,3,4,0,3,4,0,0,,,,,4,,3,,,,2,,2,,,,5,,4,,,,5,,4,,,,5,,4,,,,2,,2,,,,5,,4,,,,5,,4,,,,5,,4,,,,2,,2,,,,5,,5,,,,5,,5,,,
"SW","SW20614",16,3,4,1,3,4,1,0,,,,,,3,,3,,,,2,,2,,,,4,,4,,,,3,,3,,,,5,,5,,,,2,,2,,,,3,,3,,,,4,,4,,,,3,,3,,,,2,,2,,,,4,,4,,,,2,,2,,
"SW","SW20622",16,3,4,0,3,4,1,0,,,,,,3,,3,,,,4,,1,,,,3,,4,,,,4,,3,,,,3,,3,,,,5,,2,,,,3,,4,,,,3,,4,,,,2,,2,,,,5,,1,,,,3,,4,,,,2,,3,,
"SW","SW20636",16,3,3,1,,,,0,,,,,3,,,,,,1,,,,,,4,,,,,,5,,,,,,4,,,,,,3,,,,,,3,,,,,,4,,,,,,3,,,,,,1,,,,,,4,,,,,,5,,,,,
"SW","SW20669",16,3,4,1,3,4,1,1,2,3,2,0,,3,,3,,4,,1,,1,,2,,5,,5,,5,,4,,3,,4,,5,,3,,4,,3,,3,,3,,3,,3,,3,,5,,4,,5,,4,,3,,3,,1,,1,,3,,5,,5,,5,,4,,3,,3
"SW","SW20729",16,3,4,0,3,4,0,0,,,,,4,,3,,,,2,,1,,,,5,,5,,,,5,,5,,,,5,,5,,,,3,,2,,,,5,,5,,,,5,,5,,,,4,,4,,,,3,,2,,,,4,,4,,,,5,,5,,,
"SW","SW20741",16,3,4,1,3,4,0,0,,,,,5,,2,,,,1,,3,,,,5,,5,,,,4,,3,,,,4,,3,,,,3,,3,,,,4,,3,,,,4,,4,,,,3,,1,,,,2,,2,,,,5,,5,,,,3,,3,,,
"SW","SW20757",16,3,4,1,3,4,0,1,1,4,4,0,4,,2,,2,,1,,3,,3,,5,,3,,5,,5,,2,,4,,3,,2,,3,,3,,1,,3,,5,,1,,4,,4,,3,,4,,2,,1,,3,,2,,1,,1,,5,,2,,5,,5,,1,,5,
"SW","SW20762",16,3,4,1,4,4,1,1,1,3,4,1,3,,3,,4,,2,,2,,3,,5,,5,,5,,4,,4,,5,,4,,3,,5,,2,,2,,4,,4,,3,,5,,4,,4,,3,,3,,2,,5,,2,,1,,4,,5,,4,,4,,2,,2,,5,
"SW","SW20773",16,3,4,1,3,4,1,0,,,,,,4,,3,,,,2,,1,,,,4,,4,,,,4,,3,,,,4,,2,,,,3,,2,,,,4,,4,,,,4,,4,,,,5,,2,,,,2,,1,,,,4,,4,,,,4,,3,,
"SW","SW20790",16,3,4,0,3,3,1,0,,,,,4,,4,,,,1,,1,,,,4,,4,,,,5,,5,,,,5,,5,,,,2,,2,,,,5,,4,,,,5,,5,,,,5,,4,,,,1,,1,,,,5,,5,,,,5,,4,,,
"SW","SW20805",16,3,4,1,3,4,1,0,,,,,,4,,3,,,,1,,1,,,,5,,5,,,,5,,5,,,,5,,4,,,,2,,3,,,,1,,1,,,,4,,4,,,,4,,3,,,,1,,1,,,,5,,5,,,,4,,3,,
"SW","SW20818",16,3,4,1,3,4,1,1,2,2,4,0,,4,,3,,2,,1,,3,,1,,5,,4,,5,,2,,2,,3,,4,,3,,4,,1,,1,,1,,2,,2,,3,,5,,5,,5,,4,,2,,3,,1,,2,,1,,5,,5,,5,,2,,2,,3
"SW","SW20826",16,3,4,0,3,4,1,1,1,4,4,0,4,,2,,2,,2,,1,,2,,5,,2,,3,,5,,3,,5,,5,,2,,3,,2,,1,,3,,5,,1,,5,,5,,3,,3,,5,,1,,3,,2,,1,,3,,5,,2,,3,,5,,1,,5,
"SW","SW20844",16,3,4,1,3,3,1,0,,,,,,2,,2,,,,1,,2,,,,3,,4,,,,2,,3,,,,2,,4,,,,2,,3,,,,1,,3,,,,2,,4,,,,2,,3,,,,2,,3,,,,2,,3,,,,2,,3,,
"SW","SW20859",16,3,4,1,3,3,0,1,2,3,4,0,,3,,3,,3,,2,,2,,3,,4,,4,,4,,4,,3,,5,,4,,4,,3,,1,,3,,3,,1,,1,,3,,4,,4,,5,,3,,3,,4,,2,,2,,3,,5,,5,,5,,1,,1,,1
"SW","SW20860",16,3,2,1,,,,1,1,3,4,0,3,,,,3,,1,,,,1,,4,,,,4,,4,,,,5,,4,,,,4,,1,,,,1,,4,,,,4,,4,,,,4,,2,,,,3,,1,,,,1,,4,,,,4,,5,,,,5,
"SW","SW20871",16,,,,3,2,1,0,,,,,,,3,,,,,,2,,,,,,4,,,,,,5,,,,,,4,,,,,,3,,,,,,3,,,,,,4,,,,,,1,,,,,,1,,,,,,4,,,,,,5,,,
"SW","SW20893",16,3,4,1,3,3,0,0,,,,,3,,3,,,,2,,2,,,,3,,3,,,,4,,3,,,,4,,4,,,,2,,2,,,,3,,3,,,,4,,4,,,,4,,4,,,,2,,2,,,,4,,4,,,,4,,4,,,
"SW","SW20904",16,3,2,1,5,2,0,1,1,3,2,1,5,,2,,2,,3,,3,,1,,2,,2,,2,,5,,4,,3,,5,,3,,3,,1,,1,,1,,5,,5,,3,,2,,2,,5,,5,,1,,3,,3,,1,,1,,2,,2,,5,,1,,1,,1,
"SW","SW20920",16,3,4,0,3,4,0,0,,,,,,4,,4,,,,2,,2,,,,3,,2,,,,4,,3,,,,4,,4,,,,2,,2,,,,5,,3,,,,4,,3,,,,4,,4,,,,2,,2,,,,4,,3,,,,4,,2,,
"SW","SW20938",16,3,4,0,4,4,0,0,,,,,4,,3,,,,1,,2,,,,4,,3,,,,3,,2,,,,4,,3,,,,1,,2,,,,3,,3,,,,4,,3,,,,4,,3,,,,1,,3,,,,4,,4,,,,4,,3,,,
"SW","SW20945",16,3,4,1,4,3,1,0,,,,,,4,,4,,,,1,,1,,,,4,,5,,,,5,,5,,,,3,,3,,,,2,,2,,,,5,,5,,,,4,,4,,,,2,,2,,,,2,,2,,,,5,,5,,,,5,,5,,
"SW","SW20953",16,3,4,1,3,4,1,0,,,,,4,,3,,,,3,,3,,,,5,,4,,,,5,,4,,,,5,,5,,,,3,,3,,,,5,,4,,,,4,,4,,,,3,,3,,,,3,,3,,,,4,,4,,,,4,,3,,,
"SW","SW20966",16,3,4,0,3,3,0,1,2,3,3,0,,4,,1,,5,,2,,1,,2,,5,,5,,5,,5,,5,,5,,5,,1,,5,,1,,1,,1,,5,,5,,5,,5,,5,,5,,4,,1,,5,,2,,2,,3,,5,,5,,5,,5,,5,,5
"SW","SW20981",16,2,3,0,3,4,0,1,2,3,4,0,,3,,2,,4,,1,,1,,1,,5,,4,,5,,5,,5,,5,,5,,4,,5,,2,,1,,1,,3,,4,,5,,4,,2,,5,,5,,2,,3,,2,,1,,1,,4,,4,,5,,4,,4,,5
"SW","SW21028",16,3,2,0,4,4,0,1,1,4,4,0,4,,1,,3,,2,,2,,2,,4,,2,,4,,5,,1,,5,,4,,1,,4,,2,,3,,3,,5,,1,,4,,4,,4,,4,,4,,2,,4,,1,,1,,2,,4,,3,,4,,3,,1,,2,
