"id","visit","center","ssa1","ssa2","ssa3","ssa4","ssa5","ssa6","ssa7","ssa8","ssa9","ssa9a","ssa9b","ssa9c","ssa9d","ssa9e","ssa10","ssa10a","ssa10b","ssa10c","ssa10d","ssa10e","ssa11","ssa12"
"NW32213",8,"NW",1,1,3,,5,5,5,5,0,,,,,,0,,,,,,"DLW",2/15/1999
"NW32221",8,"NW",1,1,2,4,4,4,4,4,0,,,,,,0,,,,,,"CLL",12/15/1999
"NW32249",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"CLL",11/15/1999
"NW32265",8,"NW",4,4,5,4,5,3,1,2,1,0,0,,0,,1,1,0,1,0,,"ACO",11/15/1997
"NW32276",8,"NW",2,2,2,4,4,4,4,4,0,,,,,,1,1,0,0,0,,"AJS",11/15/1997
"NW32298",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"AJS",1/15/1998
"NW32302",8,"NW",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"PJV",5/15/1997
"NW32310",8,"NW",1,1,5,5,5,5,5,5,0,,,,,,0,,,,,,"ACO",1/15/1998
"NW32323",8,"NW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"CLL",11/15/1999
"NW32335",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"CRH",11/15/1998
"NW32347",8,"NW",2,2,2,5,5,5,4,5,0,,,,,,1,1,0,0,0,,"DLW",1/15/1999
"NW32351",8,"NW",1,1,3,3,5,5,4,5,0,,,,,,1,1,0,0,0,,"AJS",3/15/1998
"NW32368",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"CLL",11/15/1999
"NW32379",8,"NW",2,2,4,2,5,4,2,4,0,,,,,,0,,,,,,"CLL",3/15/2000
"NW32384",8,"NW",2,1,5,5,5,4,5,5,0,,,,,,0,,,,,,"CRH",10/15/1998
"NW32396",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"CLL",12/15/1999
"NW32412",8,"NW",3,3,1,5,5,5,3,5,0,,,,,,0,,,,,,"CLL",5/15/2000
"NW32420",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,1,0,0,2,0,,"DLW",12/15/1998
"NW32438",8,"NW",1,1,2,5,5,5,5,5,0,,,,,,0,,,,,,"PJV",5/15/1997
"NW32453",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"CRH",6/15/1998
"NW32466",8,"NW",3,1,2,2,3,3,2,4,0,,,,,,0,,,,,,"PJV",4/15/1997
"NW32477",8,"NW",1,2,2,5,5,5,4,5,0,,,,,,0,,,,,,"DLW",5/15/1999
"NW32481",8,"NW",1,1,2,5,5,5,4,4,0,,,,,,0,,,,,,"DLW",2/15/1999
"NW32499",8,"NW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"DLW",1/15/1999
"NW32515",8,"NW",1,1,2,3,4,4,2,4,0,,,,,,0,,,,,,"ACO",4/15/1998
"NW32528",8,"NW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"DLW",12/15/1998
"NW32530",8,"NW",3,3,3,4,5,5,3,5,0,,,,,,1,0,0,5,0,,"CRH",6/15/1999
"NW32556",8,"NW",1,1,2,5,5,5,4,5,0,,,,,,0,,,,,,"AJS",11/15/1997
"NW32563",8,"NW",4,3,3,4,4,4,3,3,0,,,,,,1,1,0,0,0,,"ACO",3/15/1998
"NW32589",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"CRH",3/15/1999
"NW32591",8,"NW",5,3,1,5,5,5,1,4,1,0,0,0,1,"CURRICULUM ITEMS, MONEY, TOYS",1,0,0,1,1,"CURRICULUM ITEMS, MONEY, FOOD, BOOKS, CLEANING ITEMS","AJS",1/15/1998
"NW32608",8,"NW",2,2,2,3,4,4,4,4,0,,,,,,0,,,,,,"ACO",11/15/1997
"NW32629",8,"NW",2,1,2,4,5,5,4,4,0,,,,,,1,1,0,0,0,,"DLW",5/15/1999
"NW32634",8,"NW",1,1,2,4,4,4,2,4,0,,,,,,0,,,,,,"CLL",2/15/2000
"NW32662",8,"NW",2,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"ACO",10/15/1997
"NW32673",8,"NW",1,1,3,2,5,5,4,5,0,,,,,,1,1,0,0,0,,"ACO",1/15/1998
"NW32685",8,"NW",1,1,1,4,5,5,5,5,0,,,,,,0,,,,,,"CLL",11/15/1999
"NW32701",8,"NW",2,2,2,4,5,5,4,5,0,,,,,,0,,,,,,"ACO",11/15/1997
"NW32722",8,"NW",1,1,3,5,3,5,1,4,0,,,,,,1,0,0,3,0,,"CLL",6/15/2000
"NW32736",8,"NW",3,3,4,3,4,2,2,4,1,0,0,5,0,,1,2,0,0,0,,"CLL",3/15/2000
"NW32748",8,"NW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"AJS",2/15/1998
"NW32750",8,"NW",3,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"CLL",12/15/1999
"NW32775",8,"NW",3,3,1,1,5,5,1,2,0,,,,,,0,,,,,,"CLL",1/15/2000
"NW32783",8,"NW",1,1,1,5,,5,5,5,0,,,,,,0,,,,,,"DLW",11/15/1998
"NW32797",8,"NW",2,2,2,2,2,5,5,5,1,5,0,0,0,,1,2,0,0,0,,"CRH",4/15/1999
"NW32803",8,"NW",1,1,1,5,5,1,4,5,0,,,,,,1,0,0,1,0,,"CLL",4/15/2000
"NW32811",8,"NW",2,1,3,4,5,5,1,5,1,5,0,0,0,,1,4,0,0,0,,"SRH",4/15/2000
"NW32824",8,"NW",2,2,3,4,4,4,4,4,0,,,,,,0,,,,,,"SRH",11/15/2000
"NW32839",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"CLL",5/15/2000
"NW32846",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"AJS",1/15/1998
"NW32867",8,"NW",2,1,1,5,5,5,4,5,0,,,,,,1,1,0,0,1,"PURSE STEALING","DLW",6/15/1999
"NW32878",8,"NW",2,2,3,3,4,4,3,4,0,,,,,,0,,,,,,"CLL",12/15/2000
"NW32895",8,"NW",2,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"CRH",4/15/1999
"NW32906",8,"NW",2,2,1,5,5,5,3,5,0,,,,,,0,,,,,,"SRH",11/15/1999
"NW32919",8,"NW",1,1,1,2,4,4,4,4,0,,,,,,1,0,0,0,1,"4 TIMES - VERBAL ASSAULT BY PARENTS","CRH",11/15/1998
"NW32927",8,"NW",1,1,3,3,4,5,2,4,0,,,,,,1,1,0,0,0,,"CRH",4/15/1999
"NW32955",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"SRH",1/15/2000
"NW32970",8,"NW",1,1,2,2,5,5,4,5,0,,,,,,0,,,,,,"DLW",4/15/1999
"NW32988",8,"NW",1,1,3,4,1,1,1,1,0,,,,,,0,,,,,,"CLL",12/15/1999
"NW33006",8,"NW",2,1,1,4,5,5,4,5,0,,,,,,0,,,,,,"SRH",6/15/2001
"NW33019",8,"NW",3,3,4,2,4,,3,,1,1,0,1,0,,1,1,0,1,0,,"DLW",1/15/1999
"NW33027",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"CLL",7/15/2000
"NW33031",8,"NW",1,1,1,5,5,5,5,5,1,1,0,0,0,,,,,,,"=====================================================","CLL",1/15/2000
"NW33043",8,"NW",2,2,2,4,5,5,4,5,1,2,0,0,0,,1,2,0,0,0,,"CLL",6/15/2000
"NW33055",8,"NW",1,1,3,4,5,5,5,5,0,,,,,,1,1,0,0,0,,"CRH",1/15/1999
"NW33064",8,"NW",1,2,2,5,5,5,4,5,0,,,,,,0,,,,,,"CRH",4/15/1999
"NW33070",8,"NW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"CLL",1/15/2000
"NW33088",8,"NW",2,2,2,4,4,4,4,4,0,,,,,,0,,,,,,"CRH",11/15/1998
"NW33092",8,"NW",1,1,1,4,5,1,5,5,0,,,,,,0,,,,,,"CLL",12/15/1999
"NW33115",8,"NW",2,2,2,2,4,3,3,4,1,1,,1,,"EXACT NUMBER UNKNOWN, AT LEAST 1",0,,,,,,"SRH",5/15/2000
"NW33128",8,"NW",1,1,3,3,5,5,4,4,0,,,,,,0,,,,,,"SRH",3/15/2000
"NW33130",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,1,1,0,0,0,,"CLL",12/15/1999
"NW33468",8,"NW",1,1,1,4,4,4,4,4,0,,,,,,0,,,,,,"CLL",1/15/2000
"NW34489",8,"NW",1,1,1,5,5,4,3,5,0,,,,,,0,,,,,,"CLL",4/15/2000
"SO10016",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"KMM",5/15/1995
"SO10029",8,"SO",1,1,3,3,4,5,3,5,0,,,,,,0,,,,,,"BW",9/15/1995
"SO10034",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"JRP",4/15/1995
"SO10041",8,"SO",2,2,1,4,4,4,2,3,0,,,,,,0,,,,,,"JI",4/15/1995
"SO10117",8,"SO",2,1,1,5,5,4,3,4,1,0,0,1,0,,1,0,0,1,0,,"HS",4/15/1995
"SO10125",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"TDF",4/15/1995
"SO10133",8,"SO",1,1,2,2,5,5,3,5,0,,,,,,0,,,,,,"IC",5/15/1995
"SO10140",8,"SO",1,1,1,4,5,5,5,5,0,,,,,,0,,,,,,"SW",4/15/1995
"SO10158",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"CMH",4/15/1995
"SO10186",8,"SO",2,2,4,2,5,4,3,4,0,,,,,,1,0,0,3,0,,"CR",5/15/1995
"SO10194",8,"SO",3,3,3,2,4,4,3,3,0,,,,,,0,,,,,,"JA",12/15/1995
"SO10222",8,"SO",2,2,3,4,5,5,3,5,0,,,,,,0,,,,,,"FDW",6/15/1995
"SO10236",8,"SO",1,1,1,5,5,5,1,5,0,,,,,,0,,,,,,"IHC",2/15/1996
"SO10248",8,"SO",1,1,2,5,4,3,2,4,1,3,0,2,0,,1,4,0,3,0,,"TR",5/15/1995
"SO10250",8,"SO",1,1,2,5,5,5,2,5,1,0,0,6,0,,1,2,0,0,0,,"JM",5/15/1995
"SO10275",8,"SO",1,1,1,5,5,4,5,5,0,,,,,,0,,,,,,"KT",4/15/1995
"SO10303",8,"SO",2,2,3,3,5,5,4,5,0,,,,,,0,,,,,,"KE",5/15/1995
"SO10311",8,"SO",2,2,2,4,5,2,4,4,0,,,,,,1,0,0,0,0,,"TW",1/15/1996
"SO10324",8,"SO",2,2,1,5,4,4,3,5,1,2,0,0,0,,1,1,0,0,0,,"LO",7/15/1995
"SO10339",8,"SO",1,1,2,2,5,5,3,5,0,,,,,,0,,,,,,"KY",6/15/1995
"SO10346",8,"SO",1,1,1,1,5,1,1,1,0,,,,,,0,,,,,,"JMM",11/15/1995
"SO10378",8,"SO",1,1,2,4,5,4,3,4,0,,,,,,0,,,,,,"LMH",4/15/1995
"SO10380",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"AP",6/15/1995
"SO10395",8,"SO",1,1,2,5,5,5,4,5,0,,,,,,0,,,,,,"TSW",4/15/1995
"SO10400",8,"SO",2,2,3,1,5,1,3,4,0,,,,,,0,,,,,,"EM",4/15/1995
"SO10413",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"SFL",6/15/1995
"SO10437",8,"SO",2,2,2,4,4,3,2,3,0,,,,,,1,1,0,1,0,,"CC",5/15/1995
"SO10449",8,"SO",1,2,4,2,5,4,3,4,0,,,,,,1,3,0,2,1,"VANDALISM","SS",4/15/1995
"SO10454",8,"SO",2,2,3,3,4,4,3,4,0,,,,,,1,4,0,0,0,,"RB",4/15/1995
"SO10465",8,"SO",1,1,3,1,5,4,4,5,0,,,,,,0,,,,,,"WMK",6/15/1995
"SO10476",8,"SO",2,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"AB",5/15/1995
"SO10482",8,"SO",1,1,1,5,5,5,2,5,0,,,,,,0,,,,,,"MTW",4/15/1995
"SO10527",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"KD",4/15/1995
"SO10531",8,"SO",1,1,1,5,5,5,,5,0,,,,,,0,,,,,,"ESM",6/15/1995
"SO10543",8,"SO",1,1,4,3,5,5,5,5,0,,,,,,0,,,,,,"BAS",4/15/1995
"SO10564",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"BN",6/15/1995
"SO10570",8,"SO",1,1,2,4,5,5,5,5,0,,,,,,0,,,,,,"KS",12/15/1995
"SO10588",8,"SO",1,1,1,5,5,5,1,5,0,,,,,,0,,,,,,"RQ",5/15/1995
"SO10607",8,"SO",1,1,2,4,5,5,3,5,0,,,,,,0,,,,,,"JB",4/15/1995
"SO10615",8,"SO",1,1,1,5,5,5,2,5,0,,,,,,0,,,,,,"VH",4/15/1995
"SO10628",8,"SO",1,1,1,4,5,5,3,5,0,,,,,,0,,,,,,"BNM",4/15/1995
"SO10630",8,"SO",2,2,3,2,5,5,3,5,0,,,,,,0,,,,,,"BHW",4/15/1995
"SO10642",8,"SO",2,2,3,3,4,5,4,4,0,,,,,,0,,,,,,"CM",4/15/1995
"SO10656",8,"SO",1,1,1,4,5,5,4,5,0,,,,,,0,,,,,,"JA",4/15/1995
"SO10674",8,"SO",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"VBH",4/15/1995
"SO10702",8,"SO",1,1,1,4,5,5,4,5,0,,,,,,0,,,,,,"MI",6/15/1995
"SO10723",8,"SO",2,2,2,4,5,4,1,5,0,,,,,,0,,,,,,"DB",5/15/1995
"SO10735",8,"SO",1,1,1,4,5,5,4,5,0,,,,,,0,,,,,,"NM",9/15/1995
"SO10779",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,1,0,0,1,0,,"DB",4/15/1995
"SO10796",8,"SO",1,2,1,4,5,4,2,5,0,,,,,,0,,,,,,"JWG",4/15/1995
"SO10804",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"MJC",5/15/1995
"SO10812",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"JW",4/15/1995
"SO10820",8,"SO",1,1,1,5,5,5,3,5,0,,,,,,1,1,0,0,0,,"CM",5/15/1995
"SO10845",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"LR",8/15/1995
"SO10853",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"KK",4/15/1995
"SO10881",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"DDL",4/15/1995
"SO10899",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"LM",4/15/1995
"SO10905",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"CB",6/15/1995
"SO10918",8,"SO",1,1,3,4,5,4,4,5,0,,,,,,0,,,,,,"SB",12/15/1995
"SO10926",8,"SO",1,1,2,5,5,5,3,5,0,,,,,,0,,,,,,"JN",4/15/1995
"SO10944",8,"SO",2,2,3,3,4,4,3,4,0,,,,,,0,,,,,,"PM",4/15/1996
"SO10959",8,"SO",1,1,1,4,4,5,1,5,0,,,,,,0,,,,,,"KC",8/15/1995
"SO10993",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"ANC",4/15/1995
"SO11001",8,"SO",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"CLW",5/15/1995
"SO11050",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"KC",4/15/1995
"SO11069",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"BM",8/15/1995
"SO11102",8,"SO",1,2,2,4,4,4,4,5,0,,,,,,0,,,,,,"MB",6/15/1996
"SO11123",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"GM",4/15/1995
"SO11147",8,"SO",2,2,3,3,5,4,3,4,1,0,0,1,0,,0,,,,,,"LC",12/15/1995
"SO11151",8,"SO",2,2,2,4,4,4,2,5,1,1,0,0,0,,0,,,,,,"NLM",4/15/1995
"SO11168",8,"SO",2,2,4,4,5,4,1,4,1,0,30,0,0,,1,0,0,1,0,,"GH",4/15/1995
"SO11208",8,"SO",1,1,1,1,1,1,2,1,0,,,,,,0,,,,,,"BK",6/15/1995
"SO11216",8,"SO",1,1,1,4,4,5,4,5,0,,,,,,0,,,,,,"CSR",6/15/1995
"SO11229",8,"SO",3,3,1,5,5,3,2,5,0,,,,,,0,,,,,,"DB",9/15/1995
"SO11234",8,"SO",1,1,1,5,5,5,2,4,0,,,,,,0,,,,,,"BR",5/15/1995
"SO11241",8,"SO",1,1,2,4,5,5,5,5,0,,,,,,0,,,,,,"PFS",4/15/1995
"SO11257",8,"SO",1,1,1,5,5,4,4,5,0,,,,,,0,,,,,,"SA",6/15/1995
"SO11262",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"FS",12/15/1995
"SO11273",8,"SO",1,2,2,5,5,4,3,4,0,,,,,,0,,,,,,"MG",5/15/1995
"SO11290",8,"SO",1,1,1,4,5,5,4,5,0,,,,,,1,0,0,2,0,,"JS",4/15/1995
"SO11305",8,"SO",2,2,2,3,5,5,3,5,0,,,,,,0,,,,,,"AJG",6/15/1995
"SO11318",8,"SO",1,1,2,4,5,5,4,5,0,,,,,,0,,,,,,"MS",4/15/1995
"SO11326",8,"SO",3,2,2,5,5,5,3,5,0,,,,,,1,5,0,0,0,,"DEY",12/15/1996
"SO11332",8,"SO",3,2,3,3,5,5,2,5,1,1,0,0,0,,1,1,0,0,0,,"JJG",11/15/1995
"SO11344",8,"SO",2,2,3,3,4,4,1,5,0,,,,,,0,,,,,,"SCA",11/15/1995
"SO11359",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"MS",4/15/1995
"SO11360",8,"SO",1,1,1,5,5,5,4,5,1,2,0,0,0,,1,2,0,0,0,,"DL",6/15/1995
"SO11387",8,"SO",1,1,2,2,4,4,4,5,0,,,,,,0,,,,,,"CAL",5/15/1995
"SO11407",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"SYG",4/15/1995
"SO11415",8,"SO",1,1,1,5,4,5,4,5,0,,,,,,0,,,,,,"MCD",4/15/1995
"SO11442",8,"SO",1,1,2,4,5,5,5,5,0,,,,,,0,,,,,,"ARE",2/15/1996
"SO11456",8,"SO",1,2,3,3,4,5,4,4,0,,,,,,0,,,,,,"CS",12/15/1995
"SO11463",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"ESM",6/15/1995
"SO11474",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"RLJ",2/15/1996
"SO11489",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"DH",12/15/1995
"SO11491",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"JF",5/15/1995
"SO11504",8,"SO",1,1,1,5,5,5,3,5,0,,,,,,1,0,0,3,0,,"KB",12/15/1995
"SO11520",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"PM",12/15/1995
"SO11538",8,"SO",2,2,3,4,5,4,3,5,0,,,,,,0,,,,,,"DCW",5/15/1995
"SO11566",8,"SO",1,1,1,1,1,1,1,1,0,,,,,,0,,,,,,"BGL",4/15/1995
"SO11599",8,"SO",2,1,1,5,5,5,2,5,0,,,,,,0,,,,,,"CL",6/15/1995
"SO11613",8,"SO",1,1,2,5,5,5,4,5,0,,,,,,1,2,0,0,0,,"BKB",4/15/1995
"SO11621",8,"SO",1,1,,3,5,5,5,5,0,,,,,,0,,,,,,"ML",4/15/1995
"SO11637",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"MLL",4/15/1995
"SO11649",8,"SO",1,1,1,3,5,5,3,5,0,,,,,,0,,,,,,"SH",5/15/1995
"SO11654",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"BB",5/15/1995
"SO11665",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"KBR",5/15/1995
"SO11676",8,"SO",2,1,1,4,5,4,3,5,0,,,,,,0,,,,,,"KSG",5/15/1995
"SO11682",8,"SO",2,3,5,5,4,3,5,5,1,1,0,1,0,,1,2,0,0,0,,"LK",5/15/1995
"SO11717",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"ELL",5/15/1995
"SO11740",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"JHB",9/15/1995
"SO11758",8,"SO",1,1,3,1,5,3,1,5,1,0,0,1,0,,1,2,0,0,0,,"TS",11/15/1995
"SO11786",8,"SO",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"MK",6/15/1995
"SO11794",8,"SO",1,1,3,5,5,5,3,4,0,,,,,,0,,,,,,"VMR",5/15/1995
"SO11819",8,"SO",2,2,1,5,5,5,3,4,0,,,,,,0,,,,,,"DEY",12/15/1996
"SO11843",8,"SO",1,1,1,4,5,5,4,5,0,,,,,,0,,,,,,"DR",5/15/1995
"SO11864",8,"SO",1,1,2,3,4,5,3,4,0,,,,,,0,,,,,,"BW",5/15/1995
"SO11870",8,"SO",1,2,3,3,5,4,3,5,0,,,,,,1,7,0,0,0,,"LD",6/15/1995
"SO11888",8,"SO",2,2,2,4,4,4,4,4,0,,,,,,0,,,,,,"SEF",6/15/1995
"SO11903",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"CS",5/15/1995
"SO11911",8,"SO",1,1,2,1,,5,5,5,1,0,0,0,0,,1,0,0,0,0,,"GB",1/15/1996
"SO11924",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"DE",11/15/1995
"SO11939",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"BB",6/15/1995
"SO11952",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"AG",8/15/1995
"SO11967",8,"SO",1,1,3,4,5,4,4,5,0,,,,,,0,,,,,,"MD",6/15/1995
"SO11978",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"MJ",4/15/1995
"SO11980",8,"SO",1,3,2,5,5,4,3,5,1,0,0,0,0,,1,0,0,0,0,,"C",9/15/1995
"SO12000",8,"SO",1,1,1,3,4,5,5,5,1,3,0,0,0,,0,,,,,,"KOB",5/15/1995
"SO12021",8,"SO",1,1,3,1,5,5,3,4,0,,,,,,0,,,,,,"JS",12/15/1995
"SO12037",8,"SO",1,1,2,5,5,5,2,5,0,,,,,,0,,,,,,"DK",11/15/1995
"SO12049",8,"SO",1,1,2,5,5,5,3,5,0,,,,,,0,,,,,,"BLN",6/15/1995
"SO12054",8,"SO",1,1,1,4,5,5,5,5,0,,,,,,0,,,,,,"MB",4/15/1995
"SO12065",8,"SO",2,2,3,2,5,5,3,5,0,,,,,,,,,,,"=====================================================","MW",6/15/1995
"SO12076",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"JN",4/15/1995
"SO12082",8,"SO",1,1,1,5,5,4,4,5,0,,,,,,0,,,,,,"BH",5/15/1995
"SO12098",8,"SO",1,1,1,5,5,4,3,5,0,,,,,,0,,,,,,"SSS",4/15/1995
"SO12101",8,"SO",1,,1,5,4,4,3,5,1,1,0,0,0,,1,1,0,0,0,,"CA",9/15/1995
"SO12114",8,"SO",1,1,2,4,5,5,3,5,0,,,,,,0,,,,,,"NSS",6/15/1995
"SO12122",8,"SO",1,1,2,4,5,4,3,5,0,,,,,,0,,,,,,"DL",5/15/1995
"SO12150",8,"SO",2,,5,1,4,3,1,3,0,,,,,,0,,,,,,"JL",11/15/1995
"SO12175",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"KB",5/15/1995
"SO12197",8,"SO",2,2,3,4,5,3,2,5,1,0,0,20,0,,1,0,0,2,0,,"SS",4/15/1995
"SO12209",8,"SO",2,2,3,3,4,4,3,5,0,,,,,,1,1,0,0,0,,"JF",12/15/1995
"SO12261",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"LC",11/15/1995
"SO12272",8,"SO",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"MD",5/15/1995
"SO12286",8,"SO",1,1,3,5,5,4,4,5,0,,,,,,0,,,,,,"TA",1/15/1996
"SO12306",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"ABH",5/15/1995
"SO12319",8,"SO",1,1,1,5,4,4,3,5,0,,,,,,0,,,,,,"AR",6/15/1995
"SO12327",8,"SO",2,2,2,5,5,4,4,4,0,,,,,,0,,,,,,"CPC",5/15/1995
"SO12331",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"JAB",5/15/1995
"SO12343",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"MJ",12/15/1995
"SO12355",8,"SO",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"LHH",4/15/1995
"SO12364",8,"SO",2,2,2,4,5,5,2,4,0,,,,,,0,,,,,,"JM",6/15/1995
"SO12392",8,"SO",3,2,3,4,5,4,4,5,0,,,,,,0,,,,,,"DW",2/15/1996
"SO12434",8,"SO",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"LLS",4/15/1995
"SO12441",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"SYG",4/15/1995
"SO12462",8,"SO",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"DWF",6/15/1995
"SO12473",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"DS",8/15/1995
"SO12485",8,"SO",1,1,2,3,5,5,4,5,0,,,,,,0,,,,,,"JWN",1/15/1996
"SO12503",8,"SO",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"FKC",3/15/1996
"SO12524",8,"SO",2,1,3,3,4,4,3,5,0,,,,,,0,,,,,,"BS",3/15/1996
"SO12546",8,"SO",2,1,1,5,5,4,5,5,0,,,,,,0,,,,,,"SEF",5/15/1995
"SO12552",8,"SO",1,1,2,4,5,5,4,5,0,,,,,,0,,,,,,"BV",6/15/1995
"SO12567",8,"SO",1,1,2,4,5,5,4,5,0,,,,,,0,,,,,,"BV",6/15/1995
"SO12578",8,"SO",1,1,1,5,5,4,3,5,0,,,,,,0,,,,,,"CSA",4/15/1995
"SO12580",8,"SO",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"ZLP",5/15/1995
"SO12595",8,"SO",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"BJS",6/15/1995
"SW20010",8,"SW",3,3,4,2,4,4,3,3,0,,,,,,0,,,,,,"JM",2/15/1997
"SW20010",10,"SW",2,2,4,3,5,4,4,4,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20035",10,"SW",1,1,1,5,5,5,5,5,1,2,0,0,0,,0,,,,,,"KKR",4/15/2000
"SW20051",8,"SW",1,2,3,4,5,5,5,5,0,,,,,,0,,,,,,"JM",1/15/1997
"SW20051",10,"SW",1,1,3,4,5,5,5,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20084",8,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"JM",12/15/1996
"SW20084",10,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20096",10,"SW",1,1,1,4,5,5,4,4,0,,,,,,0,,,,,,"KKR",4/15/2000
"SW20103",8,"SW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"JM",5/15/1997
"SW20103",10,"SW",1,1,1,5,5,5,5,4,0,,,,,,0,,,,,,"KKR",4/15/2000
