"center","id","SSQC11","visit","SSQC1","SSQC2","SSQC3","SSQC4","SSQC5","SSQC6","SSQC7","SSQC8","SSQC9","SSQC10","SSQC12"
"NW","NW31127","MQA",16,5,3,1,5,3,4,4,2,3,5,12/15/2007
"NW","NW31143","AAN",16,2,5,4,5,5,5,4,4,4,4,11/15/2004
"NW","NW31155","AAN",16,3,3,3,5,3,4,4,3,2,3,12/15/2005
"NW","NW31164","AAN",16,5,5,3,5,5,4,3,5,5,5,8/15/2005
"NW","NW31170","AAN",16,4,3,2,4,3,3,3,3,2,3,3/15/2006
"NW","NW31192","AAN",16,4,3,1,5,1,1,5,5,5,1,12/15/2006
"NW","NW31204","AAN",16,5,5,5,5,5,5,5,5,5,5,12/15/2004
"NW","NW31212","AAN",16,1,4,1,2,2,4,4,5,5,1,9/15/2005
"NW","NW31220","MQA",16,4,3,5,5,3,3,3,4,2,4,3/15/2007
"NW","NW31238","MQA",16,5,4,2,5,2,5,3,2,1,1,4/15/2007
"NW","NW31245","AAN",16,4,4,4,5,3,5,4,2,4,4,8/15/2004
"NW","NW31253","MQA",16,4,3,3,4,3,4,5,3,3,3,4/15/2008
"NW","NW31277","AAN",16,4,1,1,3,1,1,1,3,3,1,9/15/2006
"NW","NW31281","MQA",16,5,5,5,5,5,5,5,4,4,4,5/15/2008
"NW","NW31299","MQA",16,3,3,4,4,2,4,3,3,3,4,10/15/2008
"NW","NW31301","MQA",16,5,3,4,5,4,4,4,3,3,3,4/15/2006
"NW","NW31322","AAN",16,4,5,5,5,5,5,5,4,5,5,9/15/2005
"NW","NW31336","MQA",16,3,4,3,4,4,4,3,2,3,3,3/15/2007
"NW","NW31350","MQA",16,4,5,4,4,5,5,5,4,5,5,9/15/2007
"NW","NW31369","AAN",16,3,4,2,3,2,3,4,2,2,2,10/15/2006
"NW","NW31397","AAN",16,4,5,4,5,5,5,5,5,4,5,1/15/2005
"NW","NW31403","MQA",16,3,5,1,5,5,5,5,5,3,5,6/15/2007
"NW","NW31424","AAN",16,3,3,3,3,3,3,3,3,3,3,6/15/2005
"NW","NW31439","MQA",16,5,5,5,5,5,4,5,4,4,4,5/15/2007
"NW","NW31446","MQA",16,3,3,3,3,3,3,5,4,3,3,10/15/2006
"NW","NW31467","AAN",16,5,5,5,5,5,5,5,5,4,5,11/15/2005
"NW","NW31478","AAN",16,5,5,5,5,5,5,5,4,4,4,9/15/2005
"NW","NW32058","MQA",16,5,5,5,5,5,5,5,5,5,5,9/15/2007
"NW","NW32061","MQA",16,5,5,5,5,5,5,5,5,5,5,12/15/2006
"NW","NW32072","MQA",16,5,5,5,5,5,5,5,5,5,5,5/15/2006
"NW","NW32086","MQA",16,5,4,4,5,5,4,5,5,5,5,1/15/2007
"NW","NW32094","AAN",16,5,5,3,5,4,4,3,4,5,5,1/15/2006
"NW","NW32118","MQA",16,3,4,2,4,4,4,4,3,5,4,4/15/2006
"NW","NW32126","SV",16,3,5,4,4,3,3,4,4,5,4,12/15/2007
"NW","NW32144","AAN",16,5,5,5,5,5,5,5,5,5,5,10/15/2006
"NW","NW32159","AAN",16,2,4,2,3,4,4,4,2,2,3,5/15/2005
"NW","NW32160","AAN",16,4,3,2,4,3,4,5,4,4,5,11/15/2006
"NW","NW32171","AAN",16,5,2,1,5,3,3,5,1,2,2,6/15/2005
"NW","NW32200","MQA",16,4,4,4,4,4,4,5,5,5,4,10/15/2007
"NW","NW32213","MQA",16,5,5,4,5,5,4,5,5,4,4,2/15/2007
"NW","NW32221","MQA",16,5,5,5,5,5,4,5,5,4,5,10/15/2007
"NW","NW32249","MQA",16,4,4,4,5,5,4,5,4,4,4,9/15/2007
"NW","NW32265","AAN",16,3,3,2,3,4,4,4,2,2,2,8/15/2006
"NW","NW32276","AAN",16,1,1,3,1,1,1,1,2,1,1,8/15/2005
"NW","NW32298","AAN",16,4,5,2,5,3,4,5,4,4,5,9/15/2005
"NW","NW32302","AAN",16,4,4,3,4,3,4,3,3,4,5,6/15/2005
"NW","NW32310","MQA",16,3,4,3,5,4,4,5,3,4,4,3/15/2006
